"game_pk","game_date","home_team","home_runs","raw_home_expected_runs","home_expected_runs","away_team","away_runs","raw_away_expected_runs","away_expected_runs","away_elo_pre","home_elo_pre","elo_home_win_probability","home_win_probability","raw_home_win_probability","score_logit","elo_diff_100","fitted_home_win_probability","actual_home_win","projected_home_win","winner_correct","absolute_total_error","model_version","cutoff_date"
"822791",2026-07-01,"Toronto Blue Jays",9,4.63532003710575,4.53057936795799,"New York Mets",3,4.14540816326531,4.44596180519055,1446.80960803839,1464.31085612856,0.559442649404285,0.511105447161726,0.564734087162874,0.044429095585424,0.17501248090173,0.531151982177489,1,1,TRUE,3.02345882685145,"pregame_rolling_score_calibrator_v1",2026-06-26
"822792",2026-06-29,"Toronto Blue Jays",2,5.51959647495362,4.68061852905746,"New York Mets",1,4.92578849721707,4.59138508620479,1443.58284990763,1467.53761425932,0.56857751831006,0.511528458405008,0.572036516571268,0.046122007928031,0.239547643516942,0.532036608141716,1,1,TRUE,6.27200361526225,"pregame_rolling_score_calibrator_v1",2026-06-26
"822793",2026-06-30,"Toronto Blue Jays",0,5.68718112244898,4.70681516404556,"New York Mets",3,4.22077922077922,4.46093549072555,1434.95440027383,1476.16606389312,0.592760388227966,0.531913910550543,0.67763273272478,0.127829423157928,0.412116636192916,0.543094268294861,0,1,FALSE,6.1677506547711,"pregame_rolling_score_calibrator_v1",2026-06-26
"822794",2026-06-27,"Toronto Blue Jays",4,5.77632189239332,4.72049463056641,"Texas Rangers",7,4.54777365491651,4.52348310374109,1486.750766418,1488.39437942917,0.536837257677389,0.525477538822409,0.647389432787856,0.101998493468016,0.0164361301117106,0.535942852660891,0,1,FALSE,1.7560222656925,"pregame_rolling_score_calibrator_v1",2026-06-26
"822795",2026-06-28,"Toronto Blue Jays",2,5.91894712430427,4.74202878372991,"Texas Rangers",3,4.8051948051948,4.57019787748895,1497.48751157154,1477.65763427562,0.506001000814927,0.522145312731746,0.631753422026841,0.0886392412809492,-0.198298772959247,0.532129792186416,0,1,FALSE,4.31222666121886,"pregame_rolling_score_calibrator_v1",2026-06-26
"822874",2026-07-20,"Texas Rangers",3,3.52997448979592,4.30603272123574,"Chicago White Sox",10,6.40074211502783,4.8213696806301,1526.9775828863,1502.50346188504,0.499317685454929,0.433192406317217,0.18177207821989,-0.268837919494883,-0.244741210012594,0.491165541417841,0,0,TRUE,3.87259759813415,"pregame_rolling_score_calibrator_v1",2026-06-26
"822875",2026-07-11,"Texas Rangers",3,6.58215445269017,4.83694218060253,"Houston Astros",9,5.04986085343228,4.61274759441538,1505.18161763985,1512.67460205334,0.545198327074801,0.528679639093173,0.671950336454967,0.114844616651761,0.0749298441349651,0.538018272263544,0,1,FALSE,2.55031022498209,"pregame_rolling_score_calibrator_v1",2026-06-26
"822876",2026-07-12,"Texas Rangers",6,6.46567717996289,4.82085403739583,"Houston Astros",5,5.92764378478664,4.75277899351975,1516.08558418134,1501.77063551185,0.513934300180247,0.508659631808719,0.560130783732628,0.0346419912133173,-0.143149486694954,0.52662515071365,1,1,TRUE,1.42636696908442,"pregame_rolling_score_calibrator_v1",2026-06-26
"822877",2026-07-09,"Texas Rangers",7,5.16659902597403,4.6232493778667,"Los Angeles Angels",6,4.25788497217069,4.46822739768993,1426.39957703556,1495.64667957059,0.631061526077175,0.520214728085973,0.614979336113152,0.0809030113347715,0.692471025350283,0.540817865789075,1,1,TRUE,3.90852322444337,"pregame_rolling_score_calibrator_v1",2026-06-26
"822878",2026-07-10,"Texas Rangers",7,5.64795918367347,4.70074088769335,"Houston Astros",3,5.1252319109462,4.62551722128165,1514.83077064415,1503.02544904904,0.51754234978491,0.509691334121469,0.562543539080893,0.0387701921354717,-0.11805321595107,0.527361584391058,1,1,TRUE,0.673741891024999,"pregame_rolling_score_calibrator_v1",2026-06-26
"822879",2026-07-05,"Texas Rangers",3,3.81879058441558,4.36968918515965,"Detroit Tigers",6,4.57328385899814,4.52820714211906,1482.22513374907,1513.49846683633,0.578880367740706,0.479112933671398,0.398696762766672,-0.0835969156814733,0.312733330872659,0.518162823635847,0,0,TRUE,0.102103672721292,"pregame_rolling_score_calibrator_v1",2026-06-26
"822880",2026-07-08,"Texas Rangers",1,5.88329081632653,4.7366851510178,"Los Angeles Angels",13,3.36270871985158,4.27570560655285,1413.07968507043,1508.96657153572,0.665994598256555,0.560179346005476,0.795312704180743,0.241889953919652,0.958868864652904,0.561709746171182,0,1,FALSE,4.98760924242935,"pregame_rolling_score_calibrator_v1",2026-06-26
"822881",2026-07-07,"Texas Rangers",8,4.93721011131725,4.5842359362347,"Los Angeles Angels",3,3.6317254174397,4.33755206221569,1420.12539712463,1501.92085948152,0.647714397290041,0.532442704300083,0.670226858878191,0.12995339536997,0.817954623568921,0.547675857495321,1,1,TRUE,2.07821200154961,"pregame_rolling_score_calibrator_v1",2026-06-26
"822882",2026-07-04,"Texas Rangers",0,4.62105751391466,4.52797484359413,"Detroit Tigers",3,4.96057513914657,4.59741832504432,1469.96820996325,1525.75539062215,0.612846189291059,0.490958139885756,0.45690300897754,-0.0361713837341515,0.557871806589085,0.526166082210209,0,0,TRUE,6.12539316863845,"pregame_rolling_score_calibrator_v1",2026-06-26
"822884",2026-07-02,"Texas Rangers",10,3.7082560296846,4.34580505021332,"Detroit Tigers",4,5.20524118738404,4.63890661246928,1478.16349400236,1517.56010658304,0.59023579804435,0.46159954475763,0.309981273544148,-0.15390489491048,0.393966125806826,0.511078390585087,1,0,FALSE,5.0152883373174,"pregame_rolling_score_calibrator_v1",2026-06-26
"822951",2026-07-12,"Tampa Bay Rays",2,3.68686224489796,4.34111558387122,"Seattle Mariners",8,2.82699443413729,4.13947004557367,1475.4989160616,1544.492548348,0.630721751156352,0.527187764315444,0.629645453947957,0.108858429154632,0.689936322864005,0.543935782954678,0,1,FALSE,1.51941437055511,"pregame_rolling_score_calibrator_v1",2026-06-26
"822953",2026-07-11,"Tampa Bay Rays",6,3.60841836734694,4.32372925464666,"Seattle Mariners",1,2.82699443413729,4.13947004557367,1483.30797204255,1536.68349236705,0.609547200952553,0.524871154211612,0.618818569083536,0.0995667903785727,0.533755203245028,0.541217541363783,1,1,TRUE,1.46319930022033,"pregame_rolling_score_calibrator_v1",2026-06-26
"822954",2026-07-09,"Tampa Bay Rays",4,6.42051252319109,4.81455230660512,"New York Yankees",12,1.71614100185529,3.77133299725432,1463.66187798162,1541.260647378,0.642182518009226,0.637334069060435,0.9553380474608,0.563811849239665,0.775987693963875,0.595350282448951,0,1,FALSE,7.41411469614056,"pregame_rolling_score_calibrator_v1",2026-06-26
"822955",2026-07-10,"Tampa Bay Rays",7,4.27875695732839,4.46341326798879,"Seattle Mariners",2,2.77365491651206,4.12478278257765,1491.57446739178,1528.41699701782,0.58667523253845,0.545321972853578,0.712075731995632,0.181786860286432,0.368425296260407,0.548689557102951,1,1,TRUE,0.411803949433551,"pregame_rolling_score_calibrator_v1",2026-06-26
"822956",2026-07-07,"Tampa Bay Rays",6,6.07345779220779,4.76488629264713,"New York Yankees",4,2.34346011131725,3.99708009138817,1479.22187370377,1525.70065165585,0.600058402723448,0.600961745793058,0.902938281989832,0.409473994083211,0.464787779520739,0.575112208873017,1,1,TRUE,1.2380336159647,"pregame_rolling_score_calibrator_v1",2026-06-26
"822957",2026-07-08,"Tampa Bay Rays",3,6.59641697588126,4.83889620823119,"New York Yankees",0,2.5,4.04560112760031,1471.22304175824,1533.69948360138,0.62194181116871,0.603557274395763,0.915394332426554,0.420309359041,0.624764418431359,0.5779969388756,1,1,TRUE,5.8844973358315,"pregame_rolling_score_calibrator_v1",2026-06-26
"822958",2026-07-06,"Tampa Bay Rays",1,6.59403988868274,4.83857077576321,"New York Yankees",5,2.0350185528757,3.89319563319258,1466.53071505512,1538.3918103045,0.634557932432842,0.623879238341289,0.943743354020063,0.506046554892596,0.718610952493877,0.588427491932881,0,1,FALSE,2.73176640895578,"pregame_rolling_score_calibrator_v1",2026-06-26
"822959",2026-06-28,"Tampa Bay Rays",5,4.56757305194805,4.51814926761887,"Arizona Diamondbacks",1,3.6178107606679,4.3344461021296,1480.20713816675,1517.61303754773,0.587461401639144,0.524262036009726,0.628278453848865,0.0971244212149872,0.374058993809772,0.539230598048658,1,1,TRUE,2.85259536974847,"pregame_rolling_score_calibrator_v1",2026-06-26
"822960",2026-06-27,"Tampa Bay Rays",4,4.35006957328386,4.47720140062986,"Arizona Diamondbacks",2,3.6317254174397,4.33755206221569,1488.94968700742,1508.87048870706,0.562872557966591,0.518486507015296,0.59886861545406,0.073979750557734,0.199208016996408,0.534745965636646,1,1,TRUE,2.81475346284554,"pregame_rolling_score_calibrator_v1",2026-06-26
"823029",2026-07-12,"St. Louis Cardinals",3,5.56951530612245,4.68848867141265,"Atlanta Braves",4,3.94248608534323,4.40451772373583,1481.64053171637,1514.5460069098,0.581169037033293,0.536992254882301,0.699273472418504,0.148239889404565,0.32905475193437,0.544500019484427,0,1,FALSE,2.09300639514847,"pregame_rolling_score_calibrator_v1",2026-06-26
"823030",2026-07-11,"St. Louis Cardinals",4,5.09172077922078,4.61067209130985,"Atlanta Braves",1,4.38311688311688,4.49246198252141,1490.51846014601,1505.66807848016,0.55610357851782,0.515407448682139,0.589888163199124,0.0616493128694043,0.151496183341499,0.53284263744539,1,1,TRUE,4.10313407383126,"pregame_rolling_score_calibrator_v1",2026-06-26
"823032",2026-07-08,"St. Louis Cardinals",5,3.57632769016698,4.31652795604569,"Milwaukee Brewers",1,4.66836734693877,4.5456282238836,1611.73379125097,1491.54242999845,0.365001311632665,0.469767585999003,0.353755999961365,-0.12107735288346,-1.20191361252516,0.497580572579622,1,0,FALSE,2.8621561799293,"pregame_rolling_score_calibrator_v1",2026-06-26
"823033",2026-07-10,"St. Louis Cardinals",2,5.1475823283859,4.62006926423731,"Atlanta Braves",1,4.69271799628942,4.55004325689781,1499.93433033853,1496.25220828764,0.529206490374127,0.509096084262119,0.556918238038147,0.0363883517050783,-0.0368212205088525,0.527966318702393,1,1,TRUE,6.17011252113512,"pregame_rolling_score_calibrator_v1",2026-06-26
"823034",2026-07-09,"St. Louis Cardinals",4,3.69755913729128,4.34346307577884,"Milwaukee Brewers",8,4.10250463821892,4.43733915091314,1599.03381748362,1504.2424037658,0.399509773907796,0.487547359572237,0.443281709893766,-0.0498208642613172,-0.947914137178227,0.508395026893856,0,0,TRUE,3.21919777330803,"pregame_rolling_score_calibrator_v1",2026-06-26
"823035",2026-07-07,"St. Louis Cardinals",2,3.85444689239332,4.37727377219136,"Milwaukee Brewers",10,3.83116883116883,4.3810403703084,1595.85055642926,1507.42566482016,0.408333355400469,0.499499665699739,0.503293817216203,-0.00200133786904911,-0.884248916090969,0.514497485825733,0,0,TRUE,3.24168585750024,"pregame_rolling_score_calibrator_v1",2026-06-26
"823036",2026-07-06,"St. Louis Cardinals",3,4.05055658627087,4.41799737065102,"Milwaukee Brewers",4,4.31470315398887,4.47929358811623,1587.19854939249,1516.07767185693,0.432600351838533,0.491920176846852,0.464167048293165,-0.032322106277321,-0.711208775355558,0.512929903474621,0,0,TRUE,1.89729095876725,"pregame_rolling_score_calibrator_v1",2026-06-26
"823037",2026-06-28,"St. Louis Cardinals",2,3.3160366419295,4.25608889377175,"Miami Marlins",1,5.89517625231911,4.74791045867592,1572.79360187582,1475.99405201267,0.396739816000833,0.435796581362511,0.198736387241537,-0.258239279845172,-0.967995498631433,0.484566604604391,1,0,FALSE,6.00399935244767,"pregame_rolling_score_calibrator_v1",2026-06-26
"823038",2026-06-27,"St. Louis Cardinals",1,3.39923469387755,4.27581452333292,"Miami Marlins",5,5.60992578849722,4.70417202749224,1564.39146456587,1484.39618932263,0.42010686549753,0.443955295071392,0.232257251012702,-0.225124824979341,-0.799952752432421,0.490128613277236,0,0,TRUE,2.97998655082515,"pregame_rolling_score_calibrator_v1",2026-06-26
"823062",2026-07-07,"St. Louis Cardinals",3,3.36595547309833,4.26797190994081,"Milwaukee Brewers",4,4.37847866419295,4.49157451291108,1604.01722353727,1499.25899771215,0.385828385685012,0.470324980933534,0.359969155729568,-0.118839742348614,-1.04758225825115,0.499499353325341,0,0,TRUE,1.7595464228519,"pregame_rolling_score_calibrator_v1",2026-06-26
"823112",2026-07-20,"Seattle Mariners",8,3.85088126159555,4.37651788781136,"Cincinnati Reds",0,3.35227272727273,4.2732263866713,1459.05303116949,1494.86526843649,0.585236343194331,0.513801370846742,0.572430899466369,0.0552195103613545,0.358122372670066,0.534336755839459,1,1,TRUE,0.649744274482657,"pregame_rolling_score_calibrator_v1",2026-06-26
"823113",2026-07-19,"Seattle Mariners",6,4.55687615955473,4.51617293227361,"San Francisco Giants",3,3.5621521335807,4.32192425443353,1467.43801538179,1486.08666668276,0.561069912313108,0.525673465492321,0.634654743421988,0.10278425604687,0.186486513009679,0.537856260683055,1,1,TRUE,0.161902813292862,"pregame_rolling_score_calibrator_v1",2026-06-26
"823115",2026-07-17,"Seattle Mariners",0,5.10122912801484,4.61227751280507,"San Francisco Giants",7,3.39517625231911,4.28337891984794,1465.41133097982,1488.11335108473,0.56680772106007,0.543282501991351,0.718804627104331,0.17356441267144,0.227020201049083,0.546254203826799,0,1,FALSE,1.89565643265301,"pregame_rolling_score_calibrator_v1",2026-06-26
"823116",2026-07-18,"Seattle Mariners",4,4.70663265306122,4.54350505282981,"San Francisco Giants",3,3.84392393320965,4.38375841467878,1476.74748540102,1476.77719666352,0.534526499038443,0.521015234129149,0.614462444774212,0.0841104886192881,0.000297112625055433,0.533752385272314,1,1,TRUE,1.92726346750859,"pregame_rolling_score_calibrator_v1",2026-06-26
"823117",2026-07-05,"Seattle Mariners",4,4.27875695732838,4.46341326798879,"Toronto Blue Jays",0,2.78293135435993,4.127353497155,1475.79937550553,1504.95707361556,0.575908682700054,0.544972753760664,0.710762598011307,0.180378501311048,0.291576981100345,0.547709959229347,1,1,TRUE,4.59076676514379,"pregame_rolling_score_calibrator_v1",2026-06-26
"823118",2026-07-04,"Seattle Mariners",11,3.18529684601113,4.22426234003669,"Toronto Blue Jays",0,3.00556586270872,4.18705409596972,1484.7903831039,1495.96606601718,0.550449620081235,0.505040174376953,0.528195132047369,0.0201613804153313,0.111756829132839,0.527731412096596,1,1,TRUE,2.58868356399359,"pregame_rolling_score_calibrator_v1",2026-06-26
"823119",2026-07-02,"Seattle Mariners",1,3.79739679962894,4.3651107405129,"Los Angeles Angels",0,3.91929499072356,4.39967148520015,1455.18158846969,1499.57801082516,0.597178242227633,0.495410874078528,0.482789765569742,-0.0183570191644457,0.44396422355469,0.526953466142354,1,0,FALSE,7.76478222571305,"pregame_rolling_score_calibrator_v1",2026-06-26
"823120",2026-07-03,"Seattle Mariners",0,3.42419410946197,4.2816556000548,"Toronto Blue Jays",2,3.25255102040816,4.24921384172326,1473.12200314048,1507.63444598061,0.583418998171287,0.504364607467148,0.525972472859405,0.0174588733282903,0.345124428401352,0.529935854248647,0,1,FALSE,6.53086944177806,"pregame_rolling_score_calibrator_v1",2026-06-26
"823121",2026-06-29,"Seattle Mariners",6,2.87033279220779,4.14298367788548,"Los Angeles Angels",2,4.97448979591837,4.59982198760086,1472.76111026509,1481.99848902977,0.54768704814659,0.439478154665662,0.227993362810561,-0.243280205559612,0.0923737876468067,0.497698251700677,1,0,FALSE,0.742805665486346,"pregame_rolling_score_calibrator_v1",2026-06-26
"823122",2026-06-30,"Seattle Mariners",8,3.02603200371057,4.18402320510559,"Los Angeles Angels",3,4.44689239332097,4.50458788581056,1463.71485122802,1491.04474806684,0.573336862083709,0.457327434008426,0.303959342952269,-0.171106508691092,0.273298968388171,0.507828320082392,1,0,FALSE,2.31138890908385,"pregame_rolling_score_calibrator_v1",2026-06-26
"823198",2026-07-11,"San Francisco Giants",4,5.70500927643785,4.70956494035997,"Colorado Rockies",2,7.37940630797774,4.9510887415553,1462.12087976896,1446.45093641401,0.511985618641091,0.469436779829771,0.323001633638012,-0.122405486536483,-0.156699433549504,0.508707060094276,1,0,FALSE,3.66065368191527,"pregame_rolling_score_calibrator_v1",2026-06-26
"823199",2026-07-12,"San Francisco Giants",3,5.91538149350649,4.7414956005663,"Colorado Rockies",1,6.77179962894249,4.87233635563607,1452.36059214178,1456.21122404119,0.539994653068627,0.483393222066848,0.405876974212604,-0.0664515540538073,0.0385063189940615,0.517148042616193,1,0,FALSE,5.61383195620236,"pregame_rolling_score_calibrator_v1",2026-06-26
"823200",2026-07-10,"San Francisco Giants",3,6.43952922077922,4.81721004779856,"Colorado Rockies",4,8.24443413729128,5.05456254577079,1451.2579526446,1457.31386353837,0.543146356218,0.470277430640916,0.319958902722549,-0.119030616938818,0.0605591089376981,0.511432604057432,0,0,TRUE,2.87177259356935,"pregame_rolling_score_calibrator_v1",2026-06-26
"823201",2026-07-09,"San Francisco Giants",8,5.69074675324675,4.70736567966817,"Colorado Rockies",2,8.68274582560297,5.10365600174835,1460.9509439319,1447.62087225107,0.515350435634863,0.450301896863247,0.215807477196771,-0.199450984394161,-0.133300716808355,0.500229816086543,1,0,FALSE,0.188978318583475,"pregame_rolling_score_calibrator_v1",2026-06-26
"823202",2026-07-08,"San Francisco Giants",0,4.84925788497217,4.56888569242347,"Toronto Blue Jays",10,3.680426716141,4.34834725032997,1468.79280798936,1458.000847148,0.51899874484639,0.529017253416202,0.653612333581173,0.116199584591374,-0.107919608413597,0.536208889899243,0,1,FALSE,1.08276705724655,"pregame_rolling_score_calibrator_v1",2026-06-26
"823203",2026-07-07,"San Francisco Giants",3,4.61868042671614,4.52754012068944,"Toronto Blue Jays",9,2.94758812615955,4.17186292300098,1457.7822947769,1469.01136036045,0.550525660622648,0.547299146230094,0.725989266955124,0.189763997790829,0.112290655835461,0.546846782990823,0,1,FALSE,3.30059695630957,"pregame_rolling_score_calibrator_v1",2026-06-26
"823204",2026-06-28,"San Francisco Giants",3,4.3262987012987,4.47262591977923,"Atlanta Braves",2,2.48724489795918,4.04174151334529,1519.70349860063,1464.39231776792,0.455061183585143,0.557838814217984,0.757200654895971,0.23239556792824,-0.553111808327114,0.544517584098463,1,1,TRUE,3.51436743312452,"pregame_rolling_score_calibrator_v1",2026-06-26
"823205",2026-07-06,"San Francisco Giants",10,3.81879058441558,4.36968918515965,"Toronto Blue Jays",1,3.7291280148423,4.35902686479187,1467.31754915953,1459.47610597783,0.523237280868855,0.50141864814787,0.512796414190659,0.00567460781885063,-0.0784144318169979,0.524047775316638,1,1,TRUE,2.27128395004848,"pregame_rolling_score_calibrator_v1",2026-06-26
"823207",2026-06-27,"San Francisco Giants",5,4.2359693877551,4.45505041616524,"Atlanta Braves",0,3.11224489795918,4.21439378499614,1531.25710180378,1452.83871456477,0.422319839842358,0.532094201796463,0.658520374991218,0.128553554945356,-0.78418387239017,0.530338085231944,1,1,TRUE,3.66944420116138,"pregame_rolling_score_calibrator_v1",2026-06-26
"823274",2026-07-12,"San Diego Padres",5,3.9875637755102,4.40509469511522,"Toronto Blue Jays",4,5.61224489795918,4.70453484499007,1479.83812539295,1476.71916555744,0.530014103440214,0.461032836843511,0.301812305496687,-0.156185377210191,-0.0311895983551153,0.506234021568768,1,0,FALSE,0.109629540105287,"pregame_rolling_score_calibrator_v1",2026-06-26
"823276",2026-07-11,"San Diego Padres",8,3.50620361781076,4.30060700084615,"Toronto Blue Jays",7,5.89981447124304,4.74860729687183,1489.81121817983,1466.74607277056,0.501345360656155,0.441618635109629,0.218873547935198,-0.234595485417048,-0.230651454092651,0.495197062741688,1,0,FALSE,5.95078570228203,"pregame_rolling_score_calibrator_v1",2026-06-26
"823277",2026-07-09,"San Diego Padres",1,4.2050672541744,4.44896774286179,"Arizona Diamondbacks",3,6.01461038961039,4.76571367374826,1467.46407207848,1488.67858925626,0.564704059607627,0.459016067727352,0.287358166284046,-0.164304362965074,0.212145171777765,0.507939243092505,0,0,TRUE,5.21468141661005,"pregame_rolling_score_calibrator_v1",2026-06-26
"823278",2026-07-10,"San Diego Padres",3,3.78669990723562,4.36281364570811,"Toronto Blue Jays",5,5.22727272727273,4.64256413664667,1479.17278288628,1477.38450806411,0.531921764677174,0.463384836237709,0.317580844443185,-0.146723307933681,-0.0178827482217798,0.507449591848951,0,0,TRUE,1.00537778235478,"pregame_rolling_score_calibrator_v1",2026-06-26
"823279",2026-07-08,"San Diego Padres",10,3.52997448979592,4.30603272123574,"Arizona Diamondbacks",4,5.93112244897959,4.75329933482374,1476.69562240229,1479.44703893245,0.538422483809788,0.441745031334304,0.218812837923583,-0.234082927662186,0.0275141653016817,0.49804062031036,1,0,FALSE,4.94066794394051,"pregame_rolling_score_calibrator_v1",2026-06-26
"823280",2026-07-07,"San Diego Padres",4,3.33743042671614,4.26119931031385,"Arizona Diamondbacks",1,5.97402597402597,4.7596965533667,1486.48946272363,1469.65319861111,0.510307983932873,0.434990941805663,0.19471368953728,-0.261516555783675,-0.168362641125168,0.492818880454127,1,0,FALSE,4.02089586368055,"pregame_rolling_score_calibrator_v1",2026-06-26
"823281",2026-06-28,"San Diego Padres",2,4.48794063079777,4.50334523528349,"Los Angeles Dodgers",4,4.59183673469388,4.53162936180895,1596.96926506326,1515.59963251972,0.418180731860164,0.496299191064575,0.486440634435549,-0.0148035060771478,-0.813696325435385,0.513808593904379,0,0,TRUE,3.03497459709244,"pregame_rolling_score_calibrator_v1",2026-06-26
"823282",2026-07-06,"San Diego Padres",0,4.57589285714286,4.51968381619727,"Arizona Diamondbacks",8,5.71428571428571,4.72037938627134,1475.66188549937,1480.48077583538,0.541378861213171,0.474041320903065,0.362793146150709,-0.103928160005478,0.048188903360101,0.51300955670532,0,0,TRUE,1.24006320246862,"pregame_rolling_score_calibrator_v1",2026-06-26
"823283",2026-06-27,"San Diego Padres",3,4.71614100185529,4.54521641995077,"Los Angeles Dodgers",15,3.42068645640074,4.28936619020539,1588.10532056664,1524.46357701633,0.443197224830719,0.533805999982269,0.673051088464895,0.135430620494893,-0.636417435503099,0.532702342358306,0,1,FALSE,9.16541738984384,"pregame_rolling_score_calibrator_v1",2026-06-26
"823356",2026-07-11,"Pittsburgh Pirates",3,5.5623840445269,4.68736788718562,"Milwaukee Brewers",2,6.44828385899814,4.82803193328837,1594.64672497574,1511.19490755497,0.41526735805773,0.482057658835892,0.40010083702689,-0.0718001945329503,-0.834518174207653,0.507128237210424,1,0,FALSE,4.51539982047399,"pregame_rolling_score_calibrator_v1",2026-06-26
"823357",2026-07-10,"Pittsburgh Pirates",7,5.54336734693877,4.68437340484944,"Milwaukee Brewers",6,5.69805194805195,4.71787413957339,1607.02401296178,1498.81761956894,0.381135600698159,0.495700650945096,0.481808723314777,-0.0171978200832063,-1.08206393392839,0.510643487317422,1,0,FALSE,3.59775245557717,"pregame_rolling_score_calibrator_v1",2026-06-26
