"settled_games","eligible_unsettled_games","correct_winner_predictions","remaining_to_calibration","calibration_minimum_games","calibration_status","brier_score","log_loss","classification_accuracy","calibration_bias","accuracy_ci_lower","accuracy_ci_upper","accuracy_p_value_vs_coin","observed_home_win_rate","majority_class_accuracy","brier_skill_vs_coin","away_runs_mae","home_runs_mae","total_runs_mae","model_version"
433,0,229,0,300,"fitted",0.252101700398383,0.69775997946836,0.528868360277136,0.0308239030023095,0.480637402982514,0.576702317413226,0.248730185666025,0.551963048498845,0.551963048498845,-0.00840680159353346,2.44199122401848,2.34090554272517,3.548496073903,"scheduled_game_simulator_development_v1; scheduled_game_simulator_development_v2; scheduled_game_simulator_development_v3"
