"source_start_date","source_end_date","games","opportunities","advancement_opportunities","steal_windows","runners","pitchers_with_hold_windows","venues","runner_prior_opportunities","pitcher_hold_prior_windows","park_prior_opportunities","model_version","publication_status","generated_at_utc"
"2026-03-26","2026-07-27",1596,91055,39699,51356,598,752,32,35,60,180,"phase4_empirical_baserunning_foundation_v1","shadow only; runner movement is reconstructed from PBP transitions; catcher identity and composition-adjusted park effects remain open","2026-07-28 05:41:01 UTC"
