"snapshot_id","snapshot_date","snapshots_archived","game_rows_archived","player_rows_archived","matchup_rows_archived","state_game_rows_archived","eligible_game_rows","eligible_player_rows","eligible_matchup_rows","eligible_state_game_rows","current_snapshot_games","current_snapshot_player_rows","current_snapshot_matchup_rows","current_snapshot_state_game_rows","current_snapshot_eligible_games","calibration_minimum_games","calibration_rule"
"20260808-222839","2026-08-08",106,1523,114368,14706,768,1067,57040,7362,362,15,1914,261,14,11,300,"first eligible pregame snapshot per game and model version; late builds never enter evaluation"
