"model_version","settled_games","correct_winner_predictions","classification_accuracy","brier_score","log_loss","calibration_bias","away_runs_mae","home_runs_mae","total_runs_mae"
"scheduled_game_simulator_development_v1",39,24,0.615384615384615,0.232364941025641,0.654923815798343,-0.0418025641025641,2.09729743589744,2.80861282051282,3.45015897435897
"scheduled_game_simulator_development_v2",27,13,0.481481481481481,0.243080056759259,0.677092849736319,-0.0176722222222222,1.91833703703704,3.03199074074074,3.99890185185185
"scheduled_game_simulator_development_v3",655,373,0.569465648854962,0.247049623198473,0.687791438551188,0.0283590839694657,2.50163580152672,2.36905549618321,3.56988229007634
