"current_game_id","team","opponent","game_pk","game_date","recency_label","role","player_id","player_name","stat_line","performance_score","report_date","source_through","generated_at_utc"
"823330","Pittsburgh Pirates","Kansas City Royals","823331","2026-09-18","Yesterday","Pitcher","642397","Gregory Soto","1.0 IP, 2 K",3,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Toronto Blue Jays","Texas Rangers","822847","2026-09-18","Yesterday","Hitter","664702","Myles Straw","2 H, 0 HR, 1 2B, 1 RBI",5,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Toronto Blue Jays","Texas Rangers","822847","2026-09-18","Yesterday","Hitter","672386","Alejandro Kirk","1 H, 0 HR, 0 2B, 0 RBI",2,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Toronto Blue Jays","Texas Rangers","822847","2026-09-18","Yesterday","Hitter","672960","Kazuma Okamoto","1 H, 0 HR, 0 2B, 0 RBI",2,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Toronto Blue Jays","Texas Rangers","822847","2026-09-18","Yesterday","Pitcher","656302","Dylan Cease","2.2 IP, 3 K",5.66666666666667,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Toronto Blue Jays","Texas Rangers","822847","2026-09-18","Yesterday","Pitcher","692064","José Rodríguez","1.2 IP, 2 K",3.66666666666667,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Texas Rangers","Toronto Blue Jays","822847","2026-09-18","Yesterday","Hitter","694671","Wyatt Langford","2 H, 0 HR, 0 2B, 1 RBI",5,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Texas Rangers","Toronto Blue Jays","822847","2026-09-18","Yesterday","Hitter","669394","Jake Burger","1 H, 0 HR, 1 2B, 2 RBI",4,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Texas Rangers","Toronto Blue Jays","822847","2026-09-18","Yesterday","Hitter","670032","Nicky Lopez","2 H, 0 HR, 0 2B, 0 RBI",4,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Texas Rangers","Toronto Blue Jays","822847","2026-09-18","Yesterday","Pitcher","592866","Trevor Williams","4.0 IP, 4 K",8,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"822843","Texas Rangers","Toronto Blue Jays","822847","2026-09-18","Yesterday","Pitcher","677958","Kumar Rocker","4.1 IP, 2 K",6.33333333333333,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Atlanta Braves","Houston Astros","824138","2026-09-18","Yesterday","Hitter","621566","Matt Olson","3 H, 1 HR, 0 2B, 2 RBI",11,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Atlanta Braves","Houston Astros","824138","2026-09-18","Yesterday","Hitter","671739","Michael Harris II","3 H, 1 HR, 0 2B, 2 RBI",11,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Atlanta Braves","Houston Astros","824138","2026-09-18","Yesterday","Hitter","660670","Ronald Acuña Jr.","1 H, 1 HR, 0 2B, 2 RBI",7,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Atlanta Braves","Houston Astros","824138","2026-09-18","Yesterday","Pitcher","641816","Tyler Mahle","6.0 IP, 6 K",12,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Atlanta Braves","Houston Astros","824138","2026-09-18","Yesterday","Pitcher","800311","Didier Fuentes","2.0 IP, 3 K",5,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Houston Astros","Atlanta Braves","824138","2026-09-18","Yesterday","Hitter","670623","Isaac Paredes","2 H, 0 HR, 0 2B, 2 RBI",6,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Houston Astros","Atlanta Braves","824138","2026-09-18","Yesterday","Hitter","514888","Jose Altuve","1 H, 0 HR, 0 2B, 0 RBI",2,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Houston Astros","Atlanta Braves","824138","2026-09-18","Yesterday","Hitter","664774","LaMonte Wade Jr.","1 H, 0 HR, 0 2B, 0 RBI",2,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Houston Astros","Atlanta Braves","824138","2026-09-18","Yesterday","Pitcher","663567","Peter Lambert","5.1 IP, 6 K",11.3333333333333,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824137","Houston Astros","Atlanta Braves","824138","2026-09-18","Yesterday","Pitcher","660853","Enyel De Los Santos","2.0 IP, 3 K",5,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","Washington Nationals","St. Louis Cardinals","823005","2026-09-18","Yesterday","Hitter","686611","Dylan Crews","2 H, 1 HR, 0 2B, 2 RBI",9,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","Washington Nationals","St. Louis Cardinals","823005","2026-09-18","Yesterday","Hitter","691002","Yohandy Morales","1 H, 0 HR, 1 2B, 2 RBI",4,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","Washington Nationals","St. Louis Cardinals","823005","2026-09-18","Yesterday","Hitter","691781","Brady House","1 H, 0 HR, 1 2B, 1 RBI",3,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","Washington Nationals","St. Louis Cardinals","823005","2026-09-18","Yesterday","Pitcher","676917","Cade Cavalli","5.0 IP, 6 K",11,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","Washington Nationals","St. Louis Cardinals","823005","2026-09-18","Yesterday","Pitcher","695418","Brad Lord","2.0 IP, 3 K",5,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","St. Louis Cardinals","Washington Nationals","823005","2026-09-18","Yesterday","Hitter","699024","Leo Bernal","3 H, 0 HR, 0 2B, 0 RBI",6,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","St. Louis Cardinals","Washington Nationals","823005","2026-09-18","Yesterday","Hitter","671056","Iván Herrera","1 H, 0 HR, 0 2B, 1 RBI",3,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","St. Louis Cardinals","Washington Nationals","823005","2026-09-18","Yesterday","Hitter","802139","JJ Wetherholt","1 H, 0 HR, 0 2B, 0 RBI",2,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","St. Louis Cardinals","Washington Nationals","823005","2026-09-18","Yesterday","Pitcher","687309","Cooper Hjerpe","4.0 IP, 3 K",7,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"823003","St. Louis Cardinals","Washington Nationals","823005","2026-09-18","Yesterday","Pitcher","685464","Cade Winquest","2.0 IP, 2 K",4,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Seattle Mariners","Colorado Rockies","824303","2026-09-18","Yesterday","Hitter","641487","J.P. Crawford","1 H, 1 HR, 0 2B, 1 RBI",6,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Seattle Mariners","Colorado Rockies","824303","2026-09-18","Yesterday","Hitter","703155","Lazaro Montes","1 H, 1 HR, 0 2B, 1 RBI",6,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Seattle Mariners","Colorado Rockies","824303","2026-09-18","Yesterday","Hitter","668227","Randy Arozarena","3 H, 0 HR, 1 2B, 0 RBI",6,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Seattle Mariners","Colorado Rockies","824303","2026-09-18","Yesterday","Pitcher","693433","Bryan Woo","5.1 IP, 4 K",9.33333333333333,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Seattle Mariners","Colorado Rockies","824303","2026-09-18","Yesterday","Pitcher","622554","Seranthony Domínguez","1.1 IP, 2 K",3.33333333333333,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Colorado Rockies","Seattle Mariners","824303","2026-09-18","Yesterday","Hitter","664983","Jake McCarthy","3 H, 0 HR, 0 2B, 2 RBI",8,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Colorado Rockies","Seattle Mariners","824303","2026-09-18","Yesterday","Hitter","694249","Cole Carrigg","3 H, 0 HR, 0 2B, 1 RBI",7,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Colorado Rockies","Seattle Mariners","824303","2026-09-18","Yesterday","Hitter","681393","Connor Norby","3 H, 0 HR, 0 2B, 1 RBI",7,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Colorado Rockies","Seattle Mariners","824303","2026-09-18","Yesterday","Pitcher","687312","Gabriel Hughes","4.2 IP, 6 K",10.6666666666667,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"824304","Colorado Rockies","Seattle Mariners","824303","2026-09-18","Yesterday","Pitcher","815081","Mark Manfredi","1.1 IP, 1 K",2.33333333333333,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"825029","New York Yankees","Arizona Diamondbacks","825032","2026-09-18","Yesterday","Hitter","806146","George Lombard Jr.","2 H, 1 HR, 0 2B, 3 RBI",10,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"825029","New York Yankees","Arizona Diamondbacks","825032","2026-09-18","Yesterday","Hitter","700250","Ben Rice","2 H, 1 HR, 0 2B, 2 RBI",9,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"825029","New York Yankees","Arizona Diamondbacks","825032","2026-09-18","Yesterday","Hitter","642708","Amed Rosario","1 H, 0 HR, 0 2B, 1 RBI",3,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
"825029","New York Yankees","Arizona Diamondbacks","825032","2026-09-18","Yesterday","Pitcher","543037","Gerrit Cole","6.0 IP, 6 K",12,"2026-09-19","2026-09-18","2026-09-19 13:56:43 UTC"
