"pitch_type","pitch_name","pitches","average_velocity","average_horizontal_break","average_induced_vertical_break","date","rolling_days","trend_method","source_through","generated_at_utc"
"CU","Curveball",3408,80.3324237089202,-3.59419014084507,-9.93579812206573,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",58,47.2534482758621,1.23448275862069,15.4534482758621,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",44,67.1159090909091,-1.54090909090909,13.1568181818182,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4221,89.7360341151386,-1.20653873489694,7.16192845297323,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16365,95.0065994500458,3.43909563091965,15.249190345249,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",14,83.3571428571429,9.62857142857143,-0.2,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1481,86.9685347738015,8.84794058068872,3.15530047265361,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",775,82.5007741935484,-6.17767741935484,-9.60206451612903,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9015,94.3077204658902,5.77036051026068,7.46176372712146,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7696,86.4635524948025,-1.35787422037422,1.21495582120582,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4508,83.3683673469388,-7.39256876663709,0.698092280390417,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",239,82.8878661087866,0.557740585774058,-6.55188284518828,2026-06-16,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5805,86.3745908699397,4.09808785529716,4.23751937984496,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",11,72,-12.7545454545455,-4.2,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3451,80.4153288901768,-3.54149521877717,-9.93303390321646,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",61,46.9180327868852,1.29344262295082,15.4475409836066,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",44,67.1159090909091,-1.54090909090909,13.1568181818182,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4190,89.7287350835322,-1.24109785202864,7.2027446300716,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16127,94.9467104855212,3.25735102622931,15.2176908290445,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",14,83.3571428571429,9.62857142857143,-0.2,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1484,86.9373989218329,8.86172506738544,3.28685983827493,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",713,82.5646563814867,-6.23941093969144,-9.29032258064516,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9059,94.3330941605034,5.73749862015675,7.45558008610222,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7616,86.524868697479,-1.28929884453782,1.29799107142857,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4440,83.2899774774775,-6.97493243243243,0.592972972972973,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",246,82.6735772357724,0.0390243902439024,-6.72682926829268,2026-06-17,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5714,86.3022226111306,3.90932796639832,4.26744837241862,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",6,71.45,-10.4166666666667,-5.68333333333333,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3431,80.5113669484115,-3.08889536578257,-9.93952200524628,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",61,46.9180327868852,1.29344262295082,15.4475409836066,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",44,67.1159090909091,-1.54090909090909,13.1568181818182,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4175,89.727880239521,-1.212,7.12146107784431,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16094,94.9417422641978,3.26971542189636,15.2174785634398,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",14,83.3571428571429,9.62857142857143,-0.2,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1474,86.9722523744912,9.4753052917232,3.25040705563094,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",784,82.4561224489796,-6.40599489795918,-9.43188775510204,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9033,94.3092770950958,5.57888851987158,7.50280084135946,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7494,86.5669202028289,-1.39127301841473,1.32141713370697,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4375,83.21936,-6.51531428571429,0.61024,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",246,82.6735772357724,0.0390243902439024,-6.72682926829268,2026-06-18,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5598,86.2595748481601,3.92715255448374,4.20041086102179,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",11,71.4727272727273,-12.0727272727273,-4.72727272727273,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3379,80.5893163657887,-3.18472920982539,-9.90035513465522,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",78,46.2115384615385,1.70384615384615,15.874358974359,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",40,68.4225,-2.8525,11.5225,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4107,89.7742634526418,-1.26011687363039,7.23394205015827,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16029,94.9780460415497,3.38789693680205,15.2370890261401,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",12,82.85,11.075,0.00833333333333327,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1466,86.9648021828104,9.568758526603,3.19815825375171,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",856,82.6216121495327,-6.33200934579439,-8.99836448598131,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8988,94.2873052959502,5.71481975967957,7.38218736092568,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7490,86.6085046728972,-1.30100133511348,1.33731642189586,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4242,83.205162659123,-6.5466053748232,0.687623762376238,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",253,82.597628458498,0.160474308300395,-6.86166007905138,2026-06-19,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5714,86.1602730136507,3.64007700385019,4.20539026951348,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",14,68.2071428571429,-10.7642857142857,-3.53571428571429,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3359,80.3741887466508,-2.99309318249479,-9.97907115212861,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",89,45.6258426966292,1.78651685393258,16.2415730337079,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",41,65.9439024390244,2.38292682926829,10.2024390243902,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4143,89.7064204682597,-1.26690803765387,7.29131064446053,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16153,94.9425741348356,3.13361604655482,15.2485296848883,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",12,82.85,11.075,0.00833333333333327,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1453,87.0467997247075,9.53654507914659,3.1317274604267,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",851,82.6494712103408,-6.48930669800235,-9.39870740305523,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8878,94.2669294886236,5.45692723586393,7.33150484343321,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7371,86.528083028083,-1.22636005969339,1.24590964590965,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4308,83.1504178272981,-6.32425719591458,0.762116991643454,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",300,82.7226666666667,2.10533333333333,-6.328,2026-06-20,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5489,86.2172344689379,3.50404445254145,4.11725268719257,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",14,68.2071428571429,-10.7642857142857,-3.53571428571429,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3354,80.3188133571854,-3.20805008944544,-10.03038163387,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",94,45.2457446808511,1.83617021276596,16.4095744680851,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",34,65.5823529411765,0.347058823529412,10.3852941176471,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4102,89.762457337884,-1.2866650414432,7.3042662116041,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16030,94.9526388022458,3.14963194011229,15.2385527136619,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",12,82.85,11.075,0.00833333333333327,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1446,87.0479253112033,9.40207468879668,2.9948132780083,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",714,82.693137254902,-6.31820728291317,-9.53543417366947,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8744,94.2607159194876,5.40888609332113,7.33030649588289,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7343,86.4991692768623,-1.20674111398611,1.17464251668255,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4414,83.1432487539647,-6.40990031717263,0.778953330312642,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",266,83.0015037593985,4.32443609022556,-6.00037593984962,2026-06-21,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5531,86.1807991321642,3.75613813053697,4.31748327608027,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.0153846153846,-11.7846153846154,-3.80769230769231,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3443,80.3413883241359,-2.79021202439733,-10.1776067383096,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",94,45.2457446808511,1.83617021276596,16.4095744680851,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",34,65.5823529411765,0.347058823529412,10.3852941176471,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4201,89.7756724589383,-1.16441323494406,7.37145917638657,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16166,94.9568662625263,3.22452678460967,15.2665408882841,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",12,82.85,11.075,0.00833333333333327,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1428,86.9479691876751,9.40658263305322,2.89782913165266,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",759,82.7060606060606,-6.31541501976285,-9.8068511198946,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8901,94.2355802718796,5.57692394113021,7.5063476013931,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7504,86.5477611940299,-1.28089019189765,1.20537046908316,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4496,83.1420596085409,-6.16167704626334,0.708474199288256,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",243,83.0641975308642,3.73086419753086,-5.86296296296296,2026-06-22,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5452,86.2483492296405,3.2674064563463,4.20862068965517,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.0153846153846,-11.7846153846154,-3.80769230769231,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3524,80.4339670828604,-2.8288876276958,-10.2048808172531,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",105,45.8657142857143,2.15619047619048,17.2619047619048,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",34,65.5823529411765,0.347058823529412,10.3852941176471,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4153,89.7204671321936,-1.21059475078257,7.4084035636889,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16019,94.911274111992,3.01611835944816,15.3286909295212,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",29,82.9517241379311,10.2896551724138,1.19310344827586,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1416,86.8529661016949,9.43474576271186,2.92019774011299,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",785,82.7075159235669,-6.11019108280255,-9.84101910828026,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8939,94.2388857814073,5.4855352947757,7.62716187493008,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7408,86.5446274298056,-1.25805885529158,1.27684935205184,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4521,83.1301703163017,-5.86693209466932,0.672572439725724,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",269,83.0851301115242,4.98327137546468,-5.84089219330855,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,55.9,1.8,22.2,2026-06-23,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5490,86.1984881602914,3.27577413479053,4.20072859744991,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",11,68.7090909090909,-10.7727272727273,-4.33636363636364,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3525,80.475914893617,-2.84802836879433,-10.2536453900709,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",105,45.8657142857143,2.15619047619048,17.2619047619048,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",34,65.5823529411765,0.347058823529412,10.3852941176471,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4186,89.6810797897754,-1.15193502150024,7.45260391782131,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16033,94.9044408407659,3.13187176448575,15.4039231584856,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",29,82.9517241379311,10.2896551724138,1.19310344827586,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1485,86.9387878787879,9.69319865319865,2.9593265993266,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",812,82.6036945812808,-6.76600985221675,-9.6192118226601,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9060,94.2362141280353,5.54769315673289,7.58679911699779,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7433,86.606228978878,-1.31459706713306,1.40706309699987,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4535,82.9489746416758,-5.33241455347299,0.768202866593164,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",258,82.8755813953488,5.3422480620155,-5.63604651162791,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,55.9,1.8,22.2,2026-06-24,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5582,86.1484414188463,2.90944106055177,4.17063776424221,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",14,69.5357142857143,-10.8071428571429,-4.32857142857143,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3519,80.3781187837454,-2.79420289855072,-10.2846831486218,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",114,44.8105263157895,1.69473684210526,17.2921052631579,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",34,65.5823529411765,0.347058823529412,10.3852941176471,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4200,89.7567380952381,-1.18283333333333,7.55271428571429,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16201,94.9064255292883,3.03010308005679,15.4449354978088,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",29,82.9517241379311,10.2896551724138,1.19310344827586,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1538,86.8332249674903,9.6369310793238,3.03615084525358,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",843,82.7790035587189,-6.71399762752076,-9.79727164887307,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9065,94.2236293436293,5.32583563154992,7.55156094870381,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7450,86.5720536912752,-1.19053691275168,1.40353020134228,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4532,82.9481906443071,-5.22667696381289,0.791813768755516,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",260,82.8230769230769,5.16423076923077,-5.64730769230769,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,55.9,1.8,22.2,2026-06-25,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",5661,86.1190955661544,3.1495672142731,4.23010068892422,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.0615384615385,-10.8153846153846,-3.61538461538462,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3572,80.3051231802912,-2.66433370660694,-10.3939529675252,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",123,44.9357723577236,1.65934959349593,17.0715447154472,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",35,65.2914285714286,0.502857142857143,10.48,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4283,89.81078683166,-1.12619659117441,7.60193789399953,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16123,94.9021211933263,3.06564535136141,15.4552192520002,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",29,82.9517241379311,10.2896551724138,1.19310344827586,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1509,87.0327369118622,9.75553346587144,2.99191517561299,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",820,82.7268292682927,-6.73280487804878,-9.66414634146341,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9105,94.2130038440417,5.36718286655684,7.58836902800659,2026-06-26,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
