"pitch_type","pitch_name","pitches","average_velocity","average_horizontal_break","average_induced_vertical_break","date","rolling_days","trend_method","source_through","generated_at_utc"
"UN","Unknown",1,39.3,-6.7,27.7,2026-04-28,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6204,86.1379110251451,3.68729851708575,4.14945196647324,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",15,72.4533333333333,-9.38666666666666,-5.50666666666667,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3644,79.9720911086718,-4.30340285400659,-10.4057903402854,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",55,45.5145454545455,1.66545454545455,21.2345454545455,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",22,71.5454545454545,6.61818181818182,12.7954545454545,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4415,89.5252095130238,-1.33592298980747,8.15970554926387,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16515,94.6789282470481,3.21082046624281,15.8759128065395,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",62,83.4322580645161,5.69193548387097,-1.66612903225806,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1901,86.468805891636,9.75602314571278,3.36817464492372,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",994,82.1574446680081,-6.71146881287726,-9.83329979879276,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",98,76.7275510204082,1.69489795918367,-0.813265306122449,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9008,93.884358348135,5.57357904085258,7.75045515097691,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7111,86.0936858388412,-1.50659541555337,1.44095063985375,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4609,82.6363419396832,-6.42501627251031,0.93477977869386,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",266,82.2116541353383,1.9515037593985,-5.00864661654135,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-04-29,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6237,86.0872695206029,3.94248837582171,4.12339265672599,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",15,72.4533333333333,-9.38666666666666,-5.50666666666667,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3685,79.8670556309362,-4.0589145183175,-10.4338398914518,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",75,43.1706666666667,2.10266666666667,22.172,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",22,70.8818181818182,6.6,12.7318181818182,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4359,89.5163569626061,-1.34269327827483,8.21234228033953,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16522,94.5984747609248,3.31245611911391,15.9059920106525,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",62,83.4322580645161,5.69193548387097,-1.66612903225806,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1955,86.566189258312,10.0348337595908,3.38859335038363,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",967,82.0817993795243,-6.82492244053775,-9.84684591520165,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",98,76.7275510204082,1.69489795918367,-0.813265306122449,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9102,93.8542957591738,5.70041749066139,7.69445176884201,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7064,86.0684881087203,-1.44447904869762,1.45530860702152,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4669,82.5698008138788,-6.44517027200685,0.944806168344399,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",276,82.0047101449275,0.494927536231884,-5.31521739130435,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-04-30,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6245,86.0755164131305,3.77306645316253,4.23918334667734,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",15,72.4533333333333,-9.38666666666666,-5.50666666666667,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3697,79.9624830944009,-3.71931295645118,-10.4768731403841,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",79,43.0101265822785,2.02784810126582,22.0696202531646,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",22,70.8818181818182,6.6,12.7318181818182,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4164,89.5593419788665,-1.2802353506244,8.14048991354467,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16764,94.6218921498449,3.24151157241708,15.9223037461226,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",46,83.7282608695652,4.20434782608696,-2.66086956521739,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1860,86.4956451612903,10.0065053763441,3.46784946236559,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",978,81.9605316973415,-6.36145194274029,-9.57188139059305,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",74,72.8986486486486,0.787837837837838,0.52027027027027,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8980,93.880991091314,5.40489977728285,7.64860801781737,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7248,85.9842163355408,-1.4387417218543,1.53362306843267,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4690,82.6308742004264,-6.40245202558635,0.971428571428571,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",264,82.1121212121212,2.15719696969697,-4.59090909090909,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-01,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6107,86.0570001637465,3.7982642868839,4.17732110692648,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.8769230769231,-14.1846153846154,-3.43846153846154,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3660,79.8969398907104,-4.0983606557377,-10.535,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",100,42.34,1.362,21.32,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",26,68.0346153846154,4.88076923076923,12.5653846153846,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4029,89.5266567386448,-1.16180193596426,8.16947133283693,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16775,94.623260804769,3.06144858420268,15.9093710879285,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",55,83.8127272727273,4.08363636363636,-2.48909090909091,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1824,86.4535635964912,9.38415570175439,3.2921600877193,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",895,81.860782122905,-6.42413407821229,-9.82905027932961,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",77,72.1467532467532,0.885714285714286,0.605194805194805,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9014,93.8437097847792,5.4625027734635,7.61171510982915,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7297,86.0293271207345,-1.48461011374537,1.51469096889133,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4638,82.5755066839155,-6.28305304010349,0.945687796463993,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",281,81.9402135231317,2.67259786476868,-4.50213523131673,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-02,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6070,86.0436243822076,3.53093904448105,3.95561779242175,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.8769230769231,-14.1846153846154,-3.43846153846154,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3700,79.8592702702703,-4.49808108108108,-10.4578648648649,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",100,42.34,1.362,21.32,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",25,67.368,4.84,12.708,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4124,89.5296314258002,-1.17580019398642,8.23874878758487,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16464,94.6103377065112,3.20064990281827,15.8701105442177,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1873,86.3939135077416,9.5476241324079,3.27848371596369,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",919,81.9207834602829,-6.35647442872688,-9.6961915125136,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",77,72.1467532467532,0.885714285714286,0.605194805194805,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8998,93.8460324516559,5.36032451655923,7.49259835519004,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7242,86.0079536039768,-1.50157415078708,1.45909969621651,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4603,82.6419726265479,-6.00990658266348,0.842450575711492,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",290,82.0144827586207,2.19137931034483,-4.52896551724138,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-03,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6155,86.078342810723,3.67207148659626,3.9408610885459,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",12,69.8833333333333,-14.3666666666667,-3.55833333333333,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3730,79.9896782841823,-4.4744235924933,-10.4343431635389,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",100,42.34,1.362,21.32,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",27,67.3814814814815,5.77037037037037,12.4074074074074,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4244,89.6023327049953,-1.23831291234684,8.28543826578699,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16433,94.636463214264,3.2164546948214,15.8872147508063,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1929,86.483877656817,9.6319854847071,3.20425090720581,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",953,82.1799580272823,-6.50671563483735,-9.73945435466947,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",77,72.1467532467532,0.885714285714286,0.605194805194805,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",9053,93.9317574284767,5.3081519938142,7.5226333811996,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7174,86.0190409813214,-1.47490939503764,1.47647058823529,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4507,82.6746172620368,-5.77776791657422,0.884535167517195,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",290,82.1634482758621,2.90068965517241,-4.63034482758621,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-04,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6050,86.1576198347107,3.78854545454545,4.09818181818182,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",12,69.8833333333333,-14.3666666666667,-3.55833333333333,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3668,79.9536259541985,-4.4553707742639,-10.5145856052345,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",75,41.4133333333333,1.132,20.956,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",20,64.31,5.17,12.01,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4270,89.5873770491803,-1.33875878220141,8.27004683840749,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16141,94.675113066105,3.34422898209529,15.8793383309584,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1888,86.5448622881356,9.92478813559322,3.24549788135593,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",922,82.2391540130152,-6.69945770065076,-9.70932754880694,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",76,72.2868421052632,1.01710526315789,0.446052631578947,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8850,93.9584293785311,5.72534463276836,7.47195480225989,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",6905,86.1312527154236,-1.56786386676322,1.54747284576394,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4500,82.7269333333333,-6.1794,0.933711111111111,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",280,82.1103571428572,2.21607142857143,-4.76142857142857,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-05,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6092,86.2060735390676,4.22490151017728,4.06313197636244,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",12,69.8833333333333,-14.3666666666667,-3.55833333333333,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3614,80.1181793027117,-4.5530160486995,-10.4623962368567,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",85,42.5552941176471,1.95764705882353,20.9117647058824,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",20,64.31,5.17,12.01,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4128,89.6148013565891,-1.3280523255814,8.11497093023256,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16246,94.679071771513,3.44991382494152,15.8409269974147,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1806,86.6869324473976,9.92275747508306,3.13460686600222,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",944,82.014406779661,-6.46059322033898,-9.98389830508475,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",92,73.6021739130435,0.717391304347826,0.415217391304348,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8949,94.0236004022796,5.87382947815398,7.50703989272544,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",6855,86.0692778993435,-1.64148796498906,1.4689423778264,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4572,82.7492125984252,-6.14109798775153,0.95990813648294,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",274,81.7616788321168,-0.355109489051095,-5.33284671532847,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-06,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6100,86.1698360655738,4.32786885245902,4.18904918032787,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",13,69.9769230769231,-14.6538461538462,-3.09230769230769,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3601,79.9457650652596,-4.53882254929186,-10.4866148292141,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",90,42.6333333333333,2.20444444444444,20.7888888888889,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",20,64.31,5.17,12.01,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4164,89.6415225744476,-1.27720941402498,8.1435878962536,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16336,94.6075844760039,3.39410504407444,15.8660626836435,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FS","Splitter",1860,86.629247311828,9.28510752688172,3.20123655913978,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KC","Knuckle Curve",894,82.0451901565995,-6.14642058165548,-9.80078299776286,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"KN","Knuckle Ball",72,71.6930555555555,0.681944444444444,0.702777777777778,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SI","Sinker",8982,93.9684702738811,6.06631039857493,7.46337118681808,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SL","Slider",7005,86.0442255531763,-1.61888650963597,1.48561027837259,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"ST","Sweeper",4680,82.7737606837607,-6.10854700854701,0.931474358974359,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"SV","Slurve",259,81.7131274131274,0.635907335907336,-4.72625482625483,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"UN","Unknown",1,39.3,-6.7,27.7,2026-05-07,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CH","Changeup",6197,86.1948039373891,3.858253993868,4.08870421171535,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CS","Slow Curve",16,70.50625,-15.4,-5.5125,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"CU","Curveball",3590,79.9675766016713,-4.38802228412256,-10.4617270194986,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"EP","Eephus",102,42.0901960784314,1.39705882352941,20.5725490196078,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FA","Fastball",20,64.31,5.17,12.01,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FC","Cutter",4102,89.6480984885422,-1.15372988785958,8.14302779132131,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FF","Four-Seam Fastball",16370,94.6523824068418,3.30227855833842,15.8517776420281,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
"FO","Forkball",22,82.9454545454545,8.45909090909091,-0.595454545454545,2026-05-08,14,"calendar_day_rolling_pitch_quality_v1","2026-08-29","2026-08-30 14:45:15 UTC"
