"snapshots","archived_game_rows","eligible_unique_games","settled_games","archived_player_rows","eligible_unique_player_rows","settled_player_rows","archived_matchup_rows","eligible_unique_matchup_rows","settled_matchup_plate_appearances","archived_state_game_rows","eligible_unique_state_games","settled_state_games","archived_state_reliever_rows","eligible_state_reliever_rows","settled_state_reliever_rows","next_action","leakage_rule"
363,5016,458,458,395330,49489,49301,53019,6567,15704,2779,358,358,32844,4238,4238,"fit and validate live probability calibration","late snapshots excluded; first eligible snapshot wins; model versions evaluated separately"
