"pitcher_id","pitcher_name","team","throws","last_appearance","pitches_last_1d","pitches_last_3d","pitches_last_7d","appearances_last_3d","consecutive_days_used","days_rest","pitcher_role","role_confidence","availability_score","availability_status","availability_method","as_of_date","performance_score","performance_reliability","matchup_score","performance_score_used","role_fit_score","selection_score","upcoming_batter_side","leverage_index","selection_method","eligibility_method","selection_rank","matchup_board_method","identity_match_method"
"810938","Ben Williamson","Tampa Bay Rays","R","2026-06-02",0,0,0,0,0,13,"reliever",0.1,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,0.7,0.5,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"685801","Hunter Bigge","Tampa Bay Rays","R","2026-05-29",0,0,0,0,0,17,"reliever",0.9,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.407280550742574,0.457,0.7,0.407280550742574,1,79.2,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"656641","Jacob Latz","Texas Rangers","L","2026-06-11",0,0,32,0,0,4,"reliever",0.92,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.678760241336634,0.537,1,0.678760241336634,1,92,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"641302","Tyler Alexander","Texas Rangers","L","2026-06-10",0,0,11,0,0,5,"reliever",0.931,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.35689900990099,0.552,1,0.35689900990099,1,83.9,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"695239","Robby Ahlstrom","Texas Rangers","L","2026-06-13",0,19,47,1,0,2,"reliever",0.25,0.894444444444444,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,1,0.5,1,83.3,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"596001","Jakob Junis","Texas Rangers","R","2026-06-10",0,0,21,0,0,5,"reliever",0.917,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.653241881188119,0.517,0.7,0.653241881188119,1,85.3,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"455119","Chris Martin","Texas Rangers","R","2026-05-30",0,0,0,0,0,16,"reliever",0.6,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,0.7,0.5,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"686560","Gavin Collyer","Texas Rangers","R","2026-05-31",0,0,0,0,0,15,"reliever",0.9,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.495736497524752,0.429,0.7,0.495736497524752,1,81.4,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"573009","Joe Mantiply","Toronto Blue Jays","L","2026-05-17",0,0,0,0,0,29,"reliever",0.85,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,1,0.5,1,87.5,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"671936","Adam Macko","Toronto Blue Jays","L","2026-06-08",0,0,19,0,0,7,"reliever",0.5,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,1,0.5,1,87.5,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"686973","Louis Varland","Toronto Blue Jays","R","2026-06-13",0,29,45,2,0,2,"reliever",1,0.838888888888889,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.772859158415841,0.592,0.35,0.772859158415841,1,74.9,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"686973","Louis Varland","Toronto Blue Jays","R","2026-06-13",0,29,45,2,0,2,"reliever",1,0.838888888888889,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.772859158415841,0.592,0.7,0.772859158415841,1,81.9,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"623168","Tyler Heineman","Toronto Blue Jays","R","2026-06-05",0,0,0,0,0,10,"reliever",0.15,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,0.7,0.5,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"696522","Hayden Juenger","Toronto Blue Jays","R","2026-06-03",0,0,0,0,0,12,"reliever",0.1,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,0.7,0.5,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"680730","Mitchell Parker","Washington Nationals","L","2026-06-10",0,0,34,0,0,5,"reliever",0.85,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.18872202970297,0.585,1,0.18872202970297,1,79.7,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"674841","Andrew Alvarez","Washington Nationals","L","2026-06-10",0,0,90,0,0,5,"bulk",0.15,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.338865352722772,0.507,1,0.338865352722772,0.7,79,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"663992","Richard Lovelady","Washington Nationals","L","2026-06-13",0,20,38,1,0,2,"reliever",0.643,0.888888888888889,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.255953567450495,0.569,1,0.255953567450495,1,77,"L",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
"669371","Cole Henry","Washington Nationals","R","2026-06-06",0,0,0,0,0,9,"reliever",0.5,1,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.5,0,0.7,0.5,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",1,"availability_role_matchup_performance_v1","exact_mlbam_id"
"687377","Orlando Ribalta","Washington Nationals","R","2026-06-13",0,11,36,1,0,2,"reliever",1,0.938888888888889,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.599751376856436,0.435,0.7,0.599751376856436,1,81.5,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",2,"availability_role_matchup_performance_v1","exact_mlbam_id"
"695418","Brad Lord","Washington Nationals","R","2026-06-13",0,23,80,1,0,2,"reliever",1,0.872222222222222,"available","sabrhood_workload_heuristic_v1","2026-06-15",0.577950099009901,0.648,0.7,0.577950099009901,1,78.3,"R",2,"sabrhood_reliever_selector_v1","recent_appearance_proxy",3,"availability_role_matchup_performance_v1","exact_mlbam_id"
