"checked_at_utc","source_acquired_at_utc","hitter_rows","pitcher_rows","hitter_pa","pitcher_batters_faced","content_advanced","status"
"2026-08-02 16:39:32 UTC","2026-08-02 16:39:16 UTC",1266,729,122753,120217,TRUE,"pass"
