"playerID","yearID","lgID","G","AB","R","H","X2B","X3B","HR","RBI","SB","BB","HBP","SF","PA","AVG","OBP","TB","SLG","OPS","avg_percentile","obp_percentile","slg_percentile","ops_percentile","h_percentile","hr_percentile","rbi_percentile","r_percentile","sb_percentile","decade"
"carewro01",1977,"AL",155,616,128,239,38,16,14,100,23,69,3,5,693,0.387987012987013,0.448773448773449,351,0.569805194805195,1.01857864357864,1,1,0.980392156862745,1,1,0.740196078431373,0.938725490196078,1,0.926470588235294,1970
"cavarph01",1945,"NL",132,498,94,177,34,10,6,97,5,81,4,0,583,0.355421686746988,0.449399656946827,249,0.5,0.949399656946827,1,0.991150442477876,0.973451327433628,0.982300884955752,0.942477876106195,0.712389380530973,0.938053097345133,0.915929203539823,0.663716814159292,1940
"cepedor01",1967,"NL",151,563,91,183,37,0,25,111,11,62,12,7,644,0.325044404973357,0.399068322981366,295,0.523978685612789,0.923047008594155,0.95,0.985714285714286,0.971428571428571,0.978571428571429,0.957142857142857,0.942857142857143,1,0.939285714285714,0.889285714285714,1960
"chandsp01",1943,"AL",30,97,9,25,5,0,2,7,0,1,3,0,101,0.257731958762887,0.287128712871287,36,0.371134020618557,0.658262733489844,0.572727272727273,0.172727272727273,0.7,0.527272727272727,0.0772727272727273,0.486363636363636,0.0363636363636364,0.104545454545455,0.0863636363636364,1940
"clemero01",1966,"NL",154,638,105,202,31,11,29,119,7,46,0,5,689,0.316614420062696,0.359941944847605,342,0.536050156739812,0.895992101587417,0.963235294117647,0.882352941176471,0.948529411764706,0.955882352941177,0.985294117647059,0.930147058823529,0.992647058823529,0.977941176470588,0.775735294117647,1960
"cobbty01",1911,"AL",146,591,147,248,47,24,8,127,83,44,8,0,643,0.419627749576988,0.46656298600311,367,0.620981387478849,1.08754437348196,1,0.990291262135922,1,1,1,0.985436893203884,1,1,1,1910
"cochrmi01",1928,"AL",131,468,92,137,26,12,10,57,7,76,3,0,547,0.292735042735043,0.394881170018282,217,0.463675213675214,0.858556383693495,0.607142857142857,0.866071428571429,0.803571428571429,0.866071428571429,0.732142857142857,0.888392857142857,0.700892857142857,0.919642857142857,0.678571428571429,1920
"cochrmi01",1934,"AL",129,437,74,140,32,1,2,76,8,78,4,0,519,0.320366132723112,0.427745664739884,180,0.411899313501144,0.839644978241029,0.88785046728972,0.953271028037383,0.672897196261682,0.822429906542056,0.710280373831776,0.429906542056075,0.766355140186916,0.700934579439252,0.789719626168224,1930
"collied01",1914,"AL",152,526,122,181,23,14,2,85,58,97,6,0,629,0.344106463878327,0.451510333863275,238,0.452471482889734,0.903981816753009,0.990384615384615,0.990384615384615,0.961538461538462,0.980769230769231,0.966346153846154,0.745192307692308,0.961538461538462,1,0.990384615384615,1910
"coopemo01",1942,"NL",37,103,6,19,1,0,0,7,0,3,0,0,106,0.184466019417476,0.207547169811321,20,0.194174757281553,0.401721927092874,0.0555555555555556,0.0277777777777778,0.00925925925925926,0.00925925925925926,0.0138888888888889,0.0925925925925926,0.037037037037037,0.0138888888888889,0.106481481481481,1940
