"edition_date","weekday","theme_id","theme_title","theme_deck","lead_headline","lead_subject","story_count","lane_count","source_through","generated_at_utc","newsletter_method"
"2026-07-30","Thursday","future","The next wave","Triple-A team strength, call-up readiness, and the parent-club openings that matter.","Héctor Rodríguez is the new No. 1 name on Call-Up Radar","Héctor Rodríguez",12,8,"2026-07-29","2026-07-30 12:01:55 UTC","deterministic_multi_lane_daily_editor_v1"
