"source_row","game_pk","game_date","at_bat_index","pitch_number","play_id","inning","half_inning","is_top_inning","batting_team","fielding_team","home_team","away_team","pitcher_id","pitcher_name","pitcher_hand","batter_id","batter_name","batter_side","outs_before","outs_after","runner_on_first","runner_on_second","runner_on_third","event_type","event","event_key","description","pitch_type","pitch_name","is_in_play","is_terminal_pitch","launch_speed","launch_angle","hit_distance","hit_location","hit_coord_x","hit_coord_y","trajectory","batting_order","runs_batted_in","home_score_before","away_score_before","home_score_after","away_score_after","pitches_in_pa","is_hit","is_home_run","is_walk","is_hit_by_pitch","is_strikeout","is_at_bat","is_out","is_batted_ball","is_hard_hit","is_barrel_proxy","is_ground_ball","is_line_drive","is_fly_ball","is_popup","batted_ball_type","spray_direction","total_bases","outs_on_play","fielding_score_diff","batting_score_before","fielding_score_before","batting_score_after","fielding_score_after","batting_score_diff_before","batting_score_diff_after","runs_scored_on_play","runner_on_first_after","runner_on_second_after","runner_on_third_after","runner_on_first_before","runner_on_second_before","runner_on_third_before","base_state_before","base_state_after","is_risp_before","leader_pull_rate","leader_batted_balls","spray_method"
187299,"824443",2026-05-08,67,7,"5a54aaaf-da41-36d1-9502-5bb035fcf702",8,"bottom",FALSE,"Cleveland Guardians","Minnesota Twins","Cleveland Guardians","Minnesota Twins","607455","Anthony Banda","L","681807","David Fry","R",0,0,TRUE,TRUE,FALSE,"single","Single","single","In play, no out","FF","Four-Seam Fastball",TRUE,FALSE,98.2,13,191,7,67.61,108.82,"line_drive",,0,5,3,5,3,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",1,0,-2,5,3,5,3,2,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
191747,"824444",2026-05-09,83,8,"c411c018-13c8-3fad-8c81-4ce30ab67df0",11,"bottom",FALSE,"Cleveland Guardians","Minnesota Twins","Cleveland Guardians","Minnesota Twins","472610","Luis Garc<U+00ED>a","R","681807","David Fry","R",1,2,FALSE,FALSE,TRUE,"field_out","Flyout","field_out","In play, out(s)","ST","Sweeper",TRUE,FALSE,84.4,60,187,7,79.26,134.1,"fly_ball",,0,1,2,1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"fly_ball","pull",0,1,1,1,2,1,2,-1,-1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,4,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
196693,"824440",2026-05-10,68,4,"2c29efb4-111e-3296-849b-9db1b5b233ad",8,"bottom",FALSE,"Cleveland Guardians","Minnesota Twins","Cleveland Guardians","Minnesota Twins","472610","Luis Garc<U+00ED>a","R","681807","David Fry","R",0,0,TRUE,FALSE,FALSE,"single","Single","single","In play, no out","SI","Sinker",TRUE,FALSE,78.2,23,246,7,76.46,102.07,"line_drive",,0,3,5,3,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",1,0,2,3,5,3,5,-2,-2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
199905,"824441",2026-05-11,14,8,"97d1c4a3-7c6b-3129-8034-da00f86bdac5",2,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","608718","Brent Suter","L","681807","David Fry","R",1,1,TRUE,TRUE,FALSE,"single","Single","single","In play, no out","SI","Sinker",TRUE,TRUE,95.8,2,63,8,108.29,99.43,"ground_ball",,0,0,0,0,0,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","middle",1,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
199771,"824441",2026-05-11,42,2,"170e3af8-a0c2-3b0b-8dc4-a7342e2d4d49",5,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","666201","Alek Manoah","R","681807","David Fry","R",0,0,FALSE,TRUE,FALSE,"double","Double","double","In play, no out","SI","Sinker",TRUE,TRUE,93.9,-4,29,7,45.37,119.57,"ground_ball",,0,7,0,7,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",2,0,-7,7,0,7,0,7,7,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
199701,"824441",2026-05-11,56,4,"dae695b3-4033-3a21-be66-d62b224aec82",6,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","666201","Alek Manoah","R","681807","David Fry","R",1,2,FALSE,TRUE,TRUE,"field_out","Pop Out","field_out","In play, out(s)","SL","Slider",TRUE,TRUE,78.7,56,162,3,175.88,158.75,"popup",,0,7,0,7,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"popup","opposite",0,1,-7,7,0,7,0,7,7,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,6,6,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
201618,"824442",2026-05-12,56,4,"80f355e5-e386-323d-9003-a55e5d568f46",7,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","519141","Drew Pomeranz","L","681807","David Fry","R",0,1,FALSE,TRUE,TRUE,"field_out","Flyout","field_out","In play, out(s)","FF","Four-Seam Fastball",TRUE,FALSE,71.7,40,245,8,132.51,102.63,"fly_ball",,0,2,1,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"fly_ball","middle",0,1,-1,2,1,2,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5,6,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
207130,"824438",2026-05-13,8,2,"e266d75f-386d-34e5-a012-6d73429f55e6",1,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","672282","Reid Detmers","L","681807","David Fry","R",1,2,TRUE,TRUE,FALSE,"field_out","Groundout","field_out","In play, run(s)","CH","Changeup",TRUE,TRUE,52.8,-71,3,1,129.73,195.02,"ground_ball",,1,1,0,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball",,0,1,-2,1,0,2,0,1,2,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,5,3,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
207061,"824438",2026-05-13,23,2,"b89992d3-69bc-3a5e-a205-cc9c2fa5f2c3",3,"bottom",FALSE,"Cleveland Guardians","Los Angeles Angels","Cleveland Guardians","Los Angeles Angels","672282","Reid Detmers","L","681807","David Fry","R",1,3,TRUE,FALSE,FALSE,"grounded_into_double_play","Grounded Into DP","grounded_into_double_play","In play, out(s)","CH","Changeup",TRUE,FALSE,77.7,5,71,6,113.14,155.28,"ground_ball",,0,3,0,3,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,2,-3,3,0,3,0,3,3,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
216225,"824439",2026-05-15,26,5,"f88178a5-7841-343c-91d0-58da084e89f1",3,"bottom",FALSE,"Cleveland Guardians","Cincinnati Reds","Cleveland Guardians","Cincinnati Reds","671096","Andrew Abbott","L","681807","David Fry","R",2,3,FALSE,FALSE,FALSE,"field_out","Groundout","field_out","In play, out(s)","ST","Sweeper",TRUE,TRUE,83.2,-16,5,6,103.46,156.49,"ground_ball",,0,0,2,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,2,0,2,0,2,-2,-2,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,TRUE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
229761,"824277",2026-05-18,38,8,"29fb53c3-c800-3332-8ef9-9890d387a5a9",5,"top",TRUE,"Cleveland Guardians","Detroit Tigers","Detroit Tigers","Cleveland Guardians","664285","Framber Valdez","L","681807","David Fry","R",2,3,FALSE,FALSE,FALSE,"field_out","Groundout","field_out","In play, out(s)","SI","Sinker",TRUE,FALSE,57,-3,17,5,108.23,167.9,"ground_ball",,0,1,4,1,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,-3,4,1,4,1,3,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
229703,"824277",2026-05-18,53,1,"15ff6e64-c196-3f19-a9b8-188af31fddcb",7,"top",TRUE,"Cleveland Guardians","Detroit Tigers","Detroit Tigers","Cleveland Guardians","657756","Connor Seabold","R","681807","David Fry","R",0,1,FALSE,FALSE,FALSE,"field_out","Flyout","field_out","In play, out(s)","FF","Four-Seam Fastball",TRUE,TRUE,79.6,32,314,7,77.33,82.9,"fly_ball",,0,1,7,1,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"fly_ball","pull",0,1,-6,7,1,7,1,6,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
241154,"824273",2026-05-20,8,3,"23d16677-f7d0-3779-9ac1-079a1c822a94",2,"top",TRUE,"Cleveland Guardians","Detroit Tigers","Detroit Tigers","Cleveland Guardians","623454","Drew Anderson","R","681807","David Fry","R",1,2,FALSE,FALSE,FALSE,"field_out","Groundout","field_out","In play, out(s)","CU","Curveball",TRUE,TRUE,80.1,-22,6,5,80.63,151.72,"ground_ball",,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
246555,"823461",2026-05-22,7,2,"21c42152-7c5b-3dc6-8850-2064e35ba7e1",2,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","650911","Cristopher S<U+00E1>nchez","L","681807","David Fry","R",0,0,TRUE,FALSE,FALSE,"single","Single","single","In play, no out","CH","Changeup",TRUE,TRUE,106.7,9,165,7,62.47,111.23,"line_drive",,0,0,0,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",1,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
246488,"823461",2026-05-22,23,6,"bd90e1a2-0616-339d-9d9f-3a4291abf467",4,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","650911","Cristopher S<U+00E1>nchez","L","681807","David Fry","R",1,3,FALSE,FALSE,FALSE,"grounded_into_double_play","Grounded Into DP","grounded_into_double_play","In play, out(s)","SL","Slider",TRUE,TRUE,86,0,38,5,102.6,168.25,"ground_ball",,0,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,2,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
246411,"823461",2026-05-22,42,1,"bb91cd7e-371a-35ea-8d40-72efe83de86e",7,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","650911","Cristopher S<U+00E1>nchez","L","681807","David Fry","R",1,1,TRUE,FALSE,FALSE,"single","Single","single","In play, no out","SI","Sinker",TRUE,TRUE,106.2,12,245,8,154.31,68.11,"line_drive",,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","middle",1,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
256543,"823459",2026-05-24,9,3,"50ccb0a5-335d-3ba6-9acf-d3f49581eeb8",2,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","691725","Andrew Painter","R","681807","David Fry","R",2,3,TRUE,FALSE,FALSE,"field_out","Groundout","field_out","In play, out(s)","SL","Slider",TRUE,TRUE,74.6,-25,6,6,109.23,156.59,"ground_ball",,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
256457,"823459",2026-05-24,31,2,"b54397e1-dda8-332b-97ec-ca1c175f4730",5,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","691725","Andrew Painter","R","681807","David Fry","R",1,1,TRUE,TRUE,FALSE,"single","Single","single","In play, no out","SL","Slider",TRUE,TRUE,100.7,5,95,7,89.17,127.95,"ground_ball",,0,0,0,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",1,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
256377,"823459",2026-05-24,49,2,"cdcc2a12-3143-3635-9abf-40fcaa75f2de",7,"top",TRUE,"Cleveland Guardians","Philadelphia Phillies","Philadelphia Phillies","Cleveland Guardians","691725","Andrew Painter","R","681807","David Fry","R",0,1,TRUE,FALSE,FALSE,"field_out","Pop Out","field_out","In play, out(s)","ST","Sweeper",TRUE,FALSE,89,59,147,4,129.17,143,"popup",,0,0,2,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"popup","opposite",0,1,-2,2,0,2,0,2,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
286349,"824430",2026-05-31,12,2,"c1964cca-e547-35be-8510-89305b9d397c",2,"bottom",FALSE,"Cleveland Guardians","Boston Red Sox","Cleveland Guardians","Boston Red Sox","624133","Ranger Suarez","L","681807","David Fry","R",0,0,FALSE,TRUE,TRUE,"double","Double","double","In play, no out","CH","Changeup",TRUE,TRUE,84.7,20,230,7,42.82,119.1,"line_drive",,0,0,1,0,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",2,0,1,0,1,0,1,-1,-1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,6,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
286290,"824430",2026-05-31,28,2,"8f4adea8-166c-30b0-8940-7441d40bd862",4,"bottom",FALSE,"Cleveland Guardians","Boston Red Sox","Cleveland Guardians","Boston Red Sox","624133","Ranger Suarez","L","681807","David Fry","R",0,0,TRUE,FALSE,FALSE,"single","Single","single","In play, no out","FC","Cutter",TRUE,TRUE,73.1,25,224,8,100.97,98.93,"fly_ball",,0,2,1,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"fly_ball","middle",1,0,-1,2,1,2,1,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
286119,"824430",2026-05-31,65,10,"61cf20c9-c30f-35fb-8c51-7e36b779aa53",7,"bottom",FALSE,"Cleveland Guardians","Boston Red Sox","Cleveland Guardians","Boston Red Sox","594027","Tyron Guerrero","R","681807","David Fry","R",2,2,TRUE,FALSE,FALSE,"single","Single","single","In play, no out","SI","Sinker",TRUE,TRUE,100.8,9,214,8,109.75,98.12,"line_drive",,0,4,9,4,9,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","middle",1,0,5,4,9,4,9,-5,-5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
309051,"822892",2026-06-06,57,1,"e0c2810d-f81a-3620-9286-eac00046e32c",8,"top",TRUE,"Cleveland Guardians","Texas Rangers","Texas Rangers","Cleveland Guardians","656641","Jacob Latz","L","681807","David Fry","R",2,3,FALSE,FALSE,FALSE,"field_out","Groundout","field_out","In play, out(s)","FF","Four-Seam Fastball",TRUE,FALSE,89.4,-5,24,6,109.42,150.06,"ground_ball",,0,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,1,2,3,2,3,-1,-1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
318499,"822890",2026-06-07,75,1,"ec3d2bde-30f6-3271-8d74-eb5fb9098251",9,"top",TRUE,"Cleveland Guardians","Texas Rangers","Texas Rangers","Cleveland Guardians","681168","Luis Curvelo","R","681807","David Fry","R",2,2,FALSE,TRUE,FALSE,"double","Double","double","In play, no out","SI","Sinker",TRUE,TRUE,104.6,22,370,7,53.64,67.95,"line_drive",,0,10,0,10,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",2,0,10,0,10,0,10,-10,-10,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
329083,"824428",2026-06-10,42,2,"ea3e958d-e77b-3f9b-b9f6-08731ee8148e",5,"bottom",FALSE,"Cleveland Guardians","New York Yankees","Cleveland Guardians","New York Yankees","607074","Carlos Rod<U+00F3>n","L","681807","David Fry","R",2,3,FALSE,FALSE,FALSE,"field_out","Lineout","field_out","In play, out(s)","SI","Sinker",TRUE,TRUE,83.6,11,136,5,89.56,161.16,"line_drive",,0,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"line_drive","pull",0,1,0,3,3,3,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
342927,"824426",2026-06-13,14,7,"82226b64-b9b4-35f8-9adc-ef3c36b89992",2,"bottom",FALSE,"Cleveland Guardians","Detroit Tigers","Cleveland Guardians","Detroit Tigers","669373","Tarik Skubal","L","681807","David Fry","R",0,1,FALSE,TRUE,FALSE,"field_out","Groundout","field_out","In play, out(s)","FF","Four-Seam Fastball",TRUE,FALSE,99.5,-31,5,6,111.33,153.46,"ground_ball",,0,0,1,0,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"ground_ball","pull",0,1,1,0,1,0,1,-1,-1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
342792,"824426",2026-06-13,48,4,"cd6f744c-fd89-3940-952d-408ab20469ca",6,"bottom",FALSE,"Cleveland Guardians","Detroit Tigers","Cleveland Guardians","Detroit Tigers","640448","Kyle Finnegan","R","681807","David Fry","R",0,1,FALSE,TRUE,FALSE,"field_out","Pop Out","field_out","In play, out(s)","FF","Four-Seam Fastball",TRUE,FALSE,91.8,77,74,5,96.68,195.41,"popup",,0,3,1,3,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"popup","pull",0,1,-2,3,1,3,1,2,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,0.655172413793103,58,"mlbam_hit_coordinates_pull_rate_leader_v1"
