"model_version","source_start_date","source_through","games","batted_ball_opportunities","credited_fielders","fielder_id_coverage","advancement_opportunities","advancement_fielder_coverage","official_fielding_rows","gold_glove_watch_rows","play_of_day_rows","publication_status","generated_at_utc"
"sabrhood_fielding_engine_v1","2026-03-25","2026-08-12",1816,88635,814,0.914435606701642,24685,0.904233340085072,614,392,138,"development; expected-out model does not include starting position, jump, route, wall, or opportunity time; official FRV remains separate","2026-08-13 11:07:54 UTC"
