"date","pa","ab","hits","home_runs","walks","strikeouts","total_bases","batted_balls","hard_hit","batting_average","slugging_percentage","home_run_rate","strikeout_rate","walk_rate","hard_hit_rate","rolling_days","trend_method","source_through","generated_at_utc"
2026-07-11,14437,12893,3169,515,1231,3187,5371,9829,3739,0.245792290390134,0.416582641743582,0.0356722310729376,0.220752233843596,0.0852670222345363,0.380404924203886,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-12,14420,12884,3169,517,1224,3192,5399,9813,3718,0.245963986339646,0.419046879850978,0.0358529819694868,0.221359223300971,0.0848821081830791,0.378885152348925,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-16,10592,9461,2283,368,897,2352,3869,7198,2726,0.241306415812282,0.408941972307367,0.0347432024169184,0.222054380664653,0.0846865558912387,0.378716310086135,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-17,10669,9525,2304,367,901,2384,3891,7228,2733,0.241889763779528,0.408503937007874,0.0343987252788453,0.223451120067485,0.0844502765020152,0.378112894299945,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-18,10667,9528,2306,357,889,2398,3874,7224,2724,0.242023509655751,0.406591099916037,0.0334677041342458,0.224805474828912,0.0833411455892003,0.377076411960133,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-19,10767,9607,2328,364,915,2435,3927,7257,2772,0.242323305922765,0.408764442593942,0.0338070028791678,0.226153989040587,0.0849818891056004,0.381976023150062,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-20,11259,10070,2455,392,935,2553,4169,7601,2905,0.243793445878848,0.414001986097319,0.0348165911715072,0.226751931787903,0.0830446753708145,0.382186554400737,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-21,11007,9850,2397,390,912,2481,4100,7451,2863,0.243350253807107,0.416243654822335,0.0354319978195694,0.225402016898337,0.082856364131916,0.384243725674406,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-22,11159,9995,2433,388,916,2525,4142,7551,2947,0.243421710855428,0.414407203601801,0.0347701406936105,0.226274755802491,0.0820862084416166,0.390279433187657,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-23,10577,9493,2322,358,857,2380,3915,7189,2784,0.244601285157484,0.41240914357948,0.0338470265670795,0.225016545334216,0.0810248652737071,0.387258311308944,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-24,10690,9568,2318,342,874,2438,3875,7210,2778,0.242265886287625,0.404995819397993,0.0319925163704397,0.228063610851263,0.0817586529466791,0.385298196948682,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-25,10604,9515,2310,317,839,2436,3785,7166,2732,0.242774566473988,0.3977929584866,0.0298943794794417,0.229724632214259,0.0791210863824972,0.381244766955066,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-26,10640,9546,2350,327,841,2430,3871,7211,2750,0.246176408967107,0.405510161324115,0.0307330827067669,0.228383458646617,0.0790413533834586,0.381361808348357,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-27,11484,10303,2544,355,907,2613,4197,7792,2986,0.246918373289333,0.407357080462001,0.0309125740160223,0.227533960292581,0.0789794496691048,0.383213552361396,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-28,12642,11337,2813,384,1001,2870,4608,8585,3287,0.248125606421452,0.406456734585869,0.030374940673944,0.227021040974529,0.0791805094130675,0.382877111240536,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-29,13880,12441,3060,407,1097,3137,4988,9439,3600,0.245960935616108,0.400932400932401,0.0293227665706052,0.226008645533141,0.0790345821325648,0.381396334357453,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-30,14559,13042,3194,421,1160,3291,5196,9891,3761,0.244901088790063,0.39840515258396,0.028916821210248,0.226045744900062,0.0796758019094718,0.380244666868871,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-31,14590,13074,3192,422,1166,3275,5193,9935,3784,0.244148692060578,0.397200550711335,0.0289239204934887,0.22446881425634,0.0799177518848526,0.380875691997987,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-01,14591,13086,3210,422,1167,3245,5203,9975,3807,0.245300320953691,0.397600489072291,0.0289219381810705,0.222397368240696,0.0799808100884107,0.381654135338346,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-02,14454,12964,3160,410,1154,3213,5098,9885,3777,0.243751928417155,0.393242826288183,0.0283658502836585,0.222291407222914,0.0798394907983949,0.382094081942337,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-03,13935,12467,3021,387,1138,3084,4850,9518,3633,0.242319724071549,0.389027031362798,0.0277717976318622,0.221313240043057,0.081664872622892,0.381697835679765,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-04,14058,12584,3042,386,1150,3091,4877,9625,3687,0.241735537190083,0.38755562619199,0.0274576753449993,0.219874804381847,0.0818039550433917,0.383064935064935,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-05,13896,12425,2975,380,1142,3082,4774,9473,3595,0.23943661971831,0.384225352112676,0.0273459988485895,0.221790443293034,0.082181922855498,0.379499630528872,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-06,14406,12860,3109,396,1198,3187,4991,9811,3730,0.241757387247278,0.388102643856921,0.0274885464389838,0.221227266416771,0.0831597945300569,0.380185506064621,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-07,14396,12847,3112,405,1217,3162,5009,9815,3712,0.242235541371526,0.389896473884954,0.0281328146707419,0.21964434565157,0.0845373714920811,0.378196637799287,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-08,14447,12872,3116,419,1246,3152,5068,9838,3719,0.242075823492853,0.39372280919826,0.0290025610853464,0.218176784107427,0.0862462795043954,0.378023988615572,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-09,14461,12897,3106,412,1243,3177,5021,9834,3700,0.240831201054509,0.389315344653795,0.028490422515732,0.219694350321555,0.0859553281239195,0.376245678259101,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-10,14381,12809,3075,402,1251,3154,4952,9770,3658,0.240065578889843,0.386603169646342,0.0279535498226827,0.219317154578958,0.0869897781795425,0.374411463664278,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-11,14312,12748,3024,411,1245,3119,4910,9739,3645,0.237213680577345,0.385158456228428,0.0287171604248183,0.217929010620458,0.0869899385131358,0.374268405380429,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-12,14225,12654,3033,426,1265,3076,4959,9682,3643,0.239687055476529,0.391891891891892,0.0299472759226714,0.216239015817223,0.0889279437609842,0.376265234455691,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-13,14142,12587,3023,425,1254,3054,4928,9634,3643,0.240168427742909,0.391515055215699,0.0300523264036204,0.215952481968604,0.0886720407297412,0.378139921112726,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-14,14083,12535,3017,420,1243,3047,4918,9593,3606,0.240686078978859,0.392341443956921,0.0298231910814457,0.216360150536107,0.0882624440815167,0.375899093088711,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-15,14057,12525,3003,415,1226,3074,4902,9556,3604,0.239760479041916,0.391377245508982,0.0295226577505869,0.218681084157359,0.0872163334993242,0.377145249058183,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-16,14102,12559,3013,427,1236,3074,4957,9592,3584,0.239907635958277,0.394697030018314,0.0302793929939016,0.217983264785137,0.0876471422493263,0.373644703919933,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-17,14360,12782,3083,422,1261,3108,5034,9783,3655,0.241198560475669,0.393835080582069,0.0293871866295265,0.216434540389972,0.0878133704735376,0.373607277931105,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-18,14373,12800,3091,425,1252,3127,5041,9784,3666,0.241484375,0.393828125,0.0295693313852362,0.217560704097961,0.087107771516037,0.374693376941946,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-19,14395,12819,3122,421,1261,3120,5057,9813,3672,0.243544738279117,0.394492550120914,0.0292462660646058,0.216741924279264,0.0875998610628691,0.37419749312137,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-20,14180,12631,3043,410,1247,3101,4924,9640,3613,0.240915208613728,0.389834534082812,0.0289139633286319,0.218688293370945,0.0879407616361072,0.374792531120332,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-21,14179,12642,3047,403,1236,3111,4918,9639,3639,0.241021990191425,0.389020724568897,0.0284223146907398,0.219408985118838,0.0871711686296636,0.377528789293495,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-22,14164,12648,3061,416,1211,3107,4963,9659,3689,0.242014547754586,0.392394054395952,0.029370234397063,0.219358938153064,0.0854984467664502,0.381923594575008,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-23,14125,12600,3058,411,1216,3071,4958,9641,3704,0.242698412698413,0.393492063492064,0.0290973451327434,0.21741592920354,0.0860884955752212,0.384192511150296,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-08-24,14149,12627,3069,412,1214,3071,4976,9668,3700,0.243050605844619,0.39407618595074,0.0291186656300799,0.217047141140717,0.0858011166866916,0.382705833678113,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
