"observations","brier_score","log_loss","classification_accuracy","mean_probability","observed_rate","calibration_bias","metric_scope","training_end","validation_start","validation_end","model_version","naive_home_brier","mean_absolute_team_runs","root_mean_squared_team_runs","mean_absolute_total_runs","raw_brier_score","raw_log_loss","raw_mean_absolute_team_runs","raw_root_mean_squared_team_runs","fitted_winner_brier_score","fitted_winner_log_loss","fitted_winner_accuracy","elo_brier_score","elo_log_loss","score_scale_improves_runs","score_scale_improves_win_brier","deployment_approved"
282,0.249471671532712,0.692183808303916,0.553191489361702,0.501636678871174,0.50354609929078,0.00190942041960612,"chronological_holdout_home_win",2026-06-26,2026-06-27,2026-07-20,"pregame_rolling_score_calibrator_v1",0.251316312056738,2.63229318801249,3.45339541223432,3.67225102425522,0.283526795040746,0.803555295038472,2.92578212377794,3.77588115773141,0.249251654817398,0.691657715575209,0.51063829787234,0.251426600183743,0.69698317465581,TRUE,TRUE,TRUE
