"defense_team","offense_team","chain_step","pocket_id","pocket_label","inning","upcoming_batter_side","leverage_index","batters_in_pocket","action","pitcher_id","pitcher_name","throws","availability_entering","matchup_score","performance_score","selection_score","estimated_pitches","cumulative_planned_pitches","alternatives","scenario_status","chain_method","interpretation_warning"
"New York Yankees","Milwaukee Brewers",1,"inning-7","Bridge pocket",7,"L",1.3,3,"enter","642232","Ryan Yarbrough","L",1,1,0.618048824257426,91.8,12,12,"Yovanny Cruz | Paul Blackburn","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
"New York Yankees","Milwaukee Brewers",2,"inning-8","Setup pocket",8,"R",1.7,3,"enter","672442","Yovanny Cruz","R",1,0.7,0.5,82.2,12,12,"Paul Blackburn | Ryan Yarbrough","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
"New York Yankees","Milwaukee Brewers",3,"inning-9","Finish pocket",9,"R",2.2,3,"enter","621112","Paul Blackburn","R",1,0.7,0.419371231435644,78.9,12,12,"Yovanny Cruz | Ryan Yarbrough","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
"Milwaukee Brewers","New York Yankees",1,"inning-7","Bridge pocket",7,"L",1.3,3,"enter","669084","DL Hall","L",1,1,0.722898886138614,94,12,12,"Brian Fitzpatrick | Drew Rom","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
"Milwaukee Brewers","New York Yankees",2,"inning-8","Setup pocket",8,"R",1.7,3,"enter","681982","Grant Anderson","R",1,0.7,0.547438415841584,83.4,12,12,"Craig Yoho | Carlos Rodriguez","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
"Milwaukee Brewers","New York Yankees",3,"inning-9","Finish pocket",9,"L",2.2,3,"enter","702153","Brian Fitzpatrick","L",1,1,0.5,87,12,12,"DL Hall | Drew Rom","representative handedness pockets; confirmed lineup pending","sabrhood_bullpen_chain_scenario_v1","Scenario planner, not a trained manager-choice probability."
