"game_id","team_side","batting_order","batter_id","batter_name","batter_team","pitcher_team","p_BB","p_HBP","p_K","p_1B","p_2B","p_3B","p_HR","p_OUT","bullpen_pitcher_count","bullpen_mean_availability","selected_relief_pitchers","bullpen_input_status"
"822924","away",1,"703607","Henry Bolte","Athletics","Tampa Bay Rays",0.0701504343340304,0.0312585117029836,0.28458451838255,0.17856663948817,0.0357474205525877,0.00143449269608082,0.0224734294098629,0.375784553433735,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",2,"643446","Jeff McNeil","Athletics","Tampa Bay Rays",0.0451585029105944,0.00846291615071797,0.13146840574152,0.155545689214656,0.0475574256874697,0.00041734391877895,0.0159696395289244,0.595420076847339,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",3,"671732","Lawrence Butler","Athletics","Tampa Bay Rays",0.0863816498579779,0.00367982578136394,0.268002885874724,0.113231549905282,0.0403029530759157,0.00116978135481135,0.0266746478200889,0.460556706329837,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",4,"680869","Zack Gelof","Athletics","Tampa Bay Rays",0.0615728483085246,0.0163220189247972,0.259851031034373,0.132006039149715,0.044171711890111,0.00221820257138107,0.0420186048888504,0.441839543232247,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",5,"622268","Donovan Walton","Athletics","Tampa Bay Rays",0.0865578560346589,0.0206830844368785,0.184281610268874,0.120676364330005,0.0593607277829855,0.00366452127944207,0.0239511840067688,0.500824651860387,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",6,"695720","Tommy White","Athletics","Tampa Bay Rays",0.0368791929815811,0.0043036347642691,0.187828493762335,0.173508203338482,0.0419900169329213,0.00073685843918822,0.0239867884348806,0.530766811346342,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",7,"675961","Alika Williams","Athletics","Tampa Bay Rays",0.0460780215326164,0.0109873613227966,0.23111625751941,0.13484863151891,0.0726216661850085,0.00257940544153346,0.0219329329652578,0.479835723514468,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",8,"641680","Jonah Heim","Athletics","Tampa Bay Rays",0.057136250935952,0.00927803107882879,0.209125620791113,0.110846845293979,0.0488699797885033,0.000418211278519096,0.0273351769606608,0.536989883872444,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","away",9,"672016","Denzel Clarke","Athletics","Tampa Bay Rays",0.0779748567355027,0.0094256298855567,0.256004245452516,0.130486566439267,0.036038100847121,0.00244358150741046,0.0243193826182797,0.463307636514346,6,0.811439995763161,"Alex Cook | Cole Sulser | Casey Legumina | Bryan Baker | Kevin Kelly | Cam Booser","availability_weighted_active_relievers"
"822924","home",1,"650490","Yandy Díaz","Tampa Bay Rays","Athletics",0.0736398856549703,0.0154330750503735,0.153342432143689,0.206472930687515,0.0401909937516993,0.00212118828955299,0.0297384119334675,0.479061082488732,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",2,"666018","Jonathan Aranda","Tampa Bay Rays","Athletics",0.101800558276157,0.0150590162752069,0.219141784262265,0.174394423414739,0.0438389187053831,0.000437508933577931,0.0320335490333173,0.413294241099353,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",3,"691406","Junior Caminero","Tampa Bay Rays","Athletics",0.0880342614288291,0.00660801606476028,0.194346938497741,0.15827517569708,0.0362651925812627,0.00211136042528988,0.0593080083741009,0.455051046930936,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",4,"689414","Liam Hicks","Tampa Bay Rays","Athletics",0.0966056248574213,0.0181467126958942,0.103796834669884,0.188321587266628,0.0331082476784501,0.00251646722439089,0.0327284138250206,0.524776111782311,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",5,"676356","Jonny DeLuca","Tampa Bay Rays","Athletics",0.0565828748526308,0.00260416056635592,0.191632578652058,0.16742312219222,0.0584306941617698,0.000848775117689588,0.0304278428534834,0.492049951603792,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",6,"802415","Chandler Simpson","Tampa Bay Rays","Athletics",0.0581359034770626,0.00142426115749684,0.0852098611560933,0.249145947589813,0.0309527993543775,0.00836462866011307,0.00375774202016022,0.563008856584884,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",7,"668723","Ryan Vilade","Tampa Bay Rays","Athletics",0.0964416307393045,0.00810500583585494,0.218914741586385,0.151857438856248,0.0334578410995148,0.00450813566777616,0.0381471941751762,0.44856801203974,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",8,"680700","Richie Palacios","Tampa Bay Rays","Athletics",0.114344311844523,0.00935934192342037,0.1643827166997,0.14771429831192,0.0375994194328254,0.00422483651923698,0.026839297859111,0.495535777409264,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"822924","home",9,"670764","Taylor Walls","Tampa Bay Rays","Athletics",0.11023265425661,0.00795276086988892,0.236176037559232,0.157567083264413,0.0400830781997135,0.00594812339429292,0.00884627191881944,0.433193990537031,6,0.962023617820719,"Drew Rom | Seth Johnson | Chris Roycroft | Yunior Tur | Scott Blewett | Geoff Hartlieb","availability_weighted_active_relievers"
"824305","away",1,"665487","Fernando Tatis Jr.","San Diego Padres","Colorado Rockies",0.0895389861540158,0.00990790896506691,0.178385714750404,0.183930837597785,0.0433091280052491,0.00738052010837873,0.02715563946575,0.460391264953351,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",2,"687957","Dustin Harris","San Diego Padres","Colorado Rockies",0.0911004999237091,0.00787552945063292,0.165754406825089,0.173513797335048,0.0376304534959606,0.0167115365792246,0.0122645361560682,0.495149240234268,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",3,"592518","Manny Machado","San Diego Padres","Colorado Rockies",0.130381193694957,0.00270278518894767,0.197126448907989,0.124445503817628,0.0345596978144438,0.00048918346657891,0.0356151667945612,0.474680020314894,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",4,"664034","Ty France","San Diego Padres","Colorado Rockies",0.0828032490307953,0.0256048188507672,0.20244868056884,0.167934569552031,0.0468062535866767,0.00654392248346008,0.0339003350324031,0.433958170895027,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",5,"701538","Jackson Merrill","San Diego Padres","Colorado Rockies",0.0633565216878532,0.00672539542717665,0.228162017227817,0.152515950726054,0.0426316888106943,0.00580051457522813,0.034893410347223,0.465914501197954,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",6,"593428","Xander Bogaerts","San Diego Padres","Colorado Rockies",0.132940185408434,0.00795997812937406,0.183208762262467,0.148304007509042,0.0284306351630446,0.000539149638780711,0.0169572822388523,0.481659999650006,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",7,"669134","Luis Campusano","San Diego Padres","Colorado Rockies",0.118782019023661,0.0139995947454418,0.203782366072658,0.155733884887803,0.0510252869021137,0.00152131492795737,0.0273064808131465,0.427849052627219,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","away",8,"630105","Jake Cronenworth","San Diego Padres","Colorado Rockies",0.0941108887901576,0.0108429032186082,0.230322486974635,0.149871720744555,0.0320853703415718,0.000510153251355845,0.0132936577108752,0.468962818968241,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
