player_id,player_name,team,forecast_season,horizon,projected_games,projected_plate_appearances,projected_home_runs,projected_batting_average,projected_on_base_percentage,projected_slugging_percentage,role_context,comparable_count,source_through,projection_method
669364,Xavier Edwards,MIA,2027,1,162,690,8,0.283517121300058,0.353995519044063,0.382146317829457,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
669364,Xavier Edwards,MIA,2028,2,155,658,8,0.283517121300058,0.353995519044063,0.382146317829457,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
669364,Xavier Edwards,MIA,2029,3,151,645,7,0.283517121300058,0.353995519044063,0.382146317829457,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
608324,Alex Bregman,CHC,2027,1,154,673,19,0.273333333333333,0.362982929020665,0.459515481279959,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
608324,Alex Bregman,CHC,2028,2,147,641,18,0.273333333333333,0.362982929020665,0.459515481279959,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
608324,Alex Bregman,CHC,2029,3,143,624,17,0.273333333333333,0.362982929020665,0.459515481279959,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
672695,Geraldo Perdomo,ARI,2027,1,158,629,11,0.263552676440505,0.354075184748849,0.380156836004091,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
672695,Geraldo Perdomo,ARI,2028,2,152,606,10,0.263552676440505,0.354075184748849,0.380156836004091,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
672695,Geraldo Perdomo,ARI,2029,3,138,548,9,0.263552676440505,0.354075184748849,0.380156836004091,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
663586,Austin Riley,ATL,2027,1,146,617,22,0.265206812652068,0.329854924917282,0.466962574397256,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
663586,Austin Riley,ATL,2028,2,131,554,20,0.265206812652068,0.329854924917282,0.466962574397256,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
663586,Austin Riley,ATL,2029,3,125,528,19,0.265206812652068,0.329854924917282,0.466962574397256,shared or uncertain role,20,2026-07-26,weighted_comparable_season_segment_v1
702284,Cole Young,SEA,2027,1,162,617,14,0.265697883028346,0.327312425565701,0.401318500206016,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
702284,Cole Young,SEA,2028,2,159,606,14,0.265697883028346,0.327312425565701,0.401318500206016,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
702284,Cole Young,SEA,2029,3,144,547,13,0.265697883028346,0.327312425565701,0.401318500206016,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
683737,Michael Busch,CHC,2027,1,162,640,23,0.246707193515704,0.343193843193843,0.441463414634146,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
683737,Michael Busch,CHC,2028,2,146,577,21,0.246707193515704,0.343193843193843,0.441463414634146,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
683737,Michael Busch,CHC,2029,3,115,457,17,0.246707193515704,0.343193843193843,0.441463414634146,shared or uncertain role,20,2026-07-26,weighted_comparable_season_segment_v1
695731,Braden Montgomery,CHW,2027,1,158,657,17,0.260672303567746,0.325631546518792,0.402655771195097,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
695731,Braden Montgomery,CHW,2028,2,149,621,16,0.260672303567746,0.325631546518792,0.402655771195097,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
695731,Braden Montgomery,CHW,2029,3,139,580,15,0.260672303567746,0.325631546518792,0.402655771195097,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
678882,Ceddanne Rafaela,BOS,2027,1,148,572,14,0.265451947123973,0.307043737923766,0.417733587578317,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
678882,Ceddanne Rafaela,BOS,2028,2,135,522,13,0.265451947123973,0.307043737923766,0.417733587578317,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
678882,Ceddanne Rafaela,BOS,2029,3,131,507,13,0.265451947123973,0.307043737923766,0.417733587578317,regular role,20,2026-07-26,weighted_comparable_season_segment_v1
