"edition_date","weekday","theme_id","theme_title","theme_deck","lead_headline","lead_subject","story_count","lane_count","source_through","generated_at_utc","newsletter_method"
"2026-09-09","Wednesday","pitching","Arsenals and pitching pressure","Velocity, pitch shape, workload, and the arms changing how games are managed.","Edgardo Henriquez has crossed 100 mph 414 times","Edgardo Henriquez",12,7,"2026-09-08","2026-09-09 22:28:44 UTC","deterministic_multi_lane_daily_editor_v1"
