"settled_games","eligible_unsettled_games","calibration_minimum_games","calibration_status","brier_score","log_loss","classification_accuracy","calibration_bias","away_runs_mae","home_runs_mae","total_runs_mae","model_version"
96,0,300,"accumulating pregame outcomes",0.240647349348958,0.672420904276956,0.541666666666667,-0.0333515625,2.15843854166667,2.85219479166667,3.9046375,"scheduled_game_simulator_development_v1; scheduled_game_simulator_development_v2; scheduled_game_simulator_development_v3"
