"lineup_spot","player","team","sims","avg_PA","avg_starter_PA","avg_bullpen_PA","avg_H","avg_BB","avg_K","avg_HR","avg_XBH","avg_TB","p_1_plus_H","p_2_plus_H","p_1_plus_BB","p_2_plus_K","p_1_plus_HR","p_1_plus_XBH","p_2_plus_TB","p_3_plus_TB","H_p10","H_p90","TB_p10","TB_p90","player_id","game_id","game_date","opponent","opposing_starter_id","opposing_starter","opposing_starter_hand","expected_team_runs","model_version","publication_status"
9,"Jakob Marsee","Miami Marlins",2000,3.518,2.126,1.392,0.5595,0.354,0.891,0.0395,0.229,0.882,0.4575,0.093,0.3125,0.211,0.0395,0.212,0.2455,0.1,0,1,0,2.10000000000014,"805300","823839","2026-07-27","Philadelphia Phillies",554430,"Zack Wheeler","R",3.40705840392814,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Ernie Clement","Toronto Blue Jays",2000,4.378,2.9255,1.4525,1.076,0.1905,0.503,0.074,0.351,1.5955,0.7055,0.2915,0.1745,0.0865,0.071,0.303,0.4245,0.23,0,2,0,4,"676391","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Nathan Lukes","Toronto Blue Jays",2000,4.2605,2.8445,1.416,0.9715,0.2905,0.705,0.076,0.3095,1.448,0.671,0.2485,0.2525,0.149,0.0745,0.274,0.373,0.199,0,2,0,4,"664770","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Vladimir Guerrero Jr.","Toronto Blue Jays",2000,4.16,2.7215,1.4385,0.883,0.464,0.5905,0.052,0.236,1.2355,0.628,0.2145,0.3895,0.1085,0.051,0.2165,0.329,0.145,0,2,0,3,"665489","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"George Springer","Toronto Blue Jays",2000,4.0605,2.574,1.4865,0.7925,0.422,0.7825,0.1215,0.299,1.351,0.5765,0.182,0.3505,0.1735,0.114,0.264,0.326,0.194,0,2,0,4,"543807","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Alejandro Kirk","Toronto Blue Jays",2000,3.978,2.4185,1.5595,0.7875,0.393,0.614,0.0835,0.2485,1.2165,0.5765,0.1775,0.346,0.113,0.082,0.2285,0.302,0.16,0,2,0,4,"672386","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Kazuma Okamoto","Toronto Blue Jays",2000,3.8805,2.264,1.6165,0.7485,0.367,1.149,0.195,0.273,1.418,0.565,0.158,0.3145,0.322,0.1815,0.2445,0.31,0.209,0,2,0,4,"672960","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Daulton Varsho","Toronto Blue Jays",2000,3.781,2.1545,1.6265,0.824,0.311,0.698,0.076,0.3065,1.3035,0.612,0.183,0.288,0.1345,0.074,0.2735,0.3325,0.178,0,2,0,4,"662139","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Luis Urías","Toronto Blue Jays",2000,3.6445,2.0655,1.579,0.745,0.3055,0.7675,0.1785,0.1815,1.2835,0.5645,0.1575,0.269,0.1705,0.1685,0.1715,0.252,0.178,0,2,0,4,"649966","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Myles Straw","Toronto Blue Jays",2000,3.508,1.9925,1.5155,0.6655,0.2835,0.5795,0.052,0.2325,1.018,0.5245,0.1255,0.251,0.1075,0.051,0.2155,0.2755,0.1125,0,2,0,3,"664702","822705","2026-07-27","Washington Nationals",678868,"Eddy Yean","R",3.47021373606471,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"James Wood","Washington Nationals",2000,4.642,2.282,2.36,1.095,0.7735,1.153,0.3085,0.466,2.192,0.721,0.297,0.5615,0.3195,0.2785,0.398,0.487,0.356,0,2,0,5,"695578","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Luis García Jr.","Washington Nationals",2000,4.494,2.1635,2.3305,1.1915,0.2455,0.7035,0.2845,0.4995,2.276,0.753,0.3465,0.223,0.151,0.2535,0.402,0.5095,0.3525,0,2,0,5,"671277","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"José Tena","Washington Nationals",2000,4.363,2.0795,2.2835,1.071,0.346,1.094,0.1185,0.4305,1.761,0.7085,0.294,0.302,0.306,0.114,0.3705,0.4605,0.271,0,2,0,4,"677588","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"CJ Abrams","Washington Nationals",2000,4.228,2.0065,2.2215,1.1685,0.376,0.8235,0.27,0.4565,2.177,0.75,0.3275,0.3245,0.189,0.244,0.3825,0.49,0.333,0,2,0,5,"682928","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Dylan Crews","Washington Nationals",2000,4.1265,1.944,2.1825,0.9055,0.337,0.8235,0.152,0.297,1.52,0.644,0.2205,0.295,0.198,0.146,0.2625,0.3515,0.2235,0,2,0,4,"686611","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Daylen Lile","Washington Nationals",2000,4.038,1.8665,2.1715,0.944,0.2765,0.718,0.105,0.4005,1.58,0.6525,0.236,0.2425,0.157,0.1025,0.3435,0.418,0.234,0,2,0,4,"695734","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Keibert Ruiz","Washington Nationals",2000,3.9525,1.7475,2.205,1.0215,0.199,0.5085,0.1455,0.448,1.788,0.695,0.271,0.1795,0.0815,0.137,0.378,0.458,0.273,0,2,0,4,"660688","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Jorbit Vivas","Washington Nationals",2000,3.866,1.594,2.272,0.865,0.374,0.5535,0.0595,0.3025,1.304,0.62,0.211,0.3205,0.1035,0.0575,0.267,0.353,0.1695,0,2,0,3,"678391","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Nasim Nuñez","Washington Nationals",2000,3.7655,1.4335,2.332,0.861,0.3925,0.7765,0.013,0.2155,1.116,0.6105,0.211,0.3355,0.1705,0.013,0.2,0.309,0.1295,0,2,0,3,"683083","822705","2026-07-27","Toronto Blue Jays",453286,"Max Scherzer","R",5.50685813838643,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Steven Kwan","Cleveland Guardians",2000,4.401,2.9845,1.4165,0.8845,0.551,0.5585,0.014,0.262,1.199,0.6205,0.218,0.439,0.096,0.014,0.2395,0.3475,0.146,0,2,0,3,"680757","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"José Ramírez","Cleveland Guardians",2000,4.2795,2.9225,1.357,0.813,0.5355,0.707,0.1165,0.3125,1.3735,0.592,0.187,0.433,0.1465,0.111,0.2775,0.3415,0.1945,0,2,0,4,"608070","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Chase DeLauter","Cleveland Guardians",2000,4.1665,2.826,1.3405,0.935,0.4005,0.697,0.1215,0.3315,1.5265,0.646,0.2365,0.345,0.147,0.115,0.2905,0.379,0.22,0,2,0,4,"800050","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Travis Bazzana","Cleveland Guardians",2000,4.0715,2.704,1.3675,0.831,0.4525,0.94,0.103,0.327,1.385,0.5955,0.2015,0.378,0.242,0.0995,0.2825,0.358,0.194,0,2,0,4,"683953","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Brayan Rocchio","Cleveland Guardians",2000,3.9845,2.536,1.4485,0.873,0.286,0.6905,0.0805,0.2735,1.3195,0.631,0.21,0.255,0.1375,0.0775,0.2485,0.3475,0.1665,0,2,0,4,"677587","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Kyle Manzardo","Cleveland Guardians",2000,3.8965,2.373,1.5235,0.728,0.3725,1.291,0.122,0.2675,1.252,0.5645,0.142,0.3265,0.377,0.1155,0.2425,0.292,0.1695,0,2,0,4,"700932","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Gabriel Arias","Cleveland Guardians",2000,3.794,2.2155,1.5785,0.843,0.2505,1.439,0.154,0.2105,1.367,0.6165,0.1935,0.226,0.458,0.146,0.196,0.301,0.182,0,2,0,4,"672356","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Patrick Bailey","Cleveland Guardians",2000,3.682,2.1245,1.5575,0.793,0.3095,0.9045,0.112,0.2775,1.31,0.5845,0.183,0.282,0.231,0.1075,0.2485,0.3215,0.179,0,2,0,4,"672275","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Petey Halpin","Cleveland Guardians",2000,3.5335,2.044,1.4895,0.691,0.194,0.877,0.0735,0.2995,1.1555,0.5275,0.1385,0.1825,0.213,0.069,0.264,0.304,0.1515,0,2,0,3,"690984","824490","2026-07-27","Cincinnati Reds",695505,"Chase Burns","R",3.57040239676313,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Elly De La Cruz","Cincinnati Reds",2000,4.475,2.992,1.483,1.072,0.4235,1.098,0.2105,0.4175,1.9245,0.69,0.298,0.356,0.305,0.191,0.348,0.4425,0.3035,0,2,0,5,"682829","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Sal Stewart","Cincinnati Reds",2000,4.323,2.9205,1.4025,1.003,0.405,0.839,0.2115,0.3975,1.841,0.6915,0.253,0.3405,0.191,0.1985,0.3485,0.43,0.2835,0,2,0,5,"701398","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"JJ Bleday","Cincinnati Reds",2000,4.2005,2.8125,1.388,0.8545,0.523,0.79,0.2265,0.3445,1.6615,0.615,0.2005,0.428,0.185,0.2095,0.2965,0.3645,0.2565,0,2,0,5,"668709","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Eugenio Suárez","Cincinnati Reds",2000,4.1005,2.689,1.4115,0.827,0.354,1.251,0.198,0.322,1.5515,0.5965,0.1985,0.3065,0.3595,0.184,0.282,0.3565,0.23,0,2,0,4,"553993","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Nathaniel Lowe","Cincinnati Reds",2000,4.009,2.547,1.462,0.88,0.381,0.94,0.187,0.316,1.585,0.641,0.205,0.3305,0.233,0.174,0.2845,0.364,0.237,0,2,0,4,"663993","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Tyler Stephenson","Cincinnati Reds",2000,3.9295,2.395,1.5345,0.852,0.3795,0.9105,0.1085,0.2765,1.356,0.6165,0.2005,0.322,0.2205,0.104,0.243,0.331,0.188,0,2,0,4,"663886","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Dane Myers","Cincinnati Reds",2000,3.8395,2.2465,1.593,0.854,0.4185,0.896,0.067,0.275,1.2805,0.6115,0.2075,0.354,0.22,0.0665,0.251,0.3435,0.17,0,2,0,4,"667472","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Edwin Arroyo","Cincinnati Reds",2000,3.7325,2.137,1.5955,0.867,0.171,0.7645,0,0.3,1.1945,0.6295,0.2005,0.161,0.17,0,0.27,0.3495,0.1435,0,2,0,3,"695490","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"TJ Friedl","Cincinnati Reds",2000,3.614,2.053,1.561,0.623,0.3045,0.797,0.05,0.265,1.0035,0.491,0.123,0.2685,0.181,0.05,0.2445,0.2885,0.1235,0,2,0,3,"670770","824490","2026-07-27","Cleveland Guardians",677944,"Slade Cecconi","R",4.05327417048099,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Ronald Acuña Jr.","Atlanta Braves",2000,4.4245,2.911,1.5135,0.858,0.5355,0.9385,0.12,0.318,1.4275,0.618,0.197,0.433,0.2385,0.1155,0.2835,0.354,0.201,0,2,0,4,"660670","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Drake Baldwin","Atlanta Braves",2000,4.2895,2.8125,1.477,0.9575,0.4425,0.836,0.2175,0.2605,1.655,0.653,0.255,0.375,0.202,0.197,0.2355,0.3655,0.2325,0,2,0,5,"686948","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Matt Olson","Atlanta Braves",2000,4.1625,2.7015,1.461,0.8665,0.438,0.945,0.219,0.364,1.682,0.62,0.201,0.368,0.233,0.2005,0.314,0.3715,0.263,0,2,0,4,"621566","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Ozzie Albies","Atlanta Braves",2000,4.0705,2.552,1.5185,0.8695,0.2345,0.6195,0.116,0.2745,1.3875,0.6255,0.209,0.2115,0.1225,0.112,0.2435,0.3335,0.188,0,2,0,4,"645277","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Michael Harris II","Atlanta Braves",2000,3.997,2.39,1.607,0.9775,0.172,0.7715,0.166,0.312,1.632,0.667,0.259,0.1635,0.163,0.151,0.2705,0.382,0.227,0,2,0,4,"671739","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Mauricio Dubón","Atlanta Braves",2000,3.905,2.244,1.661,0.8605,0.247,0.548,0.0795,0.2985,1.3325,0.616,0.212,0.2225,0.094,0.0775,0.266,0.3505,0.179,0,2,0,4,"643289","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Austin Riley","Atlanta Braves",2000,3.8085,2.1365,1.672,0.7135,0.2895,1.051,0.102,0.247,1.1725,0.553,0.1415,0.2605,0.2805,0.0985,0.2275,0.29,0.1485,0,2,0,4,"663586","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Joey Bart","Atlanta Braves",2000,3.6895,2.0545,1.635,0.7465,0.328,0.7605,0.102,0.2535,1.214,0.574,0.1535,0.2925,0.168,0.0975,0.2275,0.293,0.151,0,2,0,4,"663698","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Jim Jarvis","Atlanta Braves",2000,3.549,1.9845,1.5645,0.7595,0.2385,0.682,0.05,0.356,1.2385,0.568,0.1715,0.2185,0.129,0.05,0.312,0.357,0.166,0,2,0,3,"805347","823597","2026-07-27","New York Mets",804267,"Zac Thornton","L",3.66638549222467,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"A.J. Ewing","New York Mets",2000,4.439,3.011,1.428,1.0165,0.4365,1.08,0.1095,0.3485,1.605,0.6785,0.2625,0.369,0.2875,0.1055,0.306,0.41,0.223,0,2,0,4,"805999","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Francisco Lindor","New York Mets",2000,4.321,2.9445,1.3765,0.852,0.4565,0.7715,0.1145,0.332,1.429,0.609,0.203,0.384,0.163,0.1105,0.2915,0.363,0.1995,0,2,0,4,"596019","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Bo Bichette","New York Mets",2000,4.203,2.868,1.335,0.988,0.293,0.74,0.0945,0.26,1.45,0.667,0.2615,0.2635,0.164,0.092,0.2365,0.3755,0.187,0,2,0,4,"666182","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Luis Robert Jr.","New York Mets",2000,4.0955,2.758,1.3375,0.8105,0.5125,0.8075,0.14,0.261,1.3635,0.5955,0.187,0.421,0.186,0.132,0.234,0.3205,0.189,0,2,0,4,"673357","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Francisco Alvarez","New York Mets",2000,4.0065,2.611,1.3955,0.881,0.3815,0.9705,0.1945,0.268,1.543,0.6195,0.219,0.323,0.2495,0.1785,0.239,0.336,0.2225,0,2,0,4,"682626","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Jared Young","New York Mets",2000,3.92,2.461,1.459,0.8485,0.3415,0.7535,0.1465,0.281,1.432,0.6085,0.2035,0.302,0.166,0.1395,0.256,0.3495,0.209,0,2,0,4,"676724","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Tyrone Taylor","New York Mets",2000,3.8195,2.3075,1.512,0.841,0.253,0.7155,0.2155,0.3095,1.5875,0.6125,0.196,0.235,0.159,0.1985,0.2755,0.3485,0.241,0,2,0,4,"621438","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Marcus Semien","New York Mets",2000,3.7205,2.1785,1.542,0.699,0.289,0.789,0.124,0.2475,1.2075,0.537,0.1455,0.2625,0.1635,0.119,0.2285,0.285,0.1725,0,2,0,4,"543760","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Luis Torrens","New York Mets",2000,3.577,2.087,1.49,0.751,0.251,0.683,0.0315,0.2955,1.1325,0.5715,0.158,0.2265,0.145,0.0315,0.2615,0.3155,0.1385,0,2,0,3,"620443","823597","2026-07-27","Atlanta Braves",527048,"Martín Pérez","L",3.9728718221592,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Max Schuemann","New York Yankees",2000,4.557,2.86,1.697,0.9915,0.609,0.983,0.1345,0.441,1.724,0.67,0.254,0.4685,0.261,0.128,0.365,0.436,0.253,0,2,0,4,"680474","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Ben Rice","New York Yankees",2000,4.43,2.7505,1.6795,1.126,0.5045,1.0305,0.366,0.5175,2.3885,0.7195,0.3195,0.4135,0.2785,0.32,0.4195,0.4965,0.3845,0,2,0,6,"700250","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Paul Goldschmidt","New York Yankees",2000,4.3025,2.595,1.7075,1.071,0.322,1.019,0.2775,0.4065,2.041,0.7095,0.2875,0.288,0.2605,0.2515,0.3515,0.45,0.315,0,2,0,5,"502671","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Jasson Domínguez","New York Yankees",2000,4.191,2.443,1.748,0.955,0.264,0.8145,0.1535,0.3685,1.647,0.6505,0.2465,0.2375,0.186,0.143,0.3215,0.404,0.25,0,2,0,4,"691176","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Anthony Volpe","New York Yankees",2000,4.093,2.284,1.809,0.944,0.503,0.91,0.022,0.372,1.385,0.651,0.2425,0.418,0.2275,0.0215,0.33,0.413,0.187,0,2,0,3,"683011","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Jazz Chisholm Jr.","New York Yankees",2000,3.9945,2.1575,1.837,0.853,0.418,1.1225,0.1735,0.328,1.539,0.618,0.201,0.362,0.3255,0.162,0.286,0.3515,0.2285,0,2,0,4,"665862","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"José Caballero","New York Yankees",2000,3.917,2.076,1.841,0.9365,0.2475,0.882,0.136,0.32,1.5415,0.652,0.2445,0.228,0.21,0.1295,0.2835,0.3865,0.223,0,2,0,4,"676609","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Spencer Jones","New York Yankees",2000,3.81,2.009,1.801,0.8105,0.438,1.203,0.0855,0.313,1.3115,0.602,0.1815,0.3705,0.3555,0.0805,0.277,0.3425,0.175,0,2,0,4,"682987","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Ali Sánchez","New York Yankees",2000,3.693,1.9435,1.7495,0.8785,0.25,0.832,0,0.403,1.314,0.6335,0.2085,0.2305,0.201,0,0.3495,0.408,0.1725,0,2,0,3,"645305","824570","2026-07-27","Chicago White Sox",702273,"Noah Schultz","L",4.99643522568342,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Randal Grichuk","Chicago White Sox",2000,4.4155,3.0265,1.389,0.9175,0.3985,0.979,0.129,0.3325,1.5225,0.641,0.229,0.34,0.2515,0.1235,0.2955,0.384,0.22,0,2,0,4,"545341","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Munetaka Murakami","Chicago White Sox",2000,4.292,2.9535,1.3385,0.7415,0.6325,1.334,0.2585,0.271,1.53,0.567,0.15,0.4875,0.402,0.2355,0.246,0.3025,0.242,0,2,0,4,"808959","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Miguel Vargas","Chicago White Sox",2000,4.167,2.873,1.294,0.8005,0.51,0.7175,0.1945,0.375,1.5765,0.5945,0.1775,0.4205,0.15,0.186,0.328,0.377,0.243,0,2,0,4,"678246","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
4,"Colson Montgomery","Chicago White Sox",2000,4.0675,2.758,1.3095,0.738,0.333,1.2605,0.217,0.315,1.4995,0.5525,0.1585,0.2895,0.3845,0.1965,0.2755,0.3225,0.228,0,2,0,4,"695657","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
5,"Chase Meidroth","Chicago White Sox",2000,3.9825,2.614,1.3685,0.84,0.3365,0.944,0.0745,0.2555,1.255,0.607,0.195,0.2935,0.2375,0.0725,0.2365,0.3295,0.163,0,2,0,4,"805367","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
6,"Braden Montgomery","Chicago White Sox",2000,3.891,2.463,1.428,0.7835,0.3175,0.8015,0.0725,0.3625,1.3105,0.5795,0.1775,0.279,0.1745,0.072,0.3125,0.3615,0.181,0,2,0,4,"695731","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
7,"Everson Pereira","Chicago White Sox",2000,3.784,2.3285,1.4555,0.757,0.2705,0.987,0.137,0.296,1.335,0.5695,0.164,0.2465,0.2525,0.13,0.264,0.323,0.1915,0,2,0,4,"677592","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
8,"Edgar Quero","Chicago White Sox",2000,3.683,2.186,1.497,0.6065,0.2835,0.839,0.036,0.189,0.8795,0.48,0.1135,0.258,0.199,0.036,0.179,0.2315,0.0945,0,2,0,2,"700337","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
9,"Luisangel Acuña","Chicago White Sox",2000,3.546,2.0915,1.4545,0.733,0.189,0.697,0.0205,0.2085,0.9995,0.5585,0.1515,0.176,0.139,0.0205,0.193,0.266,0.109,0,2,0,3,"682668","824570","2026-07-27","New York Yankees",608331,"Max Fried","L",3.51443778916306,"starter_bullpen_player_sim_v1","development_uncalibrated"
1,"Pete Crow-Armstrong","Chicago Cubs",2000,4.612,2.9235,1.6885,1.159,0.5375,1.196,0.246,0.5225,2.199,0.7325,0.32,0.4305,0.333,0.219,0.419,0.5065,0.346,0,2,0,5,"691718","823025","2026-07-27","St. Louis Cardinals",669461,"Matthew Liberatore","L",5.41255130850005,"starter_bullpen_player_sim_v1","development_uncalibrated"
2,"Seiya Suzuki","Chicago Cubs",2000,4.4805,2.835,1.6455,1.0555,0.5155,1.158,0.2345,0.4215,1.962,0.7055,0.282,0.412,0.331,0.216,0.3605,0.4495,0.309,0,2,0,5,"673548","823025","2026-07-27","St. Louis Cardinals",669461,"Matthew Liberatore","L",5.41255130850005,"starter_bullpen_player_sim_v1","development_uncalibrated"
3,"Alex Bregman","Chicago Cubs",2000,4.3485,2.717,1.6315,0.954,0.473,0.7355,0.105,0.3275,1.5115,0.657,0.2395,0.3985,0.1595,0.099,0.288,0.3815,0.2145,0,2,0,4,"608324","823025","2026-07-27","St. Louis Cardinals",669461,"Matthew Liberatore","L",5.41255130850005,"starter_bullpen_player_sim_v1","development_uncalibrated"
