"pitch_type","pitch_name","pitches_rolling","date","all_pitches_rolling","usage_rate_rolling","season_usage_rate","rolling_days","trend_method","source_through","generated_at_utc"
"EP","Eephus",52,2026-04-05,41651,0.00124846942450361,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",11,2026-04-05,41651,0.000264099301337303,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",11,2026-04-05,41651,0.000264099301337303,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",3,2026-04-05,41651,7.20270821829008e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",13732,2026-04-06,45437,0.302220657173669,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",7633,2026-04-06,45437,0.167990844465964,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",6077,2026-04-06,45437,0.133745625811563,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5006,2026-04-06,45437,0.110174527367564,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3637,2026-04-06,45437,0.0800448973303695,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3438,2026-04-06,45437,0.0756652067698131,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",2945,2026-04-06,45437,0.0648150185971785,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1631,2026-04-06,45437,0.0358958558003389,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",921,2026-04-06,45437,0.0202698241521227,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",235,2026-04-06,45437,0.00517199639060677,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",77,2026-04-06,45437,0.00169465413649669,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",76,2026-04-06,45437,0.00167264564121751,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-06,45437,0.000330127429187666,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",11,2026-04-06,45437,0.000242093448070955,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",3,2026-04-06,45437,6.60254858375333e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",15169,2026-04-07,49939,0.303750575702357,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8294,2026-04-07,49939,0.166082620797373,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",6550,2026-04-07,49939,0.131160015218567,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5542,2026-04-07,49939,0.11097538997577,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",3976,2026-04-07,49939,0.0796171329021406,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3847,2026-04-07,49939,0.077033981457378,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3276,2026-04-07,49939,0.0656000320390877,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1859,2026-04-07,49939,0.0372254150063077,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",999,2026-04-07,49939,0.020004405374557,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",244,2026-04-07,49939,0.00488596087226416,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",77,2026-04-07,49939,0.00154188109493582,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",76,2026-04-07,49939,0.00152185666513146,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-07,49939,0.00030036644706542,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",12,2026-04-07,49939,0.000240293157652336,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",3,2026-04-07,49939,6.0073289413084e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16596,2026-04-08,54157,0.306442380486364,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8964,2026-04-08,54157,0.165518769503481,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7119,2026-04-08,54157,0.131451151282383,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5956,2026-04-08,54157,0.10997654966117,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4430,2026-04-08,54157,0.0817992133980834,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4087,2026-04-08,54157,0.0754657754306922,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3544,2026-04-08,54157,0.0654393707184667,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1945,2026-04-08,54157,0.0359141015935152,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",1075,2026-04-08,54157,0.0198496962534852,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",253,2026-04-08,54157,0.0046716029322156,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",82,2026-04-08,54157,0.00151411636538213,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",76,2026-04-08,54157,0.0014033273630371,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-08,54157,0.000276972505862585,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",12,2026-04-08,54157,0.000221578004690068,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",3,2026-04-08,54157,5.53945011725169e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16036,2026-04-09,52615,0.304780005701796,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8691,2026-04-09,52615,0.165181032025088,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7022,2026-04-09,52615,0.133460039912572,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5843,2026-04-09,52615,0.111051981374133,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4347,2026-04-09,52615,0.0826190249928728,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",3959,2026-04-09,52615,0.0752447020811556,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3459,2026-04-09,52615,0.065741708638221,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1850,2026-04-09,52615,0.0351610757388577,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",979,2026-04-09,52615,0.0186068611612658,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",247,2026-04-09,52615,0.00469447876080966,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",82,2026-04-09,52615,0.00155849092464126,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",76,2026-04-09,52615,0.00144445500332605,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-09,52615,0.000285089803288036,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-04-09,52615,0.000133041908201083,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",2,2026-04-09,52615,3.80119737717381e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16549,2026-04-10,54669,0.302712689092539,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9093,2026-04-10,54669,0.166328266476431,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7192,2026-04-10,54669,0.131555360441932,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6092,2026-04-10,54669,0.111434268049534,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4617,2026-04-10,54669,0.0844537123415464,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4194,2026-04-10,54669,0.0767162377215607,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3581,2026-04-10,54669,0.0655033016883426,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1881,2026-04-10,54669,0.0344070679910004,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",1000,2026-04-10,54669,0.0182919021749072,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",289,2026-04-10,54669,0.00528635972854817,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",82,2026-04-10,54669,0.00149993597834239,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",76,2026-04-10,54669,0.00139018456529294,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-10,54669,0.000274378532623608,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-04-10,54669,0.00012804331522435,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-04-10,54669,1.82919021749072e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16255,2026-04-11,54480,0.29836637298091,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9095,2026-04-11,54480,0.166941997063142,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7029,2026-04-11,54480,0.129019823788546,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6261,2026-04-11,54480,0.114922907488987,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4618,2026-04-11,54480,0.0847650513950073,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4297,2026-04-11,54480,0.0788729809104258,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3616,2026-04-11,54480,0.0663729809104258,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1824,2026-04-11,54480,0.0334801762114537,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",970,2026-04-11,54480,0.0178046989720999,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",313,2026-04-11,54480,0.00574522760646109,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",97,2026-04-11,54480,0.00178046989720999,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",82,2026-04-11,54480,0.00150513950073421,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",15,2026-04-11,54480,0.000275330396475771,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-04-11,54480,0.00012848751835536,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-04-11,54480,1.83553597650514e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16531,2026-04-12,55192,0.299518046093637,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9164,2026-04-12,55192,0.166038556312509,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7162,2026-04-12,55192,0.129765183359907,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6281,2026-04-12,55192,0.113802725032613,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4570,2026-04-12,55192,0.0828018553413538,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4456,2026-04-12,55192,0.0807363385997971,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3652,2026-04-12,55192,0.0661690100014495,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1843,2026-04-12,55192,0.0333925206551674,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",997,2026-04-12,55192,0.0180642122046673,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",298,2026-04-12,55192,0.00539933323670097,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",130,2026-04-12,55192,0.00235541382809103,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",82,2026-04-12,55192,0.00148572256848819,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",18,2026-04-12,55192,0.000326134222351065,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-04-12,55192,0.000126829975358748,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-04-12,55192,1.81185679083925e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16305,2026-04-13,53895,0.302532702477039,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8800,2026-04-13,53895,0.163280452732164,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7057,2026-04-13,53895,0.130939790333055,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6135,2026-04-13,53895,0.113832451989981,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4558,2026-04-13,53895,0.0845718526765006,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4289,2026-04-13,53895,0.0795806661100288,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3564,2026-04-13,53895,0.0661285833565266,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1825,2026-04-13,53895,0.0338621393450227,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",958,2026-04-13,53895,0.0177753038315243,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",218,2026-04-13,53895,0.00404490212450135,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",112,2026-04-13,53895,0.00207811485295482,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",59,2026-04-13,53895,0.00109472121718156,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",7,2026-04-13,53895,0.000129882178309676,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",7,2026-04-13,53895,0.000129882178309676,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"UN","Unknown",1,2026-04-13,53895,1.85545969013823e-05,1.78272503783834e-05,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16651,2026-04-14,54278,0.306772541361141,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8767,2026-04-14,54278,0.161520321308818,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7220,2026-04-14,54278,0.133018902686171,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6265,2026-04-14,54278,0.115424297136962,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4560,2026-04-14,54278,0.0840119385386344,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4157,2026-04-14,54278,0.0765871992335753,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
