"catcher_id","catcher_name","team","called_pitches","called_strikes","called_strike_rate","expected_called_strike_rate","adjusted_called_strike_rate","extra_strikes","framing_logit_effect","framing_runs_estimate","framing_rate_above_expected","framing_score","reliability","model_version","source_through","generated_at_utc"
"671056","Iván Herrera","St. Louis Cardinals",11694,3667,0.313579613476997,0.292445086716482,0.304887835411907,247.147155937458,0.0982876564745225,30.8933944921823,0.0211345267605147,110.567263380257,0.981534329360416,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"693307","Dillon Dingler","Detroit Tigers",10087,3186,0.315852086844453,0.292166156062966,0.306038157939749,238.919983792864,0.10964595816622,29.8649979741079,0.0236859307814874,111.842965390744,0.978655282817503,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"661388","William Contreras","Milwaukee Brewers",9809,3216,0.327862167397288,0.304433096543964,0.318040597084225,229.815756000253,0.10607256259977,28.7269695000316,0.0234290708533238,111.714535426662,0.978063615515007,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"669224","Austin Wells","New York Yankees",7723,2489,0.322284086494885,0.293669168766403,0.310237868387296,220.993009617067,0.130704101970839,27.6241262021333,0.028614917728482,114.307458864241,0.972302656427043,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"689414","Liam Hicks","Miami Marlins",7224,2387,0.330426356589147,0.300321851853815,0.317636139276035,217.474942208041,0.135484228986074,27.1843677760051,0.0301045047353323,115.052252367666,0.970445996775927,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"686948","Drake Baldwin","Atlanta Braves",9769,3002,0.307298597604668,0.287042938211973,0.298858873762897,197.87753660724,0.0949136556081172,24.734692075905,0.0202556593926952,110.127829696348,0.977975773350686,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"592663","J.T. Realmuto","Philadelphia Phillies",8531,2703,0.316844449654202,0.297292415399739,0.308707142708737,166.798404224826,0.0896412020609247,20.8498005281032,0.0195520342544632,109.776017127232,0.974860015998172,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"696100","Hunter Goodman","Colorado Rockies",9282,2819,0.303706097823745,0.285782653458574,0.296315677516136,166.36541059752,0.0842812233730277,20.79567632469,0.0179234443651713,108.961722182586,0.976846979583246,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"660688","Keibert Ruiz","Washington Nationals",6672,2142,0.321043165467626,0.296524448597737,0.310699236385038,163.588878955896,0.111328549825915,20.448609869487,0.0245187168698885,112.259358434944,0.968078932095183,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"682626","Francisco Alvarez","New York Mets",7525,2352,0.312558139534884,0.291323884927264,0.303691430575594,159.78776592234,0.0979675192715512,19.9734707402925,0.0212342546076199,110.61712730381,0.971594577146546,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"672515","Gabriel Moreno","Arizona Diamondbacks",7913,2395,0.302666498167572,0.283704442108751,0.294708998900343,150.046749593454,0.089096202108893,18.7558436991817,0.0189620560588214,109.481028029411,0.972949711053732,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
"608348","Carson Kelly","Chicago Cubs",7381,2307,0.312559273811137,0.292503274298557,0.304130356636242,148.033332402348,0.0923726412401784,18.5041665502935,0.0200559995125793,110.02799975629,0.971056439942113,"catcher_framing_location_v1","2026-09-19","2026-09-20 14:05:21 UTC"
