"opportunities","advancements_allowed","observed_advancement_rate","expected_advancement_rate","adjusted_advancement_rate","advancements_prevented","advancement_runs_saved","player_id","player_name","team","position","reliability","runs_saved_per_100","advancement_prevention_score","model_version","source_through","generated_at_utc"
47,13,0.276595744680851,0.302117641687801,0.309323666485986,1.19952915932666,-0.00759503129259172,"657656","Ramón Laureano","San Diego Padres","LF",0.401709401709402,-0.0161596410480675,99.2407806666094,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,5,0.714285714285714,0.379906764688383,0.387263783000619,-2.34065264718132,-0.653480869535941,"657656","Ramón Laureano","San Diego Padres","RF",0.0909090909090909,-9.33544099337059,90.1507735581779,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
17,10,0.588235294117647,0.558278594621552,0.562282495074134,-0.509263891433611,-0.0513213715339261,"657757","Gavin Sheets","San Diego Padres","1B",0.195402298850575,-0.301890420787801,101.079955794184,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
36,11,0.305555555555556,0.318299689366422,0.321858508236901,0.458788817191179,0.00415804946759223,"657757","Gavin Sheets","San Diego Padres","LF",0.339622641509434,0.0115501374099784,99.3570151253317,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
5,2,0.4,0.294032503500054,0.297548305538165,-0.529837482499728,-0.0664044359209715,"657757","Gavin Sheets","San Diego Padres","RF",0.0666666666666667,-1.32808871841943,99.5149300417162,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
9,6,0.666666666666667,0.465958473829621,0.487054320071259,-1.80637373553341,-0.330153278918106,"660162","Yoán Moncada","Los Angeles Angels","3B",0.113924050632911,-3.66836976575673,93.4658624071637,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,1,0.333333333333333,0.58855470533285,0.579339401676982,0.765664115998551,0.170744329622259,"660271","Shohei Ohtani","Los Angeles Dodgers","P",0.0410958904109589,5.6914776540753,102.707735467037,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
122,54,0.442622950819672,0.449997109371213,0.446059746861582,0.899647343287984,0.337587602822819,"660670","Ronald Acuña Jr","Atlanta Braves","RF",0.635416666666667,0.27671114985477,103.42099420118,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
5,2,0.4,0.433783662412216,0.431675841297086,0.16891831206108,0.132617824450425,"660688","Keibert Ruiz","Washington Nationals","C",0.0666666666666667,2.6523564890085,102.725390833899,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
41,10,0.24390243902439,0.269805061468814,0.272659427988989,1.06200752022136,0.247894642632393,"660821","Jesús Sánchez","Toronto Blue Jays","LF",0.369369369369369,0.604621079591202,100.55936043142,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
45,20,0.444444444444444,0.407148654255285,0.410771953194096,-1.67831055851219,-0.606561229373822,"660821","Jesús Sánchez","Toronto Blue Jays","RF",0.391304347826087,-1.34791384305294,98.7771295065296,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
15,6,0.4,0.439855639966029,0.429196494030731,0.597834599490431,0.132891914202202,"660844","Leo Rivas","Seattle Mariners","3B",0.176470588235294,0.885946094681345,98.8596099701179,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
6,2,0.333333333333333,0.411277806163449,0.400612789069583,0.467666836980692,0.0809445732226436,"660844","Leo Rivas","Seattle Mariners","SS",0.0789473684210526,1.34907622037739,99.2427477858108,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.764666495031902,0.76798115315546,-0.235333504968098,-0.0470667009936196,"660853","Enyel De Los Santos","Houston Astros","P",0.0140845070422535,-4.70667009936196,99.2480558648243,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
4,3,0.75,0.532162485790164,0.543538254318498,-0.871350056839343,-0.199524236632731,"661388","William Contreras","Milwaukee Brewers","C",0.0540540540540541,-4.98810591581827,99.5117753193288,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,0,0,0.37026088888176,0.360066437476394,0.74052177776352,0.18513044444088,"661395","Jhoan Duran","Philadelphia Phillies","P",0.0277777777777778,9.256522222044,103.351456655536,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.590086922216075,0.598749940679641,-0.81982615556785,-0.196541691392824,"661563","Luis Gil","New York Yankees","P",0.0277777777777778,-9.8270845696412,97.3277517289827,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
43,21,0.488372093023256,0.365941731825591,0.396269238106079,-5.26450553149961,-1.88029993189102,"662139","Daulton Varsho","Houston Astros","CF",0.380530973451327,-4.37279053928144,92.3626882317287,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.262105444543287,0.2930253765453,0.262105444543287,0.0655263611358217,"662139","Daulton Varsho","Houston Astros","LF",0.0140845070422535,6.55263611358217,102.517913687533,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
136,58,0.426470588235294,0.394910813460334,0.425884602319592,-4.29212936939452,-2.36952375168406,"662139","Daulton Varsho","Toronto Blue Jays","CF",0.660194174757282,-1.74229687623828,100.096018023192,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.260621780876604,0.256951094094749,0.260621780876604,0.143341979482132,"662253","Andrés Muñoz","Seattle Mariners","P",0.0140845070422535,14.3341979482132,103.527743278456,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.80704458440875,0.803685396179822,-0.19295541559125,-0.106125478575188,"663330","Jahmai Jones","Boston Red Sox","LF",0.0140845070422535,-10.6125478575188,95.5667643174994,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
4,1,0.25,0.398497960965547,0.394526782836275,0.593991843862189,0.218806839692114,"663330","Jahmai Jones","Detroit Tigers","LF",0.0540540540540541,5.47017099230286,104.073946413615,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,1,0.333333333333333,0.410007877517671,0.407148837721415,0.230023632553014,0.181751706734114,"663362","Matt Waldron","San Diego Padres","P",0.0410958904109589,6.05839022447047,102.848604738536,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
8,3,0.375,0.331102881789179,0.338324819224865,-0.351176945686564,0.1136359078894,"663368","Blake Perkins","Milwaukee Brewers","CF",0.102564102564103,1.42044884861749,104.850623899277,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
6,0,0,0.258864908575236,0.265659740334669,1.55318945145142,0.57847015485336,"663368","Blake Perkins","Milwaukee Brewers","LF",0.0789473684210526,9.64116924755601,108.922407175391,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
9,6,0.666666666666667,0.444801220865175,0.453775796935856,-1.99678901221343,-0.800158399763886,"663368","Blake Perkins","Milwaukee Brewers","RF",0.113924050632911,-8.8906488862654,89.5515321545724,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,1,0.5,0.506132446701282,0.505990790151878,0.0122648934025649,0.0175804545991341,"663372","Ryan Feltner","Colorado Rockies","P",0.0277777777777778,0.879022729956707,100.707114550108,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.549455142939883,0.558758781298443,-0.901089714120234,-0.215382427151841,"663436","Davis Martin","Chicago White Sox","P",0.0277777777777778,-10.769121357592,97.0303995721019,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,2,0.285714285714286,0.285259280312226,0.284441743484289,-0.00318503781441895,-0.286751916006934,"663457","Lars Nootbaar","Arizona Diamondbacks","LF",0.0909090909090909,-4.0964559429562,95.4409214676156,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.225975442729988,0.225233262270145,0.225975442729988,0.101688949228495,"663457","Lars Nootbaar","Arizona Diamondbacks","RF",0.0140845070422535,10.1688949228495,105.023190930901,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,2,0.666666666666667,0.50213992733057,0.501225267589518,-0.493580218008291,-0.210324644593127,"663457","Lars Nootbaar","St. Louis Cardinals","CF",0.0410958904109589,-7.01082148643757,94.9491190321774,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
59,17,0.288135593220339,0.296603766090259,0.295832176870458,0.499622199325304,-0.232659572185201,"663457","Lars Nootbaar","St. Louis Cardinals","LF",0.457364341085271,-0.394338257941019,98.3171919924613,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
9,3,0.333333333333333,0.322941057533056,0.322093426289637,-0.0935304822024994,-0.0768361048387241,"663457","Lars Nootbaar","St. Louis Cardinals","RF",0.113924050632911,-0.853734498208046,99.9814967195471,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
4,4,1,0.801071010957682,0.811855251129969,-0.79571595616927,-0.198928989042318,"663494","Bryan Torres","St. Louis Cardinals","2B",0.0540540540540541,-4.97322472605794,94.1730146849453,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.181733963000623,0.192279504768754,0.181733963000623,0.0454334907501558,"663494","Bryan Torres","St. Louis Cardinals","3B",0.0140845070422535,4.54334907501558,101.264123104173,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
19,6,0.315789473684211,0.268857429328466,0.280543529177123,-0.891708842759141,-0.401628135545543,"663494","Bryan Torres","St. Louis Cardinals","LF",0.213483146067416,-2.11383229234496,96.1393588242458,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
65,32,0.492307692307692,0.499597675461781,0.50626151697651,0.473848905015776,0.728032569589139,"663538","Nico Hoerner","Chicago Cubs","2B",0.481481481481481,1.12005010706021,104.74143653789,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
18,10,0.555555555555556,0.457709324877719,0.465224712851404,-1.76123215220105,-0.388008950887245,"663538","Nico Hoerner","Chicago Cubs","SS",0.204545454545455,-2.15560528270692,91.3427692292479,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,1,0.5,0.697929266607169,0.692434611791503,0.395858533214338,0.0791717066428676,"663542","Bryan Hudson","Chicago White Sox","P",0.0277777777777778,3.95858533214338,101.67917274754,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
4,3,0.75,0.673485675878822,0.677600250920687,-0.306057296484712,-0.0584412706889264,"663554","Casey Mize","Detroit Tigers","P",0.0540540540540541,-1.46103176722316,99.9560314809627,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,2,0.666666666666667,0.621114481776958,0.622714648152566,-0.136656554669125,-0.0216769507248174,"663567","Peter Lambert","Houston Astros","P",0.0410958904109589,-0.72256502416058,100.245182825477,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.621076946854648,0.631425416946725,-0.757846106290705,-0.189461526572676,"663574","Tony Santillan","Cincinnati Reds","P",0.0277777777777778,-9.47307632863381,97.4394937706562,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
55,20,0.363636363636364,0.453818852545785,0.41823322148189,4.96003689001815,0.961141357073115,"663586","Austin Riley","Atlanta Braves","3B",0.44,1.74752974013294,100.287933657075,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
6,4,0.666666666666667,0.512401253451388,0.505758065139887,-0.925592479291675,-0.297249355207685,"663604","Brandon Lockridge","Milwaukee Brewers","CF",0.0789473684210526,-4.95415592012808,95.7451599740454,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
39,10,0.256410256410256,0.31022025028499,0.3052483986921,2.0985897611146,0.449670278929028,"663604","Brandon Lockridge","Milwaukee Brewers","LF",0.357798165137615,1.15300071520264,101.669806524001,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,1,0.5,0.277299847032629,0.272455927182337,-0.445400305934741,-0.11701199450935,"663604","Brandon Lockridge","Milwaukee Brewers","RF",0.0277777777777778,-5.85059972546748,96.7887833695624,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
132,42,0.318181818181818,0.330994223275193,0.324023843255798,1.69123747232548,-0.083521658760405,"663616","Trevor Larnach","Minnesota Twins","LF",0.653465346534653,-0.0632739839093978,98.9017142642457,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.725763897328074,0.729626510894678,-0.274236102671926,-0.0548472205343853,"663623","Jake Irvin","Washington Nationals","P",0.0140845070422535,-5.48472205343853,99.0731783777952,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
29,10,0.344827586206897,0.420166133984138,0.400866305842413,2.18481788553999,0.497834628624538,"663647","Ke'Bryan Hayes","Cincinnati Reds","3B",0.292929292929293,1.71667113318806,100.173897184188,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
182,86,0.472527472527473,0.409908412322676,0.448777622009439,-11.3966689572729,-4.805348127005,"663656","Kyle Tucker","Los Angeles Dodgers","RF",0.722222222222222,-2.64030116868406,94.1157297530349,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.66453780888955,0.673735269108568,-0.6709243822209,-0.153670941226835,"663687","Hogan Harris","Athletics","P",0.0277777777777778,-7.68354706134177,98.0043553495635,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.521433475034275,0.528174076185217,-0.478566524965725,-0.119641631241431,"663698","Joey Bart","Atlanta Braves","C",0.0140845070422535,-11.9641631241431,98.3794770402324,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.632769765957702,0.642970620224291,-0.734460468084597,-0.146892093616919,"663728","Cal Raleigh","Seattle Mariners","C",0.0277777777777778,-7.34460468084596,98.9994774953052,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,0,0,0.282128506305333,0.27056870369571,0.846385518916,0.374821557182508,"663738","Daniel Lynch IV","Kansas City Royals","P",0.0410958904109589,12.4940519060836,105.319457595193,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,5,0.714285714285714,0.487374436336961,0.507426048307434,-1.58837894564127,-0.376711081537634,"663743","Nick Fortes","Tampa Bay Rays","C",0.0909090909090909,-5.38158687910906,99.1703377531372,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
143,58,0.405594405594406,0.383522565660854,0.396071843884063,-3.15627311049788,-1.98039758175457,"663757","Trent Grisham","New York Yankees","CF",0.671361502347418,-1.38489341381438,101.488287146846,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.673539517351551,0.682600096710491,-0.652920965296898,-0.147615019368328,"663776","Patrick Sandoval","Boston Red Sox","P",0.0277777777777778,-7.3807509684164,98.0999323721151,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
67,32,0.477611940298507,0.413161337711352,0.4229572863549,-4.31819037333941,-2.12594584215762,"663837","Matt Vierling","Detroit Tigers","CF",0.489051094890511,-3.17305349575765,95.3284480765155,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
9,2,0.222222222222222,0.238668072641556,0.247500238329702,0.148012653774004,0.163674424696512,"663837","Matt Vierling","Detroit Tigers","LF",0.113924050632911,1.81860471885013,101.708811549431,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
17,4,0.235294117647059,0.36631928648855,0.376817889644552,2.22742787030535,0.306645297284817,"663837","Matt Vierling","Detroit Tigers","RF",0.195402298850575,1.80379586638128,104.492546177314,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,1,0.5,0.738687790678994,0.732064921730198,0.477375581357988,0.0954751162715975,"663855","Jordan Hicks","Chicago White Sox","P",0.0277777777777778,4.77375581357988,101.936479791151,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.300390528919275,0.296159716971947,0.300390528919275,0.0750976322298187,"663886","Tyler Stephenson","Cincinnati Reds","C",0.0140845070422535,7.50976322298187,102.20753124955,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,3,1,0.425716944414166,0.445622848884632,-1.7228491667575,-0.626209166063354,"663893","Brendon Little","Toronto Blue Jays","P",0.0410958904109589,-20.8736388687785,92.5085520271337,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
6,3,0.5,0.628226778451889,0.619139945213466,0.769360670711333,0.24266017047577,"663903","Brady Singer","Cincinnati Reds","P",0.0789473684210526,4.04433617459616,102.876472047538,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.656117497909287,0.660961133156039,-0.343882502090713,-0.0859706255226782,"663947","Tyler Holton","Detroit Tigers","P",0.0140845070422535,-8.59706255226782,98.3736386075233,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
102,37,0.362745098039216,0.378231312127607,0.366066550460834,1.57959383701593,-0.833582748192154,"663968","Jake Mangum","Pittsburgh Pirates","CF",0.593023255813954,-0.81723798842368,103.47585010967,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
43,9,0.209302325581395,0.29382260972499,0.283132124207838,3.63437221817457,1.53045742808914,"663968","Jake Mangum","Pittsburgh Pirates","LF",0.380530973451327,3.55920332113754,106.78686154004,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
12,6,0.5,0.330180041482121,0.318164544171216,-2.03783950221455,-0.51041423755054,"663968","Jake Mangum","Pittsburgh Pirates","RF",0.146341463414634,-4.25345197958783,94.978541679401,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
4,2,0.5,0.557432010285798,0.569600169863451,0.229728041143193,0.0537624055105076,"663993","Nathaniel Lowe","Cincinnati Reds","1B",0.0540540540540541,1.34406013776269,101.752514638192,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,6,0.857142857142857,0.67409270129311,0.684130045700265,-1.28135109094823,-0.295881292714794,"663993","Nathaniel Lowe","Cleveland Guardians","1B",0.0909090909090909,-4.22687561021135,97.0735299109298,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
169,44,0.260355029585799,0.304563377130378,0.278188604686373,7.47121073503395,1.49320200285976,"664023","Ian Happ","Chicago Cubs","LF",0.707112970711297,0.883551480982108,101.574282814621,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
33,25,0.757575757575758,0.659850272864918,0.686501610821138,-3.22494099545772,-0.643906098600675,"664034","Ty France","San Diego Padres","1B",0.320388349514563,-1.95123060182023,98.4931506621076,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
57,35,0.614035087719298,0.512328321134672,0.548358278200296,-5.79728569532367,-1.83635886072273,"664040","Brandon Lowe","Pittsburgh Pirates","2B",0.448818897637795,-3.22168221179426,89.3518744860036,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
44,21,0.477272727272727,0.365290998508825,0.400415168797025,-4.92719606561171,-1.30562648278264,"664056","Harrison Bader","San Francisco Giants","CF",0.385964912280702,-2.96733291541509,96.4571808045277,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.714352748094799,0.72222867956734,-0.571294503810403,-0.130505605366096,"664199","Taylor Clarke","Arizona Diamondbacks","P",0.0277777777777778,-6.52528026830478,98.3699601046625,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,0,0,0.424359783522368,0.413819559864209,0.848719567044736,0.182891894863414,"664285","Framber Valdez","Detroit Tigers","P",0.0277777777777778,9.14459474317072,103.316126955377,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,0,0,0.658678401844736,0.649402047278655,0.658678401844736,0.164669600461184,"664353","José Urquidy","Chicago White Sox","P",0.0140845070422535,16.4669600461184,104.007109822244,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
42,20,0.476190476190476,0.418092896544046,0.422812368127064,-2.44009834515008,-1.395376464283,"664702","Myles Straw","Toronto Blue Jays","CF",0.375,-3.32232491495952,95.4749441819598,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
32,7,0.21875,0.261616975339652,0.265661481584273,1.37174321086888,0.303407070058293,"664702","Myles Straw","Toronto Blue Jays","LF",0.313725490196078,0.948147093932165,101.172065085034,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
27,9,0.333333333333333,0.339531319334673,0.344072215487257,0.167345622036169,-0.0836068793921152,"664702","Myles Straw","Toronto Blue Jays","RF",0.278350515463918,-0.309655108859686,101.074759702791,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
116,49,0.422413793103448,0.380746848713847,0.401514481865597,-4.83336554919375,-2.78755966561811,"664728","Kyle Isbel","Kansas City Royals","CF",0.623655913978495,-2.40306867725699,97.6138585365035,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
9,6,0.666666666666667,0.61434949177604,0.623873782671919,-0.470854574015641,-0.0313784599559616,"664761","Alec Bohm","Philadelphia Phillies","1B",0.113924050632911,-0.34864955506624,100.775758711492,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
67,30,0.447761194029851,0.428966627374527,0.439463640311039,-1.25923596590668,-0.0198487104973134,"664761","Alec Bohm","Philadelphia Phillies","3B",0.489051094890511,-0.0296249410407662,95.7616048988099,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
15,6,0.4,0.397602915047668,0.382259370814256,-0.0359562742849822,-0.237670059335495,"664770","Nathan Lukes","Toronto Blue Jays","CF",0.176470588235294,-1.58446706223663,100.364677652267,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
10,4,0.4,0.394720809662908,0.37991454408796,-0.0527919033709188,0.173628847582527,"664770","Nathan Lukes","Toronto Blue Jays","LF",0.125,1.73628847582527,101.690645795919,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
103,34,0.330097087378641,0.365847721828471,0.349918272288073,3.68231534833252,0.89579056170964,"664770","Nathan Lukes","Toronto Blue Jays","RF",0.595375722543353,0.869699574475379,105.070703013153,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,6,0.857142857142857,0.6466284096658,0.644994006409854,-1.4736011323394,-0.312955956400324,"664774","LaMonte Wade Jr","Houston Astros","1B",0.0909090909090909,-4.47079937714749,96.8458818495755,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
25,5,0.2,0.263422806632405,0.262163141576332,1.58557016581013,0.446594206535507,"664774","LaMonte Wade Jr","Houston Astros","LF",0.263157894736842,1.78637682614203,102.540723054433,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
7,3,0.428571428571429,0.439844748746955,0.438075531053372,0.0789132412286864,0.0292198560926169,"664774","LaMonte Wade Jr","Houston Astros","RF",0.0909090909090909,0.417426515608813,101.457106330466,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
3,3,1,0.52607637990413,0.549868494450415,-1.42177086028761,-0.331536637278113,"664954","Brett Sullivan","Colorado Rockies","C",0.0410958904109589,-11.0512212426038,97.5384349095278,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
1,1,1,0.687716691698296,0.707975559837049,-0.312283308301704,-0.078070827075426,"664954","Brett Sullivan","Colorado Rockies","P",0.0140845070422535,-7.8070827075426,98.5511970460381,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
90,34,0.377777777777778,0.350470280774148,0.356308304111813,-2.45767473032669,-1.49557344859635,"664983","Jake McCarthy","Colorado Rockies","CF",0.5625,-1.66174827621816,100.375676568606,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
87,25,0.28735632183908,0.300975108563463,0.306575266503125,1.18483444502126,-0.737571752942993,"664983","Jake McCarthy","Colorado Rockies","LF",0.554140127388535,-0.847783624072405,96.9959051169563,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
25,11,0.44,0.415402171833142,0.422181635971067,-0.614945704171459,0.141829970899716,"664983","Jake McCarthy","Colorado Rockies","RF",0.263157894736842,0.567319883598863,102.774758946135,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,2,1,0.719926204435654,0.727704592468669,-0.560147591128691,-0.125696327469881,"664991","Grant Wolfram","Baltimore Orioles","P",0.0277777777777778,-6.28481637349405,98.4458620850188,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
14,6,0.428571428571429,0.502723628236468,0.515907063239252,1.03813079531055,0.213286134697373,"665019","Kody Clemens","Minnesota Twins","1B",0.166666666666667,1.52347239069552,103.304030823739,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
32,18,0.5625,0.518243775088478,0.531738905104636,-1.4161991971687,-0.226957258901425,"665019","Kody Clemens","Minnesota Twins","2B",0.313725490196078,-0.709241434066954,98.4638927922837,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
12,6,0.5,0.32733080192638,0.340549776841614,-2.07203037688344,-0.739670700115015,"665019","Kody Clemens","Minnesota Twins","CF",0.146341463414634,-6.16392250095846,92.0081030236158,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
18,7,0.388888888888889,0.310168527344155,0.321891447187122,-1.41696650780522,-0.957242006794244,"665019","Kody Clemens","Minnesota Twins","LF",0.204545454545455,-5.31801114885691,91.2762346502422,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
32,11,0.34375,0.374604214871935,0.388056899865451,0.987334875901928,0.100306282735312,"665019","Kody Clemens","Minnesota Twins","RF",0.313725490196078,0.31345713354785,102.482933194969,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
2,1,0.5,0.529639813080583,0.530643880762766,0.0592796261611663,0.101951602232516,"665052","Griffin Conine","Miami Marlins","1B",0.0277777777777778,5.09758011162579,103.192702114529,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
5,1,0.2,0.157082809183867,0.157766095374045,-0.214585954080667,-0.0600742356745915,"665052","Griffin Conine","Miami Marlins","LF",0.0666666666666667,-1.20148471349183,98.646400807312,"sabrhood_runner_advancement_v1","2026-09-08","2026-09-09 14:18:42 UTC"
