"award","league","checkpoint_date","event_type","player_id","player_name","team","race_rating","detail","source_acquired_at_utc","source_through","source_note"
"MVP","AL",2026-04-12,"fastest_riser","670224","Kameron Misner","KCR",15.4,"Kameron Misner gained 3.6 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-04-19,"fastest_riser","682877","Juan Brito","CLE",16.9,"Juan Brito gained 5.9 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-04-26,"fastest_riser","457705","Andrew McCutchen","TEX",13.1,"Andrew McCutchen gained 3.7 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-03,"fastest_riser","666310","Bo Naylor","CLE",13.9,"Bo Naylor gained 4.2 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-10,"fastest_riser","608701","Rob Refsnyder","SEA",10.4,"Rob Refsnyder gained 3.5 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-17,"fastest_riser","608701","Rob Refsnyder","SEA",13.2,"Rob Refsnyder gained 2.8 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-24,"fastest_riser","670242","Matt Wallner","MIN",14.1,"Matt Wallner gained 1.1 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-31,"new_leader","670541","Yordan Alvarez","HOU",94.9,"Yordan Alvarez moved into first place.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-05-31,"fastest_riser","700337","Edgar Quero","CHW",10.1,"Edgar Quero gained 2.0 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
"MVP","AL",2026-06-07,"fastest_riser","700337","Edgar Quero","CHW",12,"Edgar Quero gained 1.9 rating points.","2026-07-23 18:42:38 UTC","2026-07-22","Cumulative FanGraphs date-range checkpoints via BaseballR; each rating uses only data available through its checkpoint."
