"batter_id","player_name","team","pitches","swings","whiffs","out_of_zone_pitches","chases","zone_swings","zone_contact","swing_rate","whiff_rate","chase_rate","zone_contact_rate","discipline_score","discipline_method","discipline_rank"
"808959","Munetaka Murakami","Chicago White Sox",1088,452,176,589,129,323,232,0.415441176470588,0.389380530973451,0.219015280135823,0.718266253869969,36.5,"pitch_level_chase_contact_profile_v1",272
"680728","Adrian Del Castillo","Arizona Diamondbacks",569,271,73,299,89,182,152,0.476274165202109,0.269372693726937,0.297658862876254,0.835164835164835,36.4,"pitch_level_chase_contact_profile_v1",273
"663330","Jahmai Jones","Detroit Tigers",331,161,46,177,50,111,92,0.486404833836858,0.285714285714286,0.282485875706215,0.828828828828829,36.3,"pitch_level_chase_contact_profile_v1",274
"671218","Heliot Ramos","San Francisco Giants",708,386,95,382,142,244,214,0.545197740112994,0.246113989637306,0.371727748691099,0.877049180327869,36,"pitch_level_chase_contact_profile_v1",275
"676356","Jonny DeLuca","Tampa Bay Rays",465,243,55,245,92,151,131,0.52258064516129,0.226337448559671,0.375510204081633,0.867549668874172,35.7,"pitch_level_chase_contact_profile_v1",276
"641857","Ryan McMahon","New York Yankees",749,346,101,375,114,232,197,0.461949265687583,0.291907514450867,0.304,0.849137931034483,35.6,"pitch_level_chase_contact_profile_v1",277
"682663","Agust<U+00ED>n Ram<U+00ED>rez","Miami Marlins",494,239,71,252,67,172,138,0.483805668016194,0.297071129707113,0.265873015873016,0.802325581395349,35.3,"pitch_level_chase_contact_profile_v1",278
"686668","Brenton Doyle","Colorado Rockies",425,227,64,226,80,147,129,0.534117647058823,0.281938325991189,0.353982300884956,0.877551020408163,35.2,"pitch_level_chase_contact_profile_v1",279
"663968","Jake Mangum","Pittsburgh Pirates",560,330,55,300,142,188,160,0.589285714285714,0.166666666666667,0.473333333333333,0.851063829787234,34.9,"pitch_level_chase_contact_profile_v1",280
"666160","Mickey Moniak","Colorado Rockies",576,333,83,304,126,207,183,0.578125,0.249249249249249,0.414473684210526,0.884057971014493,34.4,"pitch_level_chase_contact_profile_v1",281
"681715","Heriberto Hern<U+00E1>ndez","Miami Marlins",540,249,78,294,77,172,137,0.461111111111111,0.313253012048193,0.261904761904762,0.796511627906977,34,"pitch_level_chase_contact_profile_v1",282
"672960","Kazuma Okamoto","Toronto Blue Jays",1219,539,176,638,165,374,297,0.442165709598031,0.326530612244898,0.258620689655172,0.794117647058823,33.7,"pitch_level_chase_contact_profile_v1",283
"624641","Edmundo Sosa","Philadelphia Phillies",423,257,58,240,128,129,113,0.607565011820331,0.22568093385214,0.533333333333333,0.875968992248062,33.6,"pitch_level_chase_contact_profile_v1",284
"678882","Ceddanne Rafaela","Boston Red Sox",954,496,111,495,191,305,263,0.519916142557652,0.223790322580645,0.385858585858586,0.862295081967213,33.5,"pitch_level_chase_contact_profile_v1",285
"677942","Blaze Alexander","Baltimore Orioles",640,363,91,317,96,267,216,0.5671875,0.25068870523416,0.302839116719243,0.808988764044944,32.9,"pitch_level_chase_contact_profile_v1",286
"682177","Daniel Schneemann","Cleveland Guardians",780,377,108,392,133,242,210,0.483333333333333,0.286472148541114,0.339285714285714,0.867768595041322,32.9,"pitch_level_chase_contact_profile_v1",287
"669224","Austin Wells","New York Yankees",692,324,88,370,106,218,174,0.468208092485549,0.271604938271605,0.286486486486487,0.798165137614679,32.8,"pitch_level_chase_contact_profile_v1",288
"691723","Coby Mayo","Baltimore Orioles",798,371,109,412,126,245,206,0.464912280701754,0.293800539083558,0.305825242718447,0.840816326530612,32.7,"pitch_level_chase_contact_profile_v1",289
"701358","Cam Smith","Houston Astros",1097,513,152,568,164,349,287,0.467639015496809,0.296296296296296,0.288732394366197,0.822349570200573,32.4,"pitch_level_chase_contact_profile_v1",290
"681393","Connor Norby","Miami Marlins",828,411,121,427,116,295,233,0.496376811594203,0.294403892944039,0.271662763466042,0.789830508474576,32.3,"pitch_level_chase_contact_profile_v1",291
"681807","David Fry","Cleveland Guardians",484,202,61,261,68,134,101,0.417355371900826,0.301980198019802,0.260536398467433,0.753731343283582,32.2,"pitch_level_chase_contact_profile_v1",292
"502671","Paul Goldschmidt","New York Yankees",673,326,76,349,112,214,175,0.484398216939079,0.233128834355828,0.320916905444126,0.817757009345794,32.1,"pitch_level_chase_contact_profile_v1",293
"694728","Brice Matthews","Houston Astros",738,339,118,367,93,246,186,0.459349593495935,0.348082595870207,0.253405994550409,0.75609756097561,31.9,"pitch_level_chase_contact_profile_v1",294
"682818","Yohendrick Pi<U+00F1>ango","Toronto Blue Jays",488,247,54,249,83,164,134,0.506147540983607,0.218623481781377,0.333333333333333,0.817073170731707,31.4,"pitch_level_chase_contact_profile_v1",295
"700932","Kyle Manzardo","Cleveland Guardians",903,418,117,489,153,261,217,0.462901439645626,0.279904306220096,0.312883435582822,0.831417624521073,31.2,"pitch_level_chase_contact_profile_v1",296
"694208","Mois<U+00E9>s Ballesteros","Chicago Cubs",642,319,78,372,134,185,158,0.496884735202492,0.244514106583072,0.360215053763441,0.854054054054054,31,"pitch_level_chase_contact_profile_v1",297
"701538","Jackson Merrill","San Diego Padres",1132,619,153,621,212,407,345,0.546819787985866,0.247172859450727,0.341384863123994,0.847665847665848,30.9,"pitch_level_chase_contact_profile_v1",298
"677594","Julio Rodr<U+00ED>guez","Seattle Mariners",1224,645,162,678,264,381,331,0.526960784313726,0.251162790697674,0.389380530973451,0.868766404199475,30.8,"pitch_level_chase_contact_profile_v1",299
"665966","Carlos Narv<U+00E1>ez","Boston Red Sox",540,283,74,264,90,193,164,0.524074074074074,0.261484098939929,0.340909090909091,0.849740932642487,30.4,"pitch_level_chase_contact_profile_v1",300
"682998","Corbin Carroll","Arizona Diamondbacks",1117,507,136,611,183,321,256,0.453894359892569,0.268244575936884,0.299509001636661,0.797507788161994,30.3,"pitch_level_chase_contact_profile_v1",301
"666176","Jo Adell","Los Angeles Angels",1149,648,160,609,233,413,356,0.563968668407311,0.246913580246914,0.382594417077176,0.861985472154964,29.7,"pitch_level_chase_contact_profile_v1",302
"676609","Jos<U+00E9> Caballero","New York Yankees",838,411,92,438,151,260,215,0.490453460620525,0.223844282238443,0.344748858447489,0.826923076923077,29.6,"pitch_level_chase_contact_profile_v1",303
"665862","Jazz Chisholm Jr.","New York Yankees",1120,486,141,599,169,317,246,0.433928571428571,0.290123456790123,0.282136894824708,0.77602523659306,29.4,"pitch_level_chase_contact_profile_v1",304
"681297","Colton Cowser","Baltimore Orioles",738,326,102,393,109,217,170,0.441734417344173,0.312883435582822,0.27735368956743,0.783410138248848,28.9,"pitch_level_chase_contact_profile_v1",305
"624585","Jorge Soler","Los Angeles Angels",980,462,153,510,144,318,254,0.471428571428571,0.331168831168831,0.282352941176471,0.79874213836478,28.5,"pitch_level_chase_contact_profile_v1",306
"669236","Jeremiah Jackson","Baltimore Orioles",611,363,88,293,112,251,214,0.594108019639935,0.242424242424242,0.382252559726962,0.852589641434263,28.5,"pitch_level_chase_contact_profile_v1",307
"677649","Ezequiel Duran","Texas Rangers",856,424,109,450,162,262,223,0.495327102803738,0.257075471698113,0.36,0.851145038167939,28.5,"pitch_level_chase_contact_profile_v1",308
"660821","Jes<U+00FA>s S<U+00E1>nchez","Toronto Blue Jays",794,438,97,418,165,273,231,0.551637279596977,0.221461187214612,0.394736842105263,0.846153846153846,28.4,"pitch_level_chase_contact_profile_v1",309
"608369","Corey Seager","Texas Rangers",755,386,121,431,125,261,210,0.511258278145695,0.313471502590674,0.290023201856148,0.804597701149425,28.2,"pitch_level_chase_contact_profile_v1",310
"666969","Adolis Garc<U+00ED>a","Philadelphia Phillies",1082,491,154,581,173,318,259,0.453789279112754,0.313645621181263,0.29776247848537,0.814465408805031,28.1,"pitch_level_chase_contact_profile_v1",311
"683357","Owen Caissie","Miami Marlins",804,374,121,434,129,245,199,0.465174129353234,0.323529411764706,0.297235023041475,0.812244897959184,27.8,"pitch_level_chase_contact_profile_v1",312
"694388","Joey Loperfido","Houston Astros",331,155,48,168,47,108,84,0.468277945619335,0.309677419354839,0.279761904761905,0.777777777777778,27.8,"pitch_level_chase_contact_profile_v1",313
"687221","Dalton Rushing","Los Angeles Dodgers",492,242,68,265,82,160,129,0.491869918699187,0.28099173553719,0.309433962264151,0.80625,27.6,"pitch_level_chase_contact_profile_v1",314
"687263","Zach Neto","Los Angeles Angels",1252,626,182,684,225,398,336,0.5,0.29073482428115,0.328947368421053,0.844221105527638,27.5,"pitch_level_chase_contact_profile_v1",315
"575929","Willson Contreras","Boston Red Sox",1060,517,148,577,193,324,274,0.487735849056604,0.286266924564797,0.334488734835355,0.845679012345679,27.2,"pitch_level_chase_contact_profile_v1",316
"663586","Austin Riley","Atlanta Braves",1166,547,158,647,206,341,282,0.469125214408233,0.288848263254113,0.31839258114374,0.826979472140763,27.2,"pitch_level_chase_contact_profile_v1",317
"682626","Francisco Alvarez","New York Mets",577,266,72,310,102,164,136,0.461005199306759,0.270676691729323,0.329032258064516,0.829268292682927,27.1,"pitch_level_chase_contact_profile_v1",318
"691718","Pete Crow-Armstrong","Chicago Cubs",1149,599,153,623,238,361,308,0.521322889469104,0.25542570951586,0.382022471910112,0.853185595567867,27,"pitch_level_chase_contact_profile_v1",319
"665926","Andr<U+00E9>s Gim<U+00E9>nez","Toronto Blue Jays",887,505,113,469,202,303,257,0.569334836527621,0.223762376237624,0.430703624733475,0.848184818481848,26.7,"pitch_level_chase_contact_profile_v1",320
"547180","Bryce Harper","Philadelphia Phillies",1145,581,165,665,225,356,301,0.507423580786026,0.283993115318417,0.338345864661654,0.845505617977528,26.6,"pitch_level_chase_contact_profile_v1",321
"668227","Randy Arozarena","Seattle Mariners",1199,573,140,625,201,372,293,0.47789824854045,0.244328097731239,0.3216,0.787634408602151,26.2,"pitch_level_chase_contact_profile_v1",322
"682928","CJ Abrams","Washington Nationals",1138,577,151,607,214,363,305,0.507029876977153,0.261698440207972,0.352553542009885,0.840220385674931,26,"pitch_level_chase_contact_profile_v1",323
"672724","Oswald Peraza","Los Angeles Angels",793,442,119,415,159,283,242,0.557377049180328,0.269230769230769,0.383132530120482,0.855123674911661,25.9,"pitch_level_chase_contact_profile_v1",324
"806068","Colt Emerson","Seattle Mariners",361,180,48,183,58,122,97,0.498614958448753,0.266666666666667,0.316939890710383,0.795081967213115,25.8,"pitch_level_chase_contact_profile_v1",325
"691011","Drew Romo","Chicago White Sox",349,169,53,195,63,106,89,0.484240687679083,0.313609467455621,0.323076923076923,0.839622641509434,25.7,"pitch_level_chase_contact_profile_v1",326
"703607","Henry Bolte","Athletics",338,176,55,167,51,123,99,0.520710059171598,0.3125,0.305389221556886,0.804878048780488,25.2,"pitch_level_chase_contact_profile_v1",327
"553993","Eugenio Su<U+00E1>rez","Cincinnati Reds",684,319,100,359,112,207,169,0.466374269005848,0.313479623824451,0.311977715877437,0.816425120772947,25.1,"pitch_level_chase_contact_profile_v1",328
"669004","MJ Melendez","New York Mets",510,236,74,273,79,157,121,0.462745098039216,0.313559322033898,0.289377289377289,0.770700636942675,24.6,"pitch_level_chase_contact_profile_v1",329
"686527","Dominic Canzone","Seattle Mariners",683,324,87,368,122,202,164,0.474377745241581,0.268518518518519,0.331521739130435,0.811881188118812,24.2,"pitch_level_chase_contact_profile_v1",330
"521692","Salvador Perez","Kansas City Royals",1037,597,146,606,280,317,270,0.575699132111861,0.244556113902848,0.462046204620462,0.851735015772871,24,"pitch_level_chase_contact_profile_v1",331
"664034","Ty France","San Diego Padres",565,301,82,278,93,208,170,0.532743362831858,0.272425249169435,0.334532374100719,0.817307692307692,23.7,"pitch_level_chase_contact_profile_v1",332
"646240","Rafael Devers","San Francisco Giants",1242,621,176,623,191,430,319,0.5,0.28341384863124,0.306581059390048,0.741860465116279,23.2,"pitch_level_chase_contact_profile_v1",333
"657656","Ram<U+00F3>n Laureano","San Diego Padres",847,428,129,452,148,280,231,0.505312868949233,0.301401869158879,0.327433628318584,0.825,23.2,"pitch_level_chase_contact_profile_v1",334
"694212","Samuel Basallo","Baltimore Orioles",767,403,113,433,172,231,197,0.525423728813559,0.280397022332506,0.397228637413395,0.852813852813853,23,"pitch_level_chase_contact_profile_v1",335
"642708","Amed Rosario","New York Yankees",398,227,56,212,90,137,116,0.57035175879397,0.246696035242291,0.424528301886792,0.846715328467153,22.9,"pitch_level_chase_contact_profile_v1",336
"650489","Willi Castro","Colorado Rockies",954,506,134,531,196,310,259,0.530398322851153,0.264822134387352,0.369114877589454,0.835483870967742,22.9,"pitch_level_chase_contact_profile_v1",337
"668904","Royce Lewis","Minnesota Twins",604,290,92,322,101,189,152,0.480132450331126,0.317241379310345,0.313664596273292,0.804232804232804,22.7,"pitch_level_chase_contact_profile_v1",338
"695506","Jac Caglianone","Kansas City Royals",940,460,136,523,174,286,236,0.48936170212766,0.295652173913043,0.332695984703633,0.825174825174825,22.6,"pitch_level_chase_contact_profile_v1",339
"664040","Brandon Lowe","Pittsburgh Pirates",1181,573,185,649,210,363,299,0.485182049110923,0.322862129144852,0.323574730354391,0.823691460055096,22.5,"pitch_level_chase_contact_profile_v1",340
"621439","Byron Buxton","Minnesota Twins",1003,536,160,536,191,345,291,0.534396809571286,0.298507462686567,0.35634328358209,0.843478260869565,22.1,"pitch_level_chase_contact_profile_v1",341
"643217","Andrew Benintendi","Chicago White Sox",864,450,126,454,147,303,240,0.520833333333333,0.28,0.323788546255507,0.792079207920792,22.1,"pitch_level_chase_contact_profile_v1",342
"666139","Josh Lowe","Los Angeles Angels",562,311,78,281,104,207,170,0.55338078291815,0.2508038585209,0.370106761565836,0.821256038647343,21.4,"pitch_level_chase_contact_profile_v1",343
"695657","Colson Montgomery","Chicago White Sox",1053,547,187,566,178,369,296,0.519468186134853,0.341864716636197,0.314487632508834,0.802168021680217,21.4,"pitch_level_chase_contact_profile_v1",344
"519317","Giancarlo Stanton","New York Yankees",384,173,61,208,63,110,85,0.450520833333333,0.352601156069364,0.302884615384615,0.772727272727273,21.1,"pitch_level_chase_contact_profile_v1",345
"701675","Nathan Church","St. Louis Cardinals",681,391,89,367,171,220,182,0.574155653450808,0.227621483375959,0.465940054495913,0.827272727272727,20.8,"pitch_level_chase_contact_profile_v1",346
"666211","Taylor Trammell","Houston Astros",302,141,56,151,46,95,72,0.466887417218543,0.397163120567376,0.304635761589404,0.757894736842105,19.4,"pitch_level_chase_contact_profile_v1",347
"691777","Max Muncy","Athletics",475,243,74,250,90,153,128,0.511578947368421,0.304526748971193,0.36,0.836601307189543,19.2,"pitch_level_chase_contact_profile_v1",348
"622761","Jorge Mateo","Atlanta Braves",399,215,57,211,84,131,109,0.538847117794486,0.265116279069767,0.398104265402844,0.83206106870229,18.9,"pitch_level_chase_contact_profile_v1",349
"667670","Brent Rooker","Athletics",727,361,131,390,121,240,185,0.49656121045392,0.362880886426593,0.31025641025641,0.770833333333333,18.6,"pitch_level_chase_contact_profile_v1",350
"677588","Jos<U+00E9> Tena","Washington Nationals",562,282,94,290,91,191,146,0.501779359430605,0.333333333333333,0.313793103448276,0.764397905759162,18.2,"pitch_level_chase_contact_profile_v1",351
"678662","Ezequiel Tovar","Colorado Rockies",952,589,155,517,234,355,298,0.618697478991597,0.263157894736842,0.452611218568665,0.83943661971831,18,"pitch_level_chase_contact_profile_v1",352
"691023","Jordan Walker","St. Louis Cardinals",1057,550,159,573,204,346,280,0.520340586565752,0.289090909090909,0.356020942408377,0.809248554913295,17.7,"pitch_level_chase_contact_profile_v1",353
"680776","Jarren Duran","Boston Red Sox",1050,507,172,557,195,312,257,0.482857142857143,0.339250493096647,0.350089766606822,0.823717948717949,17.2,"pitch_level_chase_contact_profile_v1",354
"804606","Konnor Griffin","Pittsburgh Pirates",795,405,122,422,157,248,206,0.509433962264151,0.301234567901235,0.372037914691943,0.830645161290323,17.1,"pitch_level_chase_contact_profile_v1",355
"669357","Nolan Gorman","St. Louis Cardinals",947,473,176,502,159,314,233,0.499472016895459,0.372093023255814,0.316733067729084,0.74203821656051,16.3,"pitch_level_chase_contact_profile_v1",356
"681481","Kerry Carpenter","Detroit Tigers",628,317,89,356,131,186,149,0.504777070063694,0.280757097791798,0.367977528089888,0.801075268817204,16.2,"pitch_level_chase_contact_profile_v1",357
"670242","Matt Wallner","Minnesota Twins",562,293,120,291,92,201,144,0.52135231316726,0.409556313993174,0.316151202749141,0.716417910447761,15.8,"pitch_level_chase_contact_profile_v1",358
"668901","Mark Vientos","New York Mets",730,408,121,377,140,268,219,0.558904109589041,0.29656862745098,0.371352785145889,0.817164179104478,15.6,"pitch_level_chase_contact_profile_v1",359
"665833","Oneil Cruz","Pittsburgh Pirates",1157,505,180,655,212,293,226,0.43647363872083,0.356435643564356,0.323664122137405,0.771331058020478,15.4,"pitch_level_chase_contact_profile_v1",360
"691781","Brady House","Washington Nationals",661,345,105,349,117,228,176,0.521936459909228,0.304347826086957,0.335243553008596,0.771929824561403,14.9,"pitch_level_chase_contact_profile_v1",361
"669394","Jake Burger","Texas Rangers",1006,501,162,558,209,292,242,0.498011928429423,0.323353293413174,0.374551971326165,0.828767123287671,14.8,"pitch_level_chase_contact_profile_v1",362
"687597","Jordan Beck","Colorado Rockies",339,184,52,188,77,107,88,0.542772861356932,0.282608695652174,0.409574468085106,0.822429906542056,14.8,"pitch_level_chase_contact_profile_v1",363
"681546","James Outman","Detroit Tigers",309,167,65,162,52,115,85,0.540453074433657,0.389221556886228,0.320987654320988,0.739130434782609,14.7,"pitch_level_chase_contact_profile_v1",364
"664056","Harrison Bader","San Francisco Giants",421,225,67,217,84,141,115,0.534441805225653,0.297777777777778,0.387096774193548,0.815602836879433,13.4,"pitch_level_chase_contact_profile_v1",365
"695336","Thomas Saggese","St. Louis Cardinals",326,176,51,176,65,111,88,0.539877300613497,0.289772727272727,0.369318181818182,0.792792792792793,13.4,"pitch_level_chase_contact_profile_v1",366
"669065","Kyle Stowers","Miami Marlins",782,414,135,422,145,269,211,0.529411764705882,0.326086956521739,0.343601895734597,0.784386617100372,12.9,"pitch_level_chase_contact_profile_v1",367
"656484","Tristan Gray","Minnesota Twins",537,297,87,285,109,188,150,0.553072625698324,0.292929292929293,0.382456140350877,0.797872340425532,12.2,"pitch_level_chase_contact_profile_v1",368
"596115","Trevor Story","Boston Red Sox",655,363,103,361,159,204,165,0.554198473282443,0.283746556473829,0.440443213296399,0.808823529411765,11.4,"pitch_level_chase_contact_profile_v1",369
"670042","Luke Raley","Seattle Mariners",808,434,173,425,141,293,207,0.537128712871287,0.398617511520737,0.331764705882353,0.706484641638225,11.4,"pitch_level_chase_contact_profile_v1",370
"663728","Cal Raleigh","Seattle Mariners",797,423,122,443,168,255,195,0.530740276035132,0.288416075650118,0.379232505643341,0.764705882352941,10.3,"pitch_level_chase_contact_profile_v1",371
"656537","Derek Hill","Philadelphia Phillies",379,196,70,209,74,122,92,0.517150395778364,0.357142857142857,0.354066985645933,0.754098360655738,9.2,"pitch_level_chase_contact_profile_v1",372
"696100","Hunter Goodman","Colorado Rockies",1039,571,187,591,246,325,259,0.549566891241578,0.327495621716287,0.416243654822335,0.796923076923077,6.8,"pitch_level_chase_contact_profile_v1",373
"592206","Nick Castellanos","San Diego Padres",477,272,87,264,106,166,130,0.570230607966457,0.319852941176471,0.401515151515151,0.783132530120482,6.5,"pitch_level_chase_contact_profile_v1",374
