"snapshots","archived_game_rows","eligible_unique_games","settled_games","archived_player_rows","eligible_unique_player_rows","settled_player_rows","archived_matchup_rows","eligible_unique_matchup_rows","settled_matchup_plate_appearances","archived_state_game_rows","eligible_unique_state_games","settled_state_games","archived_state_reliever_rows","eligible_state_reliever_rows","settled_state_reliever_rows","next_action","leakage_rule"
320,4431,418,418,356852,46182,46008,47772,6116,14666,2502,333,333,29553,3940,3940,"fit and validate live probability calibration","late snapshots excluded; first eligible snapshot wins; model versions evaluated separately"
