"model_version","source_start_date","source_through","games","batted_ball_opportunities","credited_fielders","fielder_id_coverage","advancement_opportunities","advancement_fielder_coverage","official_fielding_rows","gold_glove_watch_rows","play_of_day_rows","publication_status","generated_at_utc"
"sabrhood_fielding_engine_v1","2026-03-25","2026-09-05",2139,104550,877,0.921539933046389,29292,0.911033729345896,637,421,162,"development; expected-out model does not include starting position, jump, route, wall, or opportunity time; official FRV remains separate","2026-09-06 13:33:25 UTC"
