"checked_at_utc","source_acquired_at_utc","hitter_rows","pitcher_rows","hitter_pa","pitcher_batters_faced","content_advanced","status"
"2026-08-01 16:40:41 UTC","2026-08-01 16:40:25 UTC",1265,729,121643,119406,TRUE,"pass"
