"story_id","category","subject","team","headline","evidence","source_score","confidence","destination","story_score","story_score_method","category_rank","daily_shortlist","queue_rank"
"pitch_identity_702193_FF","pitch_identity","Andrew Morris","Minnesota Twins","Andrew Morris's Four-Seam Fastball: 96.3 mph, 18.5% whiffs","Pitch quality score 54.9.",54.9,0.555,"pitch-lab.html",55,"cross_product_editorial_queue_v1",426,FALSE,1053
"pitch_identity_518876_CH","pitch_identity","Merrill Kelly","Arizona Diamondbacks","Merrill Kelly's Changeup: 88.2 mph, 27.7% whiffs","Pitch quality score 54.6.",54.6,0.569,"pitch-lab.html",55,"cross_product_editorial_queue_v1",427,FALSE,1054
"pitcher_form_656794","pitcher_form","Sean Newcomb","Chicago White Sox","Sean Newcomb is changing the contact-quality conversation","Recent OPS allowed 0.299; change -0.347.",62.3,0.219,"today.html",55,"cross_product_editorial_queue_v1",49,FALSE,1055
"pitcher_form_663372","pitcher_form","Ryan Feltner","Colorado Rockies","Ryan Feltner is changing the contact-quality conversation","Recent OPS allowed 0.512; change -0.305.",60.6,0.296,"today.html",55,"cross_product_editorial_queue_v1",50,FALSE,1056
"run_prevention_687064","run_prevention","Brandon Young","Baltimore Orioles","Brandon Young is suppressing offense at an elite rate","OPS allowed 0.660; race score 51.6.",51.6,0.706,"races.html",55,"cross_product_editorial_queue_v1",187,FALSE,1057
"run_prevention_621111","run_prevention","Walker Buehler","San Diego Padres","Walker Buehler is suppressing offense at an elite rate","OPS allowed 0.686; race score 50.8.",50.8,0.742,"races.html",55,"cross_product_editorial_queue_v1",188,FALSE,1058
"history_final_game_anniversary_fryerer01_2026-07-20","history","Eric Fryer","MLB history","Eric Fryer: 9 years since final MLB appearance","Eric Fryer finished with 76 hits, 2 home runs.",45,1,"history.html",54.9,"cross_product_editorial_queue_v1",143,FALSE,1059
"history_debut_anniversary_martiky01_2026-07-20","history","Kyle Martin","MLB history","Kyle Martin: 9 years since MLB debut","Kyle Martin finished with 0 wins, 1 strikeouts.",45,1,"history.html",54.9,"cross_product_editorial_queue_v1",144,FALSE,1060
"history_final_game_anniversary_povsema01_2026-07-20","history","Max Povse","MLB history","Max Povse: 9 years since final MLB appearance","Max Povse finished with 0 wins, 2 strikeouts.",45,1,"history.html",54.9,"cross_product_editorial_queue_v1",145,FALSE,1061
"hitter_form_687859","hitter_form","Troy Johnston","Colorado Rockies","Troy Johnston is changing the recent-performance baseline","Recent OPS 0.940; change +0.148.",59.3,0.346,"today.html",54.9,"cross_product_editorial_queue_v1",46,FALSE,1062
"milestone_621439","milestone","Byron Buxton","Minnesota Twins","Byron Buxton is 10 home runs from 200","Career estimate   190.",50.5,0.75,"history.html",54.9,"cross_product_editorial_queue_v1",32,FALSE,1063
"offensive_race_694208","offensive_race","Mois<U+00E9>s Ballesteros","Chicago Cubs","Mois<U+00E9>s Ballesteros is building one of baseball's strongest offensive cases","OPS 0.696; race score 53.1.",53.1,0.631,"races.html",54.9,"cross_product_editorial_queue_v1",167,FALSE,1064
"pitch_identity_666142_CH","pitch_identity","Cole Ragans","Kansas City Royals","Cole Ragans's Changeup: 84.2 mph, 40.4% whiffs","Pitch quality score 59.4.",59.4,0.344,"pitch-lab.html",54.9,"cross_product_editorial_queue_v1",428,FALSE,1065
"pitch_identity_622554_FF","pitch_identity","Seranthony Dom<U+00ED>nguez","Chicago White Sox","Seranthony Dom<U+00ED>nguez's Four-Seam Fastball: 97.2 mph, 22.1% whiffs","Pitch quality score 56.7.",56.7,0.467,"pitch-lab.html",54.9,"cross_product_editorial_queue_v1",429,FALSE,1066
"pitch_identity_678394_CH","pitch_identity","Brayan Bello","Boston Red Sox","Brayan Bello's Changeup: 88.4 mph, 23.6% whiffs","Pitch quality score 56.5.",56.5,0.478,"pitch-lab.html",54.9,"cross_product_editorial_queue_v1",430,FALSE,1067
"pitcher_form_808963","pitcher_form","Roki Sasaki","Los Angeles Dodgers","Roki Sasaki is changing the contact-quality conversation","Recent OPS allowed 0.617; change -0.178.",59.8,0.324,"today.html",54.9,"cross_product_editorial_queue_v1",51,FALSE,1068
"hitter_form_665161","hitter_form","Jeremy Pe<U+00F1>a","Houston Astros","Jeremy Pe<U+00F1>a is changing the recent-performance baseline","Recent OPS 0.729; change -0.004.",59.6,0.329,"today.html",54.8,"cross_product_editorial_queue_v1",47,FALSE,1069
"hitter_form_808982","hitter_form","Jung Hoo Lee","San Francisco Giants","Jung Hoo Lee is changing the recent-performance baseline","Recent OPS 0.943; change +0.169.",59.2,0.346,"today.html",54.8,"cross_product_editorial_queue_v1",48,FALSE,1070
"hitter_form_683002","hitter_form","Gunnar Henderson","Baltimore Orioles","Gunnar Henderson is changing the recent-performance baseline","Recent OPS 0.782; change +0.085.",58.7,0.371,"today.html",54.8,"cross_product_editorial_queue_v1",49,FALSE,1071
"offensive_race_646240","offensive_race","Rafael Devers","San Francisco Giants","Rafael Devers is building one of baseball's strongest offensive cases","OPS 0.704; race score 50.3.",50.3,0.754,"races.html",54.8,"cross_product_editorial_queue_v1",168,FALSE,1072
"pitch_identity_677865_ST","pitch_identity","Justin Bruihl","St. Louis Cardinals","Justin Bruihl's Sweeper: 78.4 mph, 19.5% whiffs","Pitch quality score 56.4.",56.4,0.475,"pitch-lab.html",54.8,"cross_product_editorial_queue_v1",431,FALSE,1073
"pitch_identity_668678_CH","pitch_identity","Zac Gallen","Arizona Diamondbacks","Zac Gallen's Changeup: 86.5 mph, 23.1% whiffs","Pitch quality score 55.9.",55.9,0.5,"pitch-lab.html",54.8,"cross_product_editorial_queue_v1",432,FALSE,1074
"pitch_identity_663992_ST","pitch_identity","Richard Lovelady","Washington Nationals","Richard Lovelady's Sweeper: 81.8 mph, 23.5% whiffs","Pitch quality score 55.4.",55.4,0.518,"pitch-lab.html",54.8,"cross_product_editorial_queue_v1",433,FALSE,1075
"history_final_game_anniversary_lopezra02_2026-07-20","history","Rafael Lopez","MLB history","Rafael Lopez: 8 years since final MLB appearance","Rafael Lopez finished with 32 hits, 7 home runs.",44.7,1,"history.html",54.7,"cross_product_editorial_queue_v1",146,FALSE,1076
"history_final_game_anniversary_rodriri04_2026-07-20","history","Ricardo Rodriguez (born 1992)","MLB history","Ricardo Rodriguez (born 1992): 8 years since final MLB appearance","Ricardo Rodriguez (born 1992) finished with 0 wins, 14 strikeouts.",44.7,1,"history.html",54.7,"cross_product_editorial_queue_v1",147,FALSE,1077
"history_final_game_anniversary_bleicje01_2026-07-20","history","Jeremy Bleich","MLB history","Jeremy Bleich: 8 years since final MLB appearance","Jeremy Bleich finished with 0 wins, 1 strikeouts.",44.7,1,"history.html",54.7,"cross_product_editorial_queue_v1",148,FALSE,1078
"pitch_identity_688642_ST","pitch_identity","Zach Agnos","Colorado Rockies","Zach Agnos's Sweeper: 83.9 mph, 37.8% whiffs","Pitch quality score 59.2.",59.2,0.342,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",434,FALSE,1079
"pitch_identity_660853_CH","pitch_identity","Enyel De Los Santos","Houston Astros","Enyel De Los Santos's Changeup: 85.7 mph, 34.8% whiffs","Pitch quality score 58.5.",58.5,0.373,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",435,FALSE,1080
"pitch_identity_683742_SL","pitch_identity","Jose Franco","Cincinnati Reds","Jose Franco's Slider: 85.0 mph, 26.7% whiffs","Pitch quality score 58.3.",58.3,0.383,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",436,FALSE,1081
"pitch_identity_657514_CU","pitch_identity","Brennan Bernardino","Colorado Rockies","Brennan Bernardino's Curveball: 77.6 mph, 28.6% whiffs","Pitch quality score 57.9.",57.9,0.401,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",437,FALSE,1082
"pitch_identity_691587_SL","pitch_identity","Eury P<U+00E9>rez","Miami Marlins","Eury P<U+00E9>rez's Slider: 87.7 mph, 39.1% whiffs","Pitch quality score 56.9.",56.9,0.446,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",438,FALSE,1083
"pitch_identity_676917_ST","pitch_identity","Cade Cavalli","Washington Nationals","Cade Cavalli's Sweeper: 85.5 mph, 29.7% whiffs","Pitch quality score 56.7.",56.7,0.458,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",439,FALSE,1084
"pitch_identity_657277_ST","pitch_identity","Logan Webb","San Francisco Giants","Logan Webb's Sweeper: 84.2 mph, 20.0% whiffs","Pitch quality score 55.1.",55.1,0.529,"pitch-lab.html",54.7,"cross_product_editorial_queue_v1",440,FALSE,1085
"team_Texas Rangers","team","Texas Rangers","Texas Rangers","Texas Rangers has a new league-wide reporting lead","Texas Rangers ranks 22nd in offensive quality and 7th in run prevention, with a ready bullpen and 2 surge signals.",54.7,0.547,"teams.html",54.7,"cross_product_editorial_queue_v1",10,FALSE,1086
"pitch_identity_669947_SI","pitch_identity","Jesse Scholtens","Tampa Bay Rays","Jesse Scholtens's Sinker: 92.0 mph, 17.9% whiffs","Pitch quality score 57.3.",57.3,0.424,"pitch-lab.html",54.6,"cross_product_editorial_queue_v1",441,FALSE,1087
"pitch_identity_519141_FF","pitch_identity","Drew Pomeranz","Los Angeles Angels","Drew Pomeranz's Four-Seam Fastball: 92.2 mph, 20.3% whiffs","Pitch quality score 53.8.",53.8,0.58,"pitch-lab.html",54.6,"cross_product_editorial_queue_v1",442,FALSE,1088
"pitch_identity_593958_FF","pitch_identity","Eduardo Rodriguez","Arizona Diamondbacks","Eduardo Rodriguez's Four-Seam Fastball: 92.1 mph, 19.2% whiffs","Pitch quality score 50.8.",50.8,0.721,"pitch-lab.html",54.6,"cross_product_editorial_queue_v1",443,FALSE,1089
"pitcher_form_664208","pitcher_form","Phil Maton","Chicago Cubs","Phil Maton is changing the contact-quality conversation","Recent OPS allowed 0.667; change -0.245.",62.8,0.174,"today.html",54.6,"cross_product_editorial_queue_v1",52,FALSE,1090
"run_prevention_657044","run_prevention","Ryan Thompson","Arizona Diamondbacks","Ryan Thompson is suppressing offense at an elite rate","OPS allowed 0.634; race score 55.8.",55.8,0.49,"races.html",54.6,"cross_product_editorial_queue_v1",189,FALSE,1091
"run_prevention_678022","run_prevention","Jack Perkins","Athletics","Jack Perkins is suppressing offense at an elite rate","OPS allowed 0.731; race score 53.0.",53,0.621,"races.html",54.6,"cross_product_editorial_queue_v1",190,FALSE,1092
"run_prevention_813349","run_prevention","Connelly Early","Boston Red Sox","Connelly Early is suppressing offense at an elite rate","OPS allowed 0.709; race score 50.1.",50.1,0.75,"races.html",54.6,"cross_product_editorial_queue_v1",191,FALSE,1093
"hitter_form_657041","hitter_form","Lane Thomas","Kansas City Royals","Lane Thomas is changing the recent-performance baseline","Recent OPS 0.869; change +0.258.",60.3,0.281,"today.html",54.5,"cross_product_editorial_queue_v1",50,FALSE,1094
"pitcher_form_677944","pitcher_form","Slade Cecconi","Cleveland Guardians","Slade Cecconi is changing the contact-quality conversation","Recent OPS allowed 0.630; change -0.169.",59.7,0.306,"today.html",54.5,"cross_product_editorial_queue_v1",53,FALSE,1095
"run_prevention_665871","run_prevention","Javier Assad","Chicago Cubs","Javier Assad is suppressing offense at an elite rate","OPS allowed 0.621; race score 53.3.",53.3,0.6,"races.html",54.5,"cross_product_editorial_queue_v1",192,FALSE,1096
"offensive_race_665804","offensive_race","Miguel Amaya","Chicago Cubs","Miguel Amaya is building one of baseball's strongest offensive cases","OPS 0.708; race score 54.5.",54.5,0.541,"races.html",54.4,"cross_product_editorial_queue_v1",169,FALSE,1097
"pitch_identity_670280_CU","pitch_identity","David Bednar","New York Yankees","David Bednar's Curveball: 76.6 mph, 32.7% whiffs","Pitch quality score 58.0.",58,0.379,"pitch-lab.html",54.4,"cross_product_editorial_queue_v1",444,FALSE,1098
"pitch_identity_686218_FF","pitch_identity","Emmet Sheehan","Los Angeles Dodgers","Emmet Sheehan's Four-Seam Fastball: 94.4 mph, 24.6% whiffs","Pitch quality score 50.9.",50.9,0.701,"pitch-lab.html",54.4,"cross_product_editorial_queue_v1",445,FALSE,1099
"pitch_identity_669920_CH","pitch_identity","Jason Alexander","Houston Astros","Jason Alexander's Changeup: 80.4 mph, 27.5% whiffs","Pitch quality score 58.7.",58.7,0.344,"pitch-lab.html",54.3,"cross_product_editorial_queue_v1",446,FALSE,1100
"pitch_identity_554430_ST","pitch_identity","Zack Wheeler","Philadelphia Phillies","Zack Wheeler's Sweeper: 81.3 mph, 28.2% whiffs","Pitch quality score 58.2.",58.2,0.365,"pitch-lab.html",54.3,"cross_product_editorial_queue_v1",447,FALSE,1101
"pitch_identity_687377_SL","pitch_identity","Orlando Ribalta","Washington Nationals","Orlando Ribalta's Slider: 86.5 mph, 20.9% whiffs","Pitch quality score 58.0.",58,0.375,"pitch-lab.html",54.3,"cross_product_editorial_queue_v1",448,FALSE,1102
"run_prevention_686560","run_prevention","Gavin Collyer","Texas Rangers","Gavin Collyer is suppressing offense at an elite rate","OPS allowed 0.619; race score 56.8.",56.8,0.429,"races.html",54.3,"cross_product_editorial_queue_v1",193,FALSE,1103
"run_prevention_682254","run_prevention","Mason Montgomery","Pittsburgh Pirates","Mason Montgomery is suppressing offense at an elite rate","OPS allowed 0.697; race score 54.4.",54.4,0.541,"races.html",54.3,"cross_product_editorial_queue_v1",194,FALSE,1104
"hitter_form_678218","hitter_form","Brandon Valenzuela","Toronto Blue Jays","Brandon Valenzuela is changing the recent-performance baseline","Recent OPS 1.053; change +0.343.",60.7,0.248,"today.html",54.2,"cross_product_editorial_queue_v1",51,FALSE,1105
"hitter_form_686681","hitter_form","Michael Massey","Kansas City Royals","Michael Massey is changing the recent-performance baseline","Recent OPS 0.867; change +0.183.",59.3,0.31,"today.html",54.2,"cross_product_editorial_queue_v1",52,FALSE,1106
"pitch_identity_663687_FF","pitch_identity","Hogan Harris","Athletics","Hogan Harris's Four-Seam Fastball: 95.1 mph, 19.3% whiffs","Pitch quality score 51.8.",51.8,0.649,"pitch-lab.html",54.2,"cross_product_editorial_queue_v1",449,FALSE,1107
"run_prevention_657424","run_prevention","Matt Gage","San Francisco Giants","Matt Gage is suppressing offense at an elite rate","OPS allowed 0.672; race score 55.0.",55,0.507,"races.html",54.2,"cross_product_editorial_queue_v1",195,FALSE,1108
"pitch_identity_650556_SL","pitch_identity","Bryan Abreu","Houston Astros","Bryan Abreu's Slider: 86.2 mph, 36.0% whiffs","Pitch quality score 54.5.",54.5,0.525,"pitch-lab.html",54.1,"cross_product_editorial_queue_v1",450,FALSE,1109
"pitch_identity_695505_FF","pitch_identity","Chase Burns","Cincinnati Reds","Chase Burns's Four-Seam Fastball: 98.0 mph, 16.7% whiffs","Pitch quality score 49.1.",49.1,0.771,"pitch-lab.html",54.1,"cross_product_editorial_queue_v1",451,FALSE,1110
"run_prevention_682120","run_prevention","Tim Herrin","Cleveland Guardians","Tim Herrin is suppressing offense at an elite rate","OPS allowed 0.692; race score 54.6.",54.6,0.519,"races.html",54.1,"cross_product_editorial_queue_v1",196,FALSE,1111
"run_prevention_669160","run_prevention","Dustin May","St. Louis Cardinals","Dustin May is suppressing offense at an elite rate","OPS allowed 0.694; race score 49.5.",49.5,0.752,"races.html",54.1,"cross_product_editorial_queue_v1",197,FALSE,1112
"history_debut_anniversary_grayjo03_2026-07-20","history","Josiah Gray","MLB history","Josiah Gray: 5 years since MLB debut","Josiah Gray finished with 1 All-Star selections, 17 wins, 382 strikeouts.",43.9,1,"history.html",54,"cross_product_editorial_queue_v1",149,FALSE,1113
"history_final_game_anniversary_stockro01_2026-07-20","history","Robert Stock","MLB history","Robert Stock: 5 years since final MLB appearance","Robert Stock finished with 2 wins, 77 strikeouts.",43.9,1,"history.html",54,"cross_product_editorial_queue_v1",150,FALSE,1114
"pitch_identity_608379_CU","pitch_identity","Michael Wacha","Kansas City Royals","Michael Wacha's Curveball: 76.1 mph, 28.6% whiffs","Pitch quality score 57.5.",57.5,0.383,"pitch-lab.html",54,"cross_product_editorial_queue_v1",452,FALSE,1115
"pitch_identity_668984_FF","pitch_identity","Casey Legumina","Tampa Bay Rays","Casey Legumina's Four-Seam Fastball: 93.4 mph, 21.6% whiffs","Pitch quality score 55.3.",55.3,0.479,"pitch-lab.html",54,"cross_product_editorial_queue_v1",453,FALSE,1116
"pitch_identity_665795_CU","pitch_identity","Edward Cabrera","Chicago Cubs","Edward Cabrera's Curveball: 84.7 mph, 33.3% whiffs","Pitch quality score 55.0.",55,0.492,"pitch-lab.html",54,"cross_product_editorial_queue_v1",454,FALSE,1117
"pitcher_form_805123","pitcher_form","AJ Blubaugh","Houston Astros","AJ Blubaugh is changing the contact-quality conversation","Recent OPS allowed 0.531; change -0.144.",60.5,0.242,"today.html",54,"cross_product_editorial_queue_v1",54,FALSE,1118
"pitch_identity_670990_FF","pitch_identity","Yohan Ram<U+00ED>rez","Pittsburgh Pirates","Yohan Ram<U+00ED>rez's Four-Seam Fastball: 96.4 mph, 21.1% whiffs","Pitch quality score 56.0.",56,0.443,"pitch-lab.html",53.9,"cross_product_editorial_queue_v1",455,FALSE,1119
"pitch_identity_676760_CH","pitch_identity","Ron Marinaccio","San Diego Padres","Ron Marinaccio's Changeup: 81.5 mph, 24.7% whiffs","Pitch quality score 55.2.",55.2,0.479,"pitch-lab.html",53.9,"cross_product_editorial_queue_v1",456,FALSE,1120
"pitch_identity_669461_CU","pitch_identity","Matthew Liberatore","St. Louis Cardinals","Matthew Liberatore's Curveball: 79.4 mph, 35.0% whiffs","Pitch quality score 55.0.",55,0.491,"pitch-lab.html",53.9,"cross_product_editorial_queue_v1",457,FALSE,1121
"hitter_form_670623","hitter_form","Isaac Paredes","Houston Astros","Isaac Paredes is changing the recent-performance baseline","Recent OPS 0.814; change +0.106.",58.3,0.333,"today.html",53.8,"cross_product_editorial_queue_v1",53,FALSE,1122
"milestone_642715","milestone","Willy Adames","San Francisco Giants","Willy Adames is 9 home runs from 200","Career estimate   191.",49.2,0.75,"history.html",53.8,"cross_product_editorial_queue_v1",33,FALSE,1123
"pitcher_form_656427","pitcher_form","Jack Flaherty","Detroit Tigers","Jack Flaherty is changing the contact-quality conversation","Recent OPS allowed 0.731; change -0.088.",57.7,0.363,"today.html",53.8,"cross_product_editorial_queue_v1",55,FALSE,1124
"run_prevention_677958","run_prevention","Kumar Rocker","Texas Rangers","Kumar Rocker is suppressing offense at an elite rate","OPS allowed 0.675; race score 49.4.",49.4,0.738,"races.html",53.8,"cross_product_editorial_queue_v1",198,FALSE,1125
"pitch_identity_687075_CU","pitch_identity","Brandon Sproat","Milwaukee Brewers","Brandon Sproat's Curveball: 82.9 mph, 32.0% whiffs","Pitch quality score 57.4.",57.4,0.367,"pitch-lab.html",53.7,"cross_product_editorial_queue_v1",458,FALSE,1126
"pitch_identity_676617_SI","pitch_identity","Riley O'Brien","St. Louis Cardinals","Riley O'Brien's Sinker: 98.2 mph, 16.8% whiffs","Pitch quality score 52.4.",52.4,0.597,"pitch-lab.html",53.7,"cross_product_editorial_queue_v1",459,FALSE,1127
"pitch_identity_605488_SL","pitch_identity","Jeffrey Springs","Athletics","Jeffrey Springs's Slider: 83.7 mph, 20.4% whiffs","Pitch quality score 51.5.",51.5,0.636,"pitch-lab.html",53.7,"cross_product_editorial_queue_v1",460,FALSE,1128
"pitcher_form_671096","pitcher_form","Andrew Abbott","Cincinnati Reds","Andrew Abbott is changing the contact-quality conversation","Recent OPS allowed 0.639; change -0.083.",56.3,0.419,"today.html",53.7,"cross_product_editorial_queue_v1",56,FALSE,1129
"pitch_identity_656222_CH","pitch_identity","Jalen Beeks","Texas Rangers","Jalen Beeks's Changeup: 87.9 mph, 35.1% whiffs","Pitch quality score 55.5.",55.5,0.448,"pitch-lab.html",53.6,"cross_product_editorial_queue_v1",461,FALSE,1130
"pitch_identity_681402_SL","pitch_identity","Gus Varland","Washington Nationals","Gus Varland's Slider: 87.7 mph, 23.9% whiffs","Pitch quality score 54.9.",54.9,0.476,"pitch-lab.html",53.6,"cross_product_editorial_queue_v1",462,FALSE,1131
"pitch_identity_694361_FF","pitch_identity","Will Klein","Los Angeles Dodgers","Will Klein's Four-Seam Fastball: 97.8 mph, 17.2% whiffs","Pitch quality score 53.6.",53.6,0.538,"pitch-lab.html",53.6,"cross_product_editorial_queue_v1",463,FALSE,1132
"pitcher_form_624133","pitcher_form","Ranger Suarez","Boston Red Sox","Ranger Suarez is changing the contact-quality conversation","Recent OPS allowed 0.603; change -0.039.",58.3,0.324,"today.html",53.6,"cross_product_editorial_queue_v1",57,FALSE,1133
"run_prevention_671737","run_prevention","Taj Bradley","Minnesota Twins","Taj Bradley is suppressing offense at an elite rate","OPS allowed 0.729; race score 48.8.",48.8,0.757,"races.html",53.6,"cross_product_editorial_queue_v1",199,FALSE,1134
"run_prevention_676440","run_prevention","Tanner Bibee","Cleveland Guardians","Tanner Bibee is suppressing offense at an elite rate","OPS allowed 0.704; race score 48.4.",48.4,0.774,"races.html",53.6,"cross_product_editorial_queue_v1",200,FALSE,1135
"history_debut_anniversary_marloca01_2026-07-20","history","Cade Marlowe","MLB history","Cade Marlowe: 3 years since MLB debut","Cade Marlowe finished with 23 hits, 3 home runs.",43.3,1,"history.html",53.5,"cross_product_editorial_queue_v1",151,FALSE,1136
"pitch_identity_641329_FF","pitch_identity","Bryan Baker","Tampa Bay Rays","Bryan Baker's Four-Seam Fastball: 97.0 mph, 26.1% whiffs","Pitch quality score 53.5.",53.5,0.536,"pitch-lab.html",53.5,"cross_product_editorial_queue_v1",464,FALSE,1137
"pitch_identity_801403_FF","pitch_identity","Chase Dollander","Colorado Rockies","Chase Dollander's Four-Seam Fastball: 98.9 mph, 24.2% whiffs","Pitch quality score 52.5.",52.5,0.583,"pitch-lab.html",53.5,"cross_product_editorial_queue_v1",465,FALSE,1138
"pitch_identity_669432_FF","pitch_identity","Trevor Rogers","Baltimore Orioles","Trevor Rogers's Four-Seam Fastball: 93.1 mph, 19.2% whiffs","Pitch quality score 49.8.",49.8,0.705,"pitch-lab.html",53.5,"cross_product_editorial_queue_v1",466,FALSE,1139
"pitcher_form_695380","pitcher_form","Alex Hoppe","Seattle Mariners","Alex Hoppe is changing the contact-quality conversation","Recent OPS allowed 0.583; change -0.088.",60.1,0.237,"today.html",53.5,"cross_product_editorial_queue_v1",58,FALSE,1140
"pitcher_form_592662","pitcher_form","Robbie Ray","San Francisco Giants","Robbie Ray is changing the contact-quality conversation","Recent OPS allowed 0.611; change -0.184.",58.4,0.31,"today.html",53.5,"cross_product_editorial_queue_v1",59,FALSE,1141
"run_prevention_686218","run_prevention","Emmet Sheehan","Los Angeles Dodgers","Emmet Sheehan is suppressing offense at an elite rate","OPS allowed 0.765; race score 49.3.",49.3,0.729,"races.html",53.5,"cross_product_editorial_queue_v1",201,FALSE,1142
"run_prevention_543135","run_prevention","Nathan Eovaldi","Texas Rangers","Nathan Eovaldi is suppressing offense at an elite rate","OPS allowed 0.729; race score 48.3.",48.3,0.772,"races.html",53.5,"cross_product_editorial_queue_v1",202,FALSE,1143
"hitter_form_656484","hitter_form","Tristan Gray","Minnesota Twins","Tristan Gray is changing the recent-performance baseline","Recent OPS 0.787; change +0.141.",59.9,0.237,"today.html",53.4,"cross_product_editorial_queue_v1",54,FALSE,1144
"hitter_form_665487","hitter_form","Fernando Tatis Jr.","San Diego Padres","Fernando Tatis Jr. is changing the recent-performance baseline","Recent OPS 0.856; change +0.201.",57.3,0.359,"today.html",53.4,"cross_product_editorial_queue_v1",55,FALSE,1145
"milestone_656555","milestone","Rhys Hoskins","Cleveland Guardians","Rhys Hoskins is 8 home runs from 200","Career estimate   192.",48.6,0.75,"history.html",53.4,"cross_product_editorial_queue_v1",34,FALSE,1146
"milestone_624585","milestone","Jorge Soler","Los Angeles Angels","Jorge Soler is 38 hits from 1,000","Career estimate   962.",48.6,0.75,"history.html",53.4,"cross_product_editorial_queue_v1",35,FALSE,1147
"offensive_race_641680","offensive_race","Jonah Heim","Athletics","Jonah Heim is building one of baseball's strongest offensive cases","OPS 0.786; race score 54.1.",54.1,0.502,"races.html",53.4,"cross_product_editorial_queue_v1",170,FALSE,1148
"pitch_identity_592773_SL","pitch_identity","Ryne Stanek","St. Louis Cardinals","Ryne Stanek's Slider: 88.9 mph, 44.8% whiffs","Pitch quality score 56.5.",56.5,0.394,"pitch-lab.html",53.4,"cross_product_editorial_queue_v1",467,FALSE,1149
"pitch_identity_650633_ST","pitch_identity","Michael King","San Diego Padres","Michael King's Sweeper: 81.9 mph, 25.2% whiffs","Pitch quality score 52.8.",52.8,0.563,"pitch-lab.html",53.4,"cross_product_editorial_queue_v1",468,FALSE,1150
"run_prevention_669923","run_prevention","George Kirby","Seattle Mariners","George Kirby is suppressing offense at an elite rate","OPS allowed 0.716; race score 48.1.",48.1,0.778,"races.html",53.4,"cross_product_editorial_queue_v1",203,FALSE,1151
"history_debut_anniversary_narvaca01_2026-07-20","history","Carlos Narv<U+00E1>ez","MLB history","Carlos Narv<U+00E1>ez: 2 years since MLB debut","Carlos Narv<U+00E1>ez finished with 100 hits, 15 home runs.",43,1,"history.html",53.3,"cross_product_editorial_queue_v1",152,FALSE,1152
"hitter_form_702332","hitter_form","Caleb Durbin","Boston Red Sox","Caleb Durbin is changing the recent-performance baseline","Recent OPS 0.778; change +0.247.",59.2,0.265,"today.html",53.3,"cross_product_editorial_queue_v1",56,FALSE,1153
"hitter_form_663968","hitter_form","Jake Mangum","Pittsburgh Pirates","Jake Mangum is changing the recent-performance baseline","Recent OPS 0.902; change +0.231.",59.1,0.27,"today.html",53.3,"cross_product_editorial_queue_v1",57,FALSE,1154
"hitter_form_681082","hitter_form","Bryson Stott","Philadelphia Phillies","Bryson Stott is changing the recent-performance baseline","Recent OPS 0.803; change +0.158.",58.2,0.31,"today.html",53.3,"cross_product_editorial_queue_v1",58,FALSE,1155
"pitch_identity_681895_ST","pitch_identity","Evan Sisk","Pittsburgh Pirates","Evan Sisk's Sweeper: 79.9 mph, 28.2% whiffs","Pitch quality score 57.7.",57.7,0.333,"pitch-lab.html",53.3,"cross_product_editorial_queue_v1",469,FALSE,1156
"pitch_identity_680755_FF","pitch_identity","Braydon Fisher","Toronto Blue Jays","Braydon Fisher's Four-Seam Fastball: 94.6 mph, 19.6% whiffs","Pitch quality score 57.3.",57.3,0.353,"pitch-lab.html",53.3,"cross_product_editorial_queue_v1",470,FALSE,1157
"pitch_identity_670036_ST","pitch_identity","Matt Festa","Cleveland Guardians","Matt Festa's Sweeper: 82.7 mph, 22.4% whiffs","Pitch quality score 53.9.",53.9,0.504,"pitch-lab.html",53.3,"cross_product_editorial_queue_v1",471,FALSE,1158
"pitcher_form_593974","pitcher_form","Wandy Peralta","San Diego Padres","Wandy Peralta is changing the contact-quality conversation","Recent OPS allowed 0.525; change -0.237.",60.5,0.206,"today.html",53.3,"cross_product_editorial_queue_v1",60,FALSE,1159
"run_prevention_681892","run_prevention","Kody Funderburk","Minnesota Twins","Kody Funderburk is suppressing offense at an elite rate","OPS allowed 0.596; race score 55.1.",55.1,0.451,"races.html",53.3,"cross_product_editorial_queue_v1",204,FALSE,1160
"run_prevention_681810","run_prevention","Austin Warren","New York Mets","Austin Warren is suppressing offense at an elite rate","OPS allowed 0.691; race score 53.7.",53.7,0.517,"races.html",53.3,"cross_product_editorial_queue_v1",205,FALSE,1161
"team_San Francisco Giants","team","San Francisco Giants","San Francisco Giants","San Francisco Giants has a new league-wide reporting lead","San Francisco Giants ranks 10th in offensive quality and 21st in run prevention, with a ready bullpen and 3 surge signals.",53.3,0.533,"teams.html",53.3,"cross_product_editorial_queue_v1",11,FALSE,1162
