"story_id","category","subject","team","headline","evidence","source_score","confidence","destination","story_score","story_score_method","category_rank","daily_shortlist","queue_rank"
"history_debut_anniversary_haineje01_2026-07-20","history","Jesse Haines","MLB history","Jesse Haines: 108 years since MLB debut","Jesse Haines was a Hall of Famer and finished with 210 wins, 981 strikeouts.",93.4,1,"history.html",94.6,"cross_product_editorial_queue_v1",1,TRUE,1
"history_final_game_anniversary_hornsro01_2026-07-20","history","Rogers Hornsby","MLB history","Rogers Hornsby: 89 years since final MLB appearance","Rogers Hornsby was a Hall of Famer and finished with 2,930 hits, 301 home runs.",93.4,1,"history.html",94.6,"cross_product_editorial_queue_v1",2,TRUE,2
"history_debut_anniversary_bunniji01_2026-07-20","history","Jim Bunning","MLB history","Jim Bunning: 71 years since MLB debut","Jim Bunning was a Hall of Famer and finished with 7 All-Star selections, 224 wins, 2,855 strikeouts.",92.5,1,"history.html",93.8,"cross_product_editorial_queue_v1",3,FALSE,3
"offensive_race_670541","offensive_race","Yordan Alvarez","Houston Astros","Yordan Alvarez is building one of baseball's strongest offensive cases","OPS 1.072; race score 95.8.",95.8,0.752,"races.html",92.1,"cross_product_editorial_queue_v1",1,TRUE,4
"offensive_race_701762","offensive_race","Nick Kurtz","Athletics","Nick Kurtz is building one of baseball's strongest offensive cases","OPS 0.957; race score 95.6.",95.6,0.758,"races.html",92,"cross_product_editorial_queue_v1",2,TRUE,5
"offensive_race_695578","offensive_race","James Wood","Washington Nationals","James Wood is building one of baseball's strongest offensive cases","OPS 0.957; race score 95.3.",95.3,0.769,"races.html",92,"cross_product_editorial_queue_v1",3,FALSE,6
"offensive_race_660271","offensive_race","Shohei Ohtani","Los Angeles Dodgers","Shohei Ohtani is building one of baseball's strongest offensive cases","OPS 0.962; race score 95.2.",95.2,0.751,"races.html",91.6,"cross_product_editorial_queue_v1",4,FALSE,7
"run_prevention_694819","run_prevention","Jacob Misiorowski","Milwaukee Brewers","Jacob Misiorowski is suppressing offense at an elite rate","OPS allowed 0.410; race score 94.6.",94.6,0.767,"races.html",91.4,"cross_product_editorial_queue_v1",1,TRUE,8
"offensive_race_700250","offensive_race","Ben Rice","New York Yankees","Ben Rice is building one of baseball's strongest offensive cases","OPS 0.984; race score 94.2.",94.2,0.735,"races.html",90.5,"cross_product_editorial_queue_v1",5,FALSE,9
"offensive_race_808959","offensive_race","Munetaka Murakami","Chicago White Sox","Munetaka Murakami is building one of baseball's strongest offensive cases","OPS 0.930; race score 92.9.",92.9,0.708,"races.html",88.9,"cross_product_editorial_queue_v1",6,FALSE,10
"offensive_race_686948","offensive_race","Drake Baldwin","Atlanta Braves","Drake Baldwin is building one of baseball's strongest offensive cases","OPS 0.931; race score 92.9.",92.9,0.684,"races.html",88.5,"cross_product_editorial_queue_v1",7,FALSE,11
"offensive_race_656941","offensive_race","Kyle Schwarber","Philadelphia Phillies","Kyle Schwarber is building one of baseball's strongest offensive cases","OPS 0.921; race score 91.4.",91.4,0.752,"races.html",88.5,"cross_product_editorial_queue_v1",8,FALSE,12
"pitch_identity_650911_CH","pitch_identity","Cristopher S<U+00E1>nchez","Philadelphia Phillies","Cristopher S<U+00E1>nchez's Changeup: 86.7 mph, 43.0% whiffs","Pitch quality score 91.1.",91.1,0.736,"pitch-lab.html",87.9,"cross_product_editorial_queue_v1",1,TRUE,13
"offensive_race_691023","offensive_race","Jordan Walker","St. Louis Cardinals","Jordan Walker is building one of baseball's strongest offensive cases","OPS 0.891; race score 90.5.",90.5,0.746,"races.html",87.6,"cross_product_editorial_queue_v1",9,FALSE,14
"offensive_race_641343","offensive_race","Jake Bauers","Milwaukee Brewers","Jake Bauers is building one of baseball's strongest offensive cases","OPS 0.891; race score 91.0.",91,0.708,"races.html",87.4,"cross_product_editorial_queue_v1",10,FALSE,15
"offensive_race_665742","offensive_race","Juan Soto","New York Mets","Juan Soto is building one of baseball's strongest offensive cases","OPS 0.937; race score 91.1.",91.1,0.694,"races.html",87.2,"cross_product_editorial_queue_v1",11,FALSE,16
"offensive_race_650490","offensive_race","Yandy D<U+00ED>az","Tampa Bay Rays","Yandy D<U+00ED>az is building one of baseball's strongest offensive cases","OPS 0.905; race score 90.0.",90,0.74,"races.html",87.1,"cross_product_editorial_queue_v1",12,FALSE,17
"offensive_race_682998","offensive_race","Corbin Carroll","Arizona Diamondbacks","Corbin Carroll is building one of baseball's strongest offensive cases","OPS 0.914; race score 89.1.",89.1,0.745,"races.html",86.5,"cross_product_editorial_queue_v1",13,FALSE,18
"offensive_race_571970","offensive_race","Max Muncy","Los Angeles Dodgers","Max Muncy is building one of baseball's strongest offensive cases","OPS 0.900; race score 89.4.",89.4,0.714,"races.html",86.2,"cross_product_editorial_queue_v1",14,FALSE,19
"offensive_race_694192","offensive_race","Jackson Chourio","Milwaukee Brewers","Jackson Chourio is building one of baseball's strongest offensive cases","OPS 0.936; race score 91.3.",91.3,0.624,"races.html",86.1,"cross_product_editorial_queue_v1",15,FALSE,20
"offensive_race_621566","offensive_race","Matt Olson","Atlanta Braves","Matt Olson is building one of baseball's strongest offensive cases","OPS 0.889; race score 88.2.",88.2,0.756,"races.html",85.9,"cross_product_editorial_queue_v1",16,FALSE,21
"run_prevention_695243","run_prevention","Mason Miller","San Diego Padres","Mason Miller is suppressing offense at an elite rate","OPS allowed 0.329; race score 93.0.",93,0.533,"races.html",85.9,"cross_product_editorial_queue_v1",2,TRUE,22
"milestone_518692","milestone","Freddie Freeman","Los Angeles Dodgers","Freddie Freeman reached 2,500 career hits","Career estimate 2,503.",88.2,0.75,"history.html",85.8,"cross_product_editorial_queue_v1",1,TRUE,23
"offensive_race_592450","offensive_race","Aaron Judge","New York Yankees","Aaron Judge is building one of baseball's strongest offensive cases","OPS 0.897; race score 88.8.",88.8,0.72,"races.html",85.8,"cross_product_editorial_queue_v1",17,FALSE,24
"offensive_race_678246","offensive_race","Miguel Vargas","Chicago White Sox","Miguel Vargas is building one of baseball's strongest offensive cases","OPS 0.858; race score 88.0.",88,0.752,"races.html",85.7,"cross_product_editorial_queue_v1",18,FALSE,25
"offensive_race_693307","offensive_race","Dillon Dingler","Detroit Tigers","Dillon Dingler is building one of baseball's strongest offensive cases","OPS 0.855; race score 88.3.",88.3,0.727,"races.html",85.5,"cross_product_editorial_queue_v1",19,FALSE,26
"offensive_race_668709","offensive_race","JJ Bleday","Cincinnati Reds","JJ Bleday is building one of baseball's strongest offensive cases","OPS 0.927; race score 89.9.",89.9,0.645,"races.html",85.3,"cross_product_editorial_queue_v1",20,FALSE,27
"offensive_race_575929","offensive_race","Willson Contreras","Boston Red Sox","Willson Contreras is building one of baseball's strongest offensive cases","OPS 0.922; race score 87.8.",87.8,0.733,"races.html",85.2,"cross_product_editorial_queue_v1",21,FALSE,28
"offensive_race_682928","offensive_race","CJ Abrams","Washington Nationals","CJ Abrams is building one of baseball's strongest offensive cases","OPS 0.887; race score 87.4.",87.4,0.749,"races.html",85.2,"cross_product_editorial_queue_v1",22,FALSE,29
"pitch_identity_695243_SL","pitch_identity","Mason Miller","San Diego Padres","Mason Miller's Slider: 87.8 mph, 61.1% whiffs","Pitch quality score 91.4.",91.4,0.57,"pitch-lab.html",85.2,"cross_product_editorial_queue_v1",2,TRUE,30
"offensive_race_676475","offensive_race","Alec Burleson","St. Louis Cardinals","Alec Burleson is building one of baseball's strongest offensive cases","OPS 0.844; race score 87.3.",87.3,0.747,"races.html",85,"cross_product_editorial_queue_v1",23,FALSE,31
"offensive_race_621439","offensive_race","Byron Buxton","Minnesota Twins","Byron Buxton is building one of baseball's strongest offensive cases","OPS 0.930; race score 87.5.",87.5,0.733,"races.html",84.9,"cross_product_editorial_queue_v1",24,FALSE,32
"offensive_race_682829","offensive_race","Elly De La Cruz","Cincinnati Reds","Elly De La Cruz is building one of baseball's strongest offensive cases","OPS 0.851; race score 87.5.",87.5,0.721,"races.html",84.7,"cross_product_editorial_queue_v1",25,FALSE,33
"run_prevention_656876","run_prevention","Drew Rasmussen","Tampa Bay Rays","Drew Rasmussen is suppressing offense at an elite rate","OPS allowed 0.527; race score 87.1.",87.1,0.738,"races.html",84.7,"cross_product_editorial_queue_v1",3,FALSE,34
"run_prevention_660271","run_prevention","Shohei Ohtani","Los Angeles Dodgers","Shohei Ohtani is suppressing offense at an elite rate","OPS allowed 0.473; race score 86.9.",86.9,0.724,"races.html",84.3,"cross_product_editorial_queue_v1",4,FALSE,35
"offensive_race_686527","offensive_race","Dominic Canzone","Seattle Mariners","Dominic Canzone is building one of baseball's strongest offensive cases","OPS 0.907; race score 88.3.",88.3,0.645,"races.html",84,"cross_product_editorial_queue_v1",26,FALSE,36
"offensive_race_672640","offensive_race","Otto Lopez","Miami Marlins","Otto Lopez is building one of baseball's strongest offensive cases","OPS 0.842; race score 85.8.",85.8,0.752,"races.html",83.9,"cross_product_editorial_queue_v1",27,FALSE,37
"offensive_race_680777","offensive_race","Ryan Jeffers","Minnesota Twins","Ryan Jeffers is building one of baseball's strongest offensive cases","OPS 0.927; race score 89.0.",89,0.597,"races.html",83.7,"cross_product_editorial_queue_v1",28,FALSE,38
"offensive_race_547180","offensive_race","Bryce Harper","Philadelphia Phillies","Bryce Harper is building one of baseball's strongest offensive cases","OPS 0.856; race score 85.6.",85.6,0.745,"races.html",83.6,"cross_product_editorial_queue_v1",29,FALSE,39
"run_prevention_669276","run_prevention","Dylan Lee","Atlanta Braves","Dylan Lee is suppressing offense at an elite rate","OPS allowed 0.412; race score 90.2.",90.2,0.535,"races.html",83.6,"cross_product_editorial_queue_v1",5,FALSE,40
"pitch_identity_519242_SL","pitch_identity","Chris Sale","Atlanta Braves","Chris Sale's Slider: 79.3 mph, 37.5% whiffs","Pitch quality score 86.0.",86,0.72,"pitch-lab.html",83.5,"cross_product_editorial_queue_v1",3,FALSE,41
"team_Milwaukee Brewers","team","Milwaukee Brewers","Milwaukee Brewers","Milwaukee Brewers has a new league-wide reporting lead","Milwaukee Brewers ranks 6th in offensive quality and 4th in run prevention, with a ready bullpen and 2 surge signals.",83.4,0.834,"teams.html",83.4,"cross_product_editorial_queue_v1",1,TRUE,42
"history_final_game_anniversary_bridgto01_2026-07-20","history","Tommy Bridges","MLB history","Tommy Bridges: 80 years since final MLB appearance","Tommy Bridges finished with 6 All-Star selections, 194 wins, 1,674 strikeouts.",79.6,1,"history.html",83.3,"cross_product_editorial_queue_v1",4,FALSE,43
"offensive_race_805811","offensive_race","Bryce Eldridge","San Francisco Giants","Bryce Eldridge is building one of baseball's strongest offensive cases","OPS 0.953; race score 89.5.",89.5,0.548,"races.html",83.3,"cross_product_editorial_queue_v1",30,FALSE,44
"offensive_race_665833","offensive_race","Oneil Cruz","Pittsburgh Pirates","Oneil Cruz is building one of baseball's strongest offensive cases","OPS 0.817; race score 85.2.",85.2,0.738,"races.html",83.1,"cross_product_editorial_queue_v1",31,FALSE,45
"run_prevention_694973","run_prevention","Paul Skenes","Pittsburgh Pirates","Paul Skenes is suppressing offense at an elite rate","OPS allowed 0.573; race score 84.5.",84.5,0.766,"races.html",83.1,"cross_product_editorial_queue_v1",6,FALSE,46
"offensive_race_671739","offensive_race","Michael Harris II","Atlanta Braves","Michael Harris II is building one of baseball's strongest offensive cases","OPS 0.839; race score 85.3.",85.3,0.723,"races.html",83,"cross_product_editorial_queue_v1",32,FALSE,47
"history_debut_anniversary_bluevi01_2026-07-20","history","Vida Blue","MLB history","Vida Blue: 57 years since MLB debut","Vida Blue finished with 6 All-Star selections, 209 wins, 2,175 strikeouts.",79.1,1,"history.html",82.9,"cross_product_editorial_queue_v1",5,FALSE,48
"pitch_identity_518585_FS","pitch_identity","Fernando Cruz","New York Yankees","Fernando Cruz's Splitter: 80.0 mph, 53.5% whiffs","Pitch quality score 88.5.",88.5,0.571,"pitch-lab.html",82.8,"cross_product_editorial_queue_v1",4,FALSE,49
"offensive_race_664040","offensive_race","Brandon Lowe","Pittsburgh Pirates","Brandon Lowe is building one of baseball's strongest offensive cases","OPS 0.848; race score 84.3.",84.3,0.742,"races.html",82.5,"cross_product_editorial_queue_v1",33,FALSE,50
"run_prevention_682243","run_prevention","Bryce Miller","Seattle Mariners","Bryce Miller is suppressing offense at an elite rate","OPS allowed 0.506; race score 88.4.",88.4,0.554,"races.html",82.5,"cross_product_editorial_queue_v1",7,FALSE,51
"run_prevention_686973","run_prevention","Louis Varland","Toronto Blue Jays","Louis Varland is suppressing offense at an elite rate","OPS allowed 0.500; race score 87.4.",87.4,0.592,"races.html",82.3,"cross_product_editorial_queue_v1",8,FALSE,52
"history_debut_anniversary_whitewi01_2026-07-20","history","Will White","MLB history","Will White: 149 years since MLB debut","Will White finished with 229 wins, 1,041 strikeouts.",78.3,1,"history.html",82.2,"cross_product_editorial_queue_v1",6,FALSE,53
"offensive_race_669016","offensive_race","Brandon Marsh","Philadelphia Phillies","Brandon Marsh is building one of baseball's strongest offensive cases","OPS 0.841; race score 84.4.",84.4,0.717,"races.html",82.1,"cross_product_editorial_queue_v1",34,FALSE,54
"history_debut_anniversary_crawfca02_2026-07-20","history","Carl Crawford","MLB history","Carl Crawford: 24 years since MLB debut","Carl Crawford finished with 4 All-Star selections, 1,931 hits, 136 home runs.",78.1,1,"history.html",82,"cross_product_editorial_queue_v1",7,FALSE,55
"offensive_race_683734","offensive_race","Andrew Vaughn","Milwaukee Brewers","Andrew Vaughn is building one of baseball's strongest offensive cases","OPS 0.953; race score 88.5.",88.5,0.524,"races.html",82,"cross_product_editorial_queue_v1",35,FALSE,56
"run_prevention_693645","run_prevention","Cam Schlittler","New York Yankees","Cam Schlittler is suppressing offense at an elite rate","OPS allowed 0.532; race score 83.0.",83,0.776,"races.html",82,"cross_product_editorial_queue_v1",9,FALSE,57
"hitter_form_656305","hitter_form","Matt Chapman","San Francisco Giants","Matt Chapman is changing the recent-performance baseline","Recent OPS 1.421; change +0.799.",92,0.351,"today.html",81.8,"cross_product_editorial_queue_v1",1,TRUE,58
"milestone_543807","milestone","George Springer","Toronto Blue Jays","George Springer reached 1,500 career hits","Career estimate 1,520.",83.3,0.75,"history.html",81.8,"cross_product_editorial_queue_v1",2,TRUE,59
"offensive_race_666160","offensive_race","Mickey Moniak","Colorado Rockies","Mickey Moniak is building one of baseball's strongest offensive cases","OPS 0.942; race score 86.1.",86.1,0.621,"races.html",81.8,"cross_product_editorial_queue_v1",36,FALSE,60
"offensive_race_668804","offensive_race","Bryan Reynolds","Pittsburgh Pirates","Bryan Reynolds is building one of baseball's strongest offensive cases","OPS 0.825; race score 83.1.",83.1,0.756,"races.html",81.8,"cross_product_editorial_queue_v1",37,FALSE,61
"run_prevention_519242","run_prevention","Chris Sale","Atlanta Braves","Chris Sale is suppressing offense at an elite rate","OPS allowed 0.591; race score 83.0.",83,0.762,"races.html",81.8,"cross_product_editorial_queue_v1",10,FALSE,62
"offensive_race_502671","offensive_race","Paul Goldschmidt","New York Yankees","Paul Goldschmidt is building one of baseball's strongest offensive cases","OPS 0.898; race score 85.7.",85.7,0.636,"races.html",81.7,"cross_product_editorial_queue_v1",38,FALSE,63
"run_prevention_656945","run_prevention","Tanner Scott","Los Angeles Dodgers","Tanner Scott is suppressing offense at an elite rate","OPS allowed 0.518; race score 88.3.",88.3,0.519,"races.html",81.7,"cross_product_editorial_queue_v1",11,FALSE,64
"team_New York Yankees","team","New York Yankees","New York Yankees","New York Yankees has a new league-wide reporting lead","New York Yankees ranks 2nd in offensive quality and 2nd in run prevention, with a ready bullpen and 2 surge signals.",81.7,0.817,"teams.html",81.7,"cross_product_editorial_queue_v1",2,TRUE,65
"milestone_593428","milestone","Xander Bogaerts","San Diego Padres","Xander Bogaerts reached 200 career home runs","Career estimate   205.",82.8,0.75,"history.html",81.4,"cross_product_editorial_queue_v1",3,FALSE,66
"team_Los Angeles Dodgers","team","Los Angeles Dodgers","Los Angeles Dodgers","Los Angeles Dodgers has a new league-wide reporting lead","Los Angeles Dodgers ranks 1st in offensive quality and 1st in run prevention, with a ready bullpen and 2 surge signals.",81.4,0.814,"teams.html",81.4,"cross_product_editorial_queue_v1",3,FALSE,67
"run_prevention_681911","run_prevention","Alex Vesia","Los Angeles Dodgers","Alex Vesia is suppressing offense at an elite rate","OPS allowed 0.408; race score 88.5.",88.5,0.482,"races.html",81.2,"cross_product_editorial_queue_v1",12,FALSE,68
"run_prevention_670329","run_prevention","Rico Garcia","Baltimore Orioles","Rico Garcia is suppressing offense at an elite rate","OPS allowed 0.470; race score 87.5.",87.5,0.524,"races.html",81.2,"cross_product_editorial_queue_v1",13,FALSE,69
"run_prevention_669622","run_prevention","Anthony Bender","Miami Marlins","Anthony Bender is suppressing offense at an elite rate","OPS allowed 0.471; race score 87.1.",87.1,0.543,"races.html",81.2,"cross_product_editorial_queue_v1",14,FALSE,70
"milestone_542303","milestone","Marcell Ozuna","Pittsburgh Pirates","Marcell Ozuna reached 300 career home runs","Career estimate   301.",82.5,0.75,"history.html",81.1,"cross_product_editorial_queue_v1",4,FALSE,71
"offensive_race_545361","offensive_race","Mike Trout","Los Angeles Angels","Mike Trout is building one of baseball's strongest offensive cases","OPS 0.816; race score 82.0.",82,0.761,"races.html",80.9,"cross_product_editorial_queue_v1",39,FALSE,72
"pitch_identity_696147_SL","pitch_identity","Sam Bachman","Los Angeles Angels","Sam Bachman's Slider: 88.8 mph, 40.4% whiffs","Pitch quality score 85.9.",85.9,0.577,"pitch-lab.html",80.8,"cross_product_editorial_queue_v1",5,FALSE,73
"offensive_race_666018","offensive_race","Jonathan Aranda","Tampa Bay Rays","Jonathan Aranda is building one of baseball's strongest offensive cases","OPS 0.819; race score 82.1.",82.1,0.746,"races.html",80.7,"cross_product_editorial_queue_v1",40,FALSE,74
"offensive_race_668930","offensive_race","Brice Turang","Milwaukee Brewers","Brice Turang is building one of baseball's strongest offensive cases","OPS 0.819; race score 82.0.",82,0.747,"races.html",80.7,"cross_product_editorial_queue_v1",41,FALSE,75
"offensive_race_682985","offensive_race","Riley Greene","Detroit Tigers","Riley Greene is building one of baseball's strongest offensive cases","OPS 0.837; race score 81.7.",81.7,0.749,"races.html",80.5,"cross_product_editorial_queue_v1",42,FALSE,76
"offensive_race_669127","offensive_race","Shea Langeliers","Athletics","Shea Langeliers is building one of baseball's strongest offensive cases","OPS 0.877; race score 81.7.",81.7,0.746,"races.html",80.4,"cross_product_editorial_queue_v1",43,FALSE,77
"pitch_identity_666200_ST","pitch_identity","Jes<U+00FA>s Luzardo","Philadelphia Phillies","Jes<U+00FA>s Luzardo's Sweeper: 86.3 mph, 45.2% whiffs","Pitch quality score 82.7.",82.7,0.701,"pitch-lab.html",80.4,"cross_product_editorial_queue_v1",6,FALSE,78
"pitch_identity_694819_FF","pitch_identity","Jacob Misiorowski","Milwaukee Brewers","Jacob Misiorowski's Four-Seam Fastball: 100.1 mph, 39.7% whiffs","Pitch quality score 80.5.",80.5,0.802,"pitch-lab.html",80.4,"cross_product_editorial_queue_v1",7,FALSE,79
"milestone_621566","milestone","Matt Olson","Atlanta Braves","Matt Olson reached 300 career home runs","Career estimate   308.",81.4,0.75,"history.html",80.2,"cross_product_editorial_queue_v1",5,FALSE,80
"offensive_race_681624","offensive_race","Andy Pages","Los Angeles Dodgers","Andy Pages is building one of baseball's strongest offensive cases","OPS 0.814; race score 81.3.",81.3,0.751,"races.html",80.2,"cross_product_editorial_queue_v1",44,FALSE,81
"run_prevention_656302","run_prevention","Dylan Cease","Toronto Blue Jays","Dylan Cease is suppressing offense at an elite rate","OPS allowed 0.590; race score 81.6.",81.6,0.738,"races.html",80.2,"cross_product_editorial_queue_v1",15,FALSE,82
"pitch_identity_684007_FS","pitch_identity","Shota Imanaga","Chicago Cubs","Shota Imanaga's Splitter: 83.3 mph, 40.5% whiffs","Pitch quality score 82.7.",82.7,0.684,"pitch-lab.html",80.1,"cross_product_editorial_queue_v1",8,FALSE,83
"pitch_identity_642207_CH","pitch_identity","Devin Williams","New York Mets","Devin Williams's Changeup: 84.4 mph, 40.8% whiffs","Pitch quality score 86.4.",86.4,0.51,"pitch-lab.html",80,"cross_product_editorial_queue_v1",9,FALSE,84
"pitch_identity_669276_SL","pitch_identity","Dylan Lee","Atlanta Braves","Dylan Lee's Slider: 83.3 mph, 43.4% whiffs","Pitch quality score 85.4.",85.4,0.555,"pitch-lab.html",80,"cross_product_editorial_queue_v1",10,FALSE,85
"run_prevention_641329","run_prevention","Bryan Baker","Tampa Bay Rays","Bryan Baker is suppressing offense at an elite rate","OPS allowed 0.498; race score 85.9.",85.9,0.531,"races.html",80,"cross_product_editorial_queue_v1",16,FALSE,86
"run_prevention_695505","run_prevention","Chase Burns","Cincinnati Reds","Chase Burns is suppressing offense at an elite rate","OPS allowed 0.590; race score 81.1.",81.1,0.748,"races.html",80,"cross_product_editorial_queue_v1",17,FALSE,87
"run_prevention_607192","run_prevention","Tyler Glasnow","Los Angeles Dodgers","Tyler Glasnow is suppressing offense at an elite rate","OPS allowed 0.531; race score 84.4.",84.4,0.595,"races.html",79.9,"cross_product_editorial_queue_v1",18,FALSE,88
"milestone_624413","milestone","Pete Alonso","Baltimore Orioles","Pete Alonso reached 1,000 career hits","Career estimate 1,021.",80.9,0.75,"history.html",79.8,"cross_product_editorial_queue_v1",6,FALSE,89
"pitch_identity_686218_SL","pitch_identity","Emmet Sheehan","Los Angeles Dodgers","Emmet Sheehan's Slider: 86.7 mph, 39.8% whiffs","Pitch quality score 83.3.",83.3,0.635,"pitch-lab.html",79.7,"cross_product_editorial_queue_v1",11,FALSE,90
"pitch_identity_594798_SL","pitch_identity","Jacob deGrom","Texas Rangers","Jacob deGrom's Slider: 91.0 mph, 40.9% whiffs","Pitch quality score 82.0.",82,0.684,"pitch-lab.html",79.6,"cross_product_editorial_queue_v1",12,FALSE,91
"offensive_race_668227","offensive_race","Randy Arozarena","Seattle Mariners","Randy Arozarena is building one of baseball's strongest offensive cases","OPS 0.823; race score 80.5.",80.5,0.752,"races.html",79.5,"cross_product_editorial_queue_v1",45,FALSE,92
"run_prevention_808967","run_prevention","Yoshinobu Yamamoto","Los Angeles Dodgers","Yoshinobu Yamamoto is suppressing offense at an elite rate","OPS allowed 0.556; race score 80.2.",80.2,0.764,"races.html",79.5,"cross_product_editorial_queue_v1",19,FALSE,93
"offensive_race_691406","offensive_race","Junior Caminero","Tampa Bay Rays","Junior Caminero is building one of baseball's strongest offensive cases","OPS 0.845; race score 80.4.",80.4,0.751,"races.html",79.4,"cross_product_editorial_queue_v1",46,FALSE,94
"history_debut_anniversary_burroje01_2026-07-20","history","Jeff Burroughs","MLB history","Jeff Burroughs: 56 years since MLB debut","Jeff Burroughs finished with 2 All-Star selections, 1,443 hits, 240 home runs.",74.8,1,"history.html",79.3,"cross_product_editorial_queue_v1",8,FALSE,95
"pitch_identity_643410_FS","pitch_identity","Mark Leiter Jr.","Athletics","Mark Leiter Jr.'s Splitter: 84.4 mph, 41.1% whiffs","Pitch quality score 87.0.",87,0.443,"pitch-lab.html",79.3,"cross_product_editorial_queue_v1",13,FALSE,96
"pitch_identity_800048_CH","pitch_identity","Parker Messick","Cleveland Guardians","Parker Messick's Changeup: 85.4 mph, 39.3% whiffs","Pitch quality score 83.3.",83.3,0.611,"pitch-lab.html",79.3,"cross_product_editorial_queue_v1",14,FALSE,97
"milestone_592332","milestone","Kevin Gausman","Toronto Blue Jays","Kevin Gausman reached 2,000 career strikeouts","Career estimate 2,040.",80.1,0.75,"history.html",79.2,"cross_product_editorial_queue_v1",7,FALSE,98
"offensive_race_691718","offensive_race","Pete Crow-Armstrong","Chicago Cubs","Pete Crow-Armstrong is building one of baseball's strongest offensive cases","OPS 0.804; race score 80.1.",80.1,0.752,"races.html",79.2,"cross_product_editorial_queue_v1",47,FALSE,99
"run_prevention_666661","run_prevention","Juan Morillo","Arizona Diamondbacks","Juan Morillo is suppressing offense at an elite rate","OPS allowed 0.550; race score 84.8.",84.8,0.535,"races.html",79.2,"cross_product_editorial_queue_v1",20,FALSE,100
"run_prevention_672282","run_prevention","Reid Detmers","Los Angeles Angels","Reid Detmers is suppressing offense at an elite rate","OPS allowed 0.609; race score 79.7.",79.7,0.768,"races.html",79.2,"cross_product_editorial_queue_v1",21,FALSE,101
"offensive_race_668939","offensive_race","Adley Rutschman","Baltimore Orioles","Adley Rutschman is building one of baseball's strongest offensive cases","OPS 0.824; race score 81.4.",81.4,0.684,"races.html",79.1,"cross_product_editorial_queue_v1",48,FALSE,102
"pitch_identity_605130_CU","pitch_identity","Scott Barlow","Athletics","Scott Barlow's Curveball: 76.2 mph, 41.3% whiffs","Pitch quality score 86.2.",86.2,0.469,"pitch-lab.html",79.1,"cross_product_editorial_queue_v1",15,FALSE,103
"pitch_identity_695505_SL","pitch_identity","Chase Burns","Cincinnati Reds","Chase Burns's Slider: 90.8 mph, 51.1% whiffs","Pitch quality score 81.2.",81.2,0.689,"pitch-lab.html",79,"cross_product_editorial_queue_v1",16,FALSE,104
"pitch_identity_592332_FS","pitch_identity","Kevin Gausman","Toronto Blue Jays","Kevin Gausman's Splitter: 84.0 mph, 37.7% whiffs","Pitch quality score 80.2.",80.2,0.731,"pitch-lab.html",78.9,"cross_product_editorial_queue_v1",17,FALSE,105
"run_prevention_642397","run_prevention","Gregory Soto","Pittsburgh Pirates","Gregory Soto is suppressing offense at an elite rate","OPS allowed 0.505; race score 84.2.",84.2,0.545,"races.html",78.9,"cross_product_editorial_queue_v1",22,FALSE,106
"run_prevention_663554","run_prevention","Casey Mize","Detroit Tigers","Casey Mize is suppressing offense at an elite rate","OPS allowed 0.565; race score 81.9.",81.9,0.652,"races.html",78.9,"cross_product_editorial_queue_v1",23,FALSE,107
"offensive_race_663993","offensive_race","Nathaniel Lowe","Cincinnati Reds","Nathaniel Lowe is building one of baseball's strongest offensive cases","OPS 0.835; race score 82.1.",82.1,0.635,"races.html",78.8,"cross_product_editorial_queue_v1",49,FALSE,108
"offensive_race_683737","offensive_race","Michael Busch","Chicago Cubs","Michael Busch is building one of baseball's strongest offensive cases","OPS 0.785; race score 79.4.",79.4,0.758,"races.html",78.8,"cross_product_editorial_queue_v1",50,FALSE,109
"offensive_race_696100","offensive_race","Hunter Goodman","Colorado Rockies","Hunter Goodman is building one of baseball's strongest offensive cases","OPS 0.852; race score 79.8.",79.8,0.735,"races.html",78.7,"cross_product_editorial_queue_v1",51,FALSE,110
"offensive_race_572233","offensive_race","Christian Walker","Houston Astros","Christian Walker is building one of baseball's strongest offensive cases","OPS 0.814; race score 79.5.",79.5,0.749,"races.html",78.7,"cross_product_editorial_queue_v1",52,FALSE,111
"pitch_identity_656302_SL","pitch_identity","Dylan Cease","Toronto Blue Jays","Dylan Cease's Slider: 89.3 mph, 43.5% whiffs","Pitch quality score 82.0.",82,0.631,"pitch-lab.html",78.6,"cross_product_editorial_queue_v1",18,FALSE,112
"run_prevention_800311","run_prevention","Didier Fuentes","Atlanta Braves","Didier Fuentes is suppressing offense at an elite rate","OPS allowed 0.539; race score 84.1.",84.1,0.533,"races.html",78.6,"cross_product_editorial_queue_v1",24,FALSE,113
"offensive_race_641355","offensive_race","Cody Bellinger","New York Yankees","Cody Bellinger is building one of baseball's strongest offensive cases","OPS 0.821; race score 79.3.",79.3,0.75,"races.html",78.5,"cross_product_editorial_queue_v1",53,FALSE,114
"pitch_identity_656546_SL","pitch_identity","Jeff Hoffman","Toronto Blue Jays","Jeff Hoffman's Slider: 87.3 mph, 52.0% whiffs","Pitch quality score 84.2.",84.2,0.526,"pitch-lab.html",78.5,"cross_product_editorial_queue_v1",19,FALSE,115
