"runner_id","runner_name","opportunity_type","opportunities","attempts","successes","observed_rate","observed_success_rate","league_rate","league_success_rate","shrunk_rate","shrunk_success_rate","reliability","profile_status"
"690924","Braxton Fulford","sac_fly_scores",3,3,3,1,1,0.598560575769692,0.598560575769692,0.630253161893138,0.65590906494545,0.0789473684210526,"league-shrunk"
"690924","Braxton Fulford","second_to_third_on_out",1,1,1,1,1,0.47702727439136,0.47702727439136,0.491554294547156,0.504552154686552,0.0277777777777778,"league-shrunk"
"690924","Braxton Fulford","single_first_to_third",4,4,0,0,0,0.348118279569892,0.348118279569892,0.312413840639647,0.284824046920821,0.102564102564103,"league-shrunk"
"690924","Braxton Fulford","single_second_scores",2,2,1,0.5,0.5,0.615318168730204,0.615318168730204,0.609084754204247,0.603786351857184,0.0540540540540541,"league-shrunk"
"690924","Braxton Fulford","steal_second",20,4,4,0.2,1,0.0658241825654868,0.880242311276794,0.11461538890531,0.902016436499195,0.363636363636364,"league-shrunk"
"690924","Braxton Fulford","steal_third",13,0,0,0,,0.0134683705392651,0.854330708661417,0.00982068685154745,0.854330708661417,0.270833333333333,"league-shrunk"
"690976","Alex Freeland","double_first_scores",5,5,4,0.8,0.8,0.411671924290221,0.411671924290221,0.460212933753943,0.496091071183651,0.125,"league-shrunk"
"690976","Alex Freeland","first_to_second_on_out",20,20,5,0.25,0.25,0.249195916655013,0.249195916655013,0.249488310598645,0.249619118415533,0.363636363636364,"league-shrunk"
"690976","Alex Freeland","ground_ball_double_play",27,27,4,0.148148148148148,0.148148148148148,0.205969432663839,0.205969432663839,0.180789195858619,0.171276661954425,0.435483870967742,"player signal"
"690976","Alex Freeland","sac_fly_scores",4,4,4,1,1,0.598560575769692,0.598560575769692,0.639733850049724,0.671549561993384,0.102564102564103,"league-shrunk"
"690976","Alex Freeland","second_to_third_on_out",9,9,5,0.555555555555556,0.555555555555556,0.47702727439136,0.47702727439136,0.493089877356764,0.503203368112759,0.204545454545455,"league-shrunk"
"690976","Alex Freeland","single_first_to_third",13,13,5,0.384615384615385,0.384615384615385,0.348118279569892,0.348118279569892,0.35800291218638,0.363423517169615,0.270833333333333,"league-shrunk"
"690976","Alex Freeland","single_second_scores",6,6,4,0.666666666666667,0.666666666666667,0.615318168730204,0.615318168730204,0.62283258306237,0.62815529321432,0.146341463414634,"league-shrunk"
"690976","Alex Freeland","steal_second",63,2,2,0.0317460317460317,1,0.0658241825654868,0.880242311276794,0.0439167998958371,0.892218080149115,0.642857142857143,"player signal"
"690976","Alex Freeland","steal_third",32,0,0,0,,0.0134683705392651,0.854330708661417,0.00703571595334743,0.854330708661417,0.477611940298507,"player signal"
"690984","Petey Halpin","first_to_second_on_out",8,8,6,0.75,0.75,0.249195916655013,0.249195916655013,0.34236876937036,0.403289480761163,0.186046511627907,"league-shrunk"
"690984","Petey Halpin","ground_ball_double_play",8,8,0,0,0,0.205969432663839,0.205969432663839,0.167649538214753,0.142594222613427,0.186046511627907,"league-shrunk"
"690984","Petey Halpin","sac_fly_scores",6,6,3,0.5,0.5,0.598560575769692,0.598560575769692,0.584137076876566,0.573920431827269,0.146341463414634,"league-shrunk"
"690984","Petey Halpin","second_to_third_on_out",6,6,2,0.333333333333333,0.333333333333333,0.47702727439136,0.47702727439136,0.455998892773112,0.441103789126853,0.146341463414634,"league-shrunk"
"690984","Petey Halpin","single_first_to_third",6,6,4,0.666666666666667,0.666666666666667,0.348118279569892,0.348118279569892,0.394735116706006,0.427755376344086,0.146341463414634,"league-shrunk"
"690984","Petey Halpin","single_second_scores",4,4,3,0.75,0.75,0.615318168730204,0.615318168730204,0.629131689886081,0.639805774415622,0.102564102564103,"league-shrunk"
"690984","Petey Halpin","steal_second",21,6,6,0.285714285714286,1,0.0658241825654868,0.880242311276794,0.148282971246286,0.910181733457596,0.375,"league-shrunk"
"690984","Petey Halpin","steal_third",21,0,0,0,,0.0134683705392651,0.854330708661417,0.00841773158704067,0.854330708661417,0.375,"league-shrunk"
"690993","Colt Keith","first_to_second_on_out",18,18,2,0.111111111111111,0.111111111111111,0.249195916655013,0.249195916655013,0.202299190243877,0.180153513883062,0.339622641509434,"league-shrunk"
