"note_id","history_product","subject_type","subject_id","subject_name","subject_team_id","subject_team_name","subject_role","window_type","window_games","window_label","profile_id","profile_label","note_score","historical_subject_count","historical_occurrence_count","prior_subject_id","prior_subject_name","prior_season","claim_type","headline","sentence","source_through","history_start","history_end","method","claim_fingerprint","content_fingerprint"
"pitcher_history_match__694819__last_15_appearances__starter_rolling_contact_suppression__opponent_batting_average-.150__strikeout_rate-.375__2026","pitcher","player","694819","Jacob Misiorowski","158","Milwaukee Brewers","starter","last_pitcher_appearances",15,"Last 15 appearances","starter_rolling_contact_suppression","Starter contact suppression",78.8,2,2,"snelb001","Blake Snell",2024,"one_of_n_since","Jacob Misiorowski over 15 appearances: a .148 opponent batting average and 39.9% strikeout rate","Over the last 15 appearances, Jacob Misiorowski has a .148 opponent batting average and 39.9% strikeout rate. Jacob Misiorowski is one of 3 MLB starters since 1974 with an opponent batting average of .150 or lower and at least 37.5% strikeout rate in a 15-appearance span.","2026-07-20",1974,2025,"sabrhood_pitcher_rolling_history_match_v1","aa6adc4515375a84848d69855a8743e6","87fa1b15a90c8d0c100f938f487181b2"
