"metric_id","metric_label","game_id","player_id","player_name","team","opponent","role","probability","expected_value","simulations","model_version","publication_status","metric_rank"
"batter_hit_2plus","2+ hits","823831","687605","Andrew Pinckney","Washington Nationals","Miami Marlins","hitter",0.1645,0.764,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",44
"batter_hit_2plus","2+ hits","823509","807727","Charles McAdoo","Toronto Blue Jays","New York Yankees","hitter",0.1605,0.75,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",45
"batter_hit_2plus","2+ hits","823743","800325","Luis Lara","Milwaukee Brewers","Atlanta Braves","hitter",0.159,0.744,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",46
"batter_hit_2plus","2+ hits","823743","573262","Mike Yastrzemski","Atlanta Braves","Milwaukee Brewers","hitter",0.1525,0.719,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",47
"batter_hit_2plus","2+ hits","823509","682987","Spencer Jones","New York Yankees","Toronto Blue Jays","hitter",0.152,0.733,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",48
"batter_hit_2plus","2+ hits","823509","664702","Myles Straw","Toronto Blue Jays","New York Yankees","hitter",0.1455,0.7085,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",49
"batter_hit_2plus","2+ hits","823509","663757","Trent Grisham","New York Yankees","Toronto Blue Jays","hitter",0.1455,0.705,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",50
"batter_hit_2plus","2+ hits","823743","663586","Austin Riley","Atlanta Braves","Milwaukee Brewers","hitter",0.131,0.6525,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",51
"batter_hit_2plus","2+ hits","823509","665862","Jazz Chisholm Jr.","New York Yankees","Toronto Blue Jays","hitter",0.127,0.65,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",52
"batter_hit_2plus","2+ hits","823509","676609","José Caballero","New York Yankees","Toronto Blue Jays","hitter",0.127,0.6505,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",53
"batter_hit_2plus","2+ hits","823509","669224","Austin Wells","New York Yankees","Toronto Blue Jays","hitter",0.075,0.4815,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",54
"batter_hr_1plus","1+ home run","823831","665052","Griffin Conine","Miami Marlins","Washington Nationals","hitter",0.3045,0.354,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",1
"batter_hr_1plus","1+ home run","823831","683357","Owen Caissie","Miami Marlins","Washington Nationals","hitter",0.22,0.24,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",2
"batter_hr_1plus","1+ home run","823831","681715","Heriberto Hernández","Miami Marlins","Washington Nationals","hitter",0.214,0.237,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",3
"batter_hr_1plus","1+ home run","823509","700250","Ben Rice","New York Yankees","Toronto Blue Jays","hitter",0.2135,0.2325,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",4
"batter_hr_1plus","1+ home run","823743","621566","Matt Olson","Atlanta Braves","Milwaukee Brewers","hitter",0.21,0.226,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",5
"batter_hr_1plus","1+ home run","823509","672960","Kazuma Okamoto","Toronto Blue Jays","New York Yankees","hitter",0.1945,0.211,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",6
"batter_hr_1plus","1+ home run","823831","691788","Joe Mack","Miami Marlins","Washington Nationals","hitter",0.1825,0.1945,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",7
"batter_hr_1plus","1+ home run","823743","641343","Jake Bauers","Milwaukee Brewers","Atlanta Braves","hitter",0.1785,0.1875,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",8
"batter_hr_1plus","1+ home run","823509","671277","Luis García Jr.","New York Yankees","Toronto Blue Jays","hitter",0.1695,0.181,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",9
"batter_hr_1plus","1+ home run","823743","686948","Drake Baldwin","Atlanta Braves","Milwaukee Brewers","hitter",0.163,0.1745,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",10
"batter_hr_1plus","1+ home run","823743","671739","Michael Harris II","Atlanta Braves","Milwaukee Brewers","hitter",0.1575,0.1735,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",11
"batter_hr_1plus","1+ home run","823831","691781","Brady House","Washington Nationals","Miami Marlins","hitter",0.149,0.1565,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",12
"batter_hr_1plus","1+ home run","823509","682987","Spencer Jones","New York Yankees","Toronto Blue Jays","hitter",0.1485,0.1555,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",13
"batter_hr_1plus","1+ home run","823743","694192","Jackson Chourio","Milwaukee Brewers","Atlanta Braves","hitter",0.146,0.155,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",14
"batter_hr_1plus","1+ home run","823831","665923","Esteury Ruiz","Miami Marlins","Washington Nationals","hitter",0.1395,0.1465,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",15
"batter_hr_1plus","1+ home run","823509","543807","George Springer","Toronto Blue Jays","New York Yankees","hitter",0.1325,0.1415,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",16
"batter_hr_1plus","1+ home run","823831","686611","Dylan Crews","Washington Nationals","Miami Marlins","hitter",0.1325,0.141,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",17
"batter_hr_1plus","1+ home run","823509","807727","Charles McAdoo","Toronto Blue Jays","New York Yankees","hitter",0.1305,0.1385,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",18
"batter_hr_1plus","1+ home run","823509","665862","Jazz Chisholm Jr.","New York Yankees","Toronto Blue Jays","hitter",0.1285,0.1355,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",19
"batter_hr_1plus","1+ home run","823831","695670","Harry Ford","Washington Nationals","Miami Marlins","hitter",0.128,0.1385,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",20
"batter_hr_1plus","1+ home run","823743","645277","Ozzie Albies","Atlanta Braves","Milwaukee Brewers","hitter",0.1275,0.132,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",21
"batter_hr_1plus","1+ home run","823743","668930","Brice Turang","Milwaukee Brewers","Atlanta Braves","hitter",0.127,0.133,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",22
"batter_hr_1plus","1+ home run","823743","660670","Ronald Acuña Jr.","Atlanta Braves","Milwaukee Brewers","hitter",0.1185,0.129,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",23
"batter_hr_1plus","1+ home run","823509","663757","Trent Grisham","New York Yankees","Toronto Blue Jays","hitter",0.1175,0.1215,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",24
"batter_hr_1plus","1+ home run","823509","703520","Brett Bateman","Toronto Blue Jays","New York Yankees","hitter",0.115,0.121,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",25
"batter_hr_1plus","1+ home run","823831","695734","Daylen Lile","Washington Nationals","Miami Marlins","hitter",0.115,0.1215,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",26
"batter_hr_1plus","1+ home run","823509","806146","George Lombard Jr.","New York Yankees","Toronto Blue Jays","hitter",0.1015,0.1055,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",27
"batter_hr_1plus","1+ home run","823509","663662","Daz Cameron","Toronto Blue Jays","New York Yankees","hitter",0.0995,0.103,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",28
"batter_hr_1plus","1+ home run","823509","671218","Heliot Ramos","New York Yankees","Toronto Blue Jays","hitter",0.099,0.102,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",29
"batter_hr_1plus","1+ home run","823831","687605","Andrew Pinckney","Washington Nationals","Miami Marlins","hitter",0.099,0.104,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",30
"batter_hr_1plus","1+ home run","823743","661388","William Contreras","Milwaukee Brewers","Atlanta Braves","hitter",0.087,0.092,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",31
"batter_hr_1plus","1+ home run","823831","696285","Jacob Young","Washington Nationals","Miami Marlins","hitter",0.087,0.09,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",32
"batter_hr_1plus","1+ home run","823743","573262","Mike Yastrzemski","Atlanta Braves","Milwaukee Brewers","hitter",0.0855,0.0865,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",33
"batter_hr_1plus","1+ home run","823831","672640","Otto Lopez","Miami Marlins","Washington Nationals","hitter",0.0855,0.0895,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",34
"batter_hr_1plus","1+ home run","823831","677588","José Tena","Washington Nationals","Miami Marlins","hitter",0.083,0.086,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",35
"batter_hr_1plus","1+ home run","823509","676609","José Caballero","New York Yankees","Toronto Blue Jays","hitter",0.0825,0.084,2000,"starter_bullpen_player_sim_v1","development_uncalibrated",36
